requester_code,requester_name,district,city,blood_group,required_units,radius_km,alternative_count,best_distance_km,best_BBRI,best_score,alternative_available
18008,"Cama And Albles Hosp., Abdul Fazalbhoy Blood Centre",Mumbai,Mumbai,AB-,5,50,1,12.583795473352064,13.62867945878348,85.16292581074413,1
18009,Bombay Red Cross Blood Centre,Mumbai,Mumbai,A+,5,50,5,4.46397007462297,14.37877852199705,91.39625145760266,1
18009,Bombay Red Cross Blood Centre,Mumbai,Mumbai,A-,5,50,5,4.46397007462297,14.37877852199705,91.39625145760266,1
18009,Bombay Red Cross Blood Centre,Mumbai,Mumbai,B+,5,50,5,4.46397007462297,14.37877852199705,91.39625145760266,1
18009,Bombay Red Cross Blood Centre,Mumbai,Mumbai,B-,5,50,5,6.5808154354989,13.021391943867474,90.17786047124729,1
18009,Bombay Red Cross Blood Centre,Mumbai,Mumbai,O+,5,50,5,4.46397007462297,14.37877852199705,91.39625145760266,1
18009,Bombay Red Cross Blood Centre,Mumbai,Mumbai,O-,5,50,5,5.809501482148938,13.38280069075897,90.6684185725152,1
18009,Bombay Red Cross Blood Centre,Mumbai,Mumbai,AB+,5,50,5,4.46397007462297,14.37877852199705,91.39625145760266,1
18009,Bombay Red Cross Blood Centre,Mumbai,Mumbai,AB-,5,50,1,14.720257511625162,13.62867945878348,83.45375618012565,1
284140,Arpan Blood Centre Nanded,Nanded,Nanded,A+,5,50,1,46.967050830286,15.82828079000554,56.88646105926926,1
284140,Arpan Blood Centre Nanded,Nanded,Nanded,A-,5,50,0,,,,0
284140,Arpan Blood Centre Nanded,Nanded,Nanded,B+,5,50,1,46.967050830286,15.82828079000554,56.88646105926926,1
284140,Arpan Blood Centre Nanded,Nanded,Nanded,B-,5,50,0,,,,0
284140,Arpan Blood Centre Nanded,Nanded,Nanded,O+,5,50,1,46.967050830286,15.82828079000554,56.88646105926926,1
284140,Arpan Blood Centre Nanded,Nanded,Nanded,O-,5,50,1,46.967050830286,15.82828079000554,56.88646105926926,1
284140,Arpan Blood Centre Nanded,Nanded,Nanded,AB+,5,50,1,46.967050830286,15.82828079000554,56.88646105926926,1
284140,Arpan Blood Centre Nanded,Nanded,Nanded,AB-,5,50,0,,,,0
18214,"Kakasaheb Chitle  Memorial Centre Sanchalit,  Jankalyan Blood Centre",Raigarh,Raigarh,A+,5,50,0,,,,0
18214,"Kakasaheb Chitle  Memorial Centre Sanchalit,  Jankalyan Blood Centre",Raigarh,Raigarh,A-,5,50,0,,,,0
18214,"Kakasaheb Chitle  Memorial Centre Sanchalit,  Jankalyan Blood Centre",Raigarh,Raigarh,B+,5,50,0,,,,0
18214,"Kakasaheb Chitle  Memorial Centre Sanchalit,  Jankalyan Blood Centre",Raigarh,Raigarh,B-,5,50,0,,,,0
18214,"Kakasaheb Chitle  Memorial Centre Sanchalit,  Jankalyan Blood Centre",Raigarh,Raigarh,O+,5,50,0,,,,0
18214,"Kakasaheb Chitle  Memorial Centre Sanchalit,  Jankalyan Blood Centre",Raigarh,Raigarh,O-,5,50,0,,,,0
18214,"Kakasaheb Chitle  Memorial Centre Sanchalit,  Jankalyan Blood Centre",Raigarh,Raigarh,AB+,5,50,0,,,,0
18214,"Kakasaheb Chitle  Memorial Centre Sanchalit,  Jankalyan Blood Centre",Raigarh,Raigarh,AB-,5,50,0,,,,0
18215,"Shree Sai Medical TrustS,  Shree Sai Blood Centre, Old Panvel",Raigarh,Panvel,A+,5,50,5,2.8022828006140648,15.454352001257242,92.34915055906872,1
18215,"Shree Sai Medical TrustS,  Shree Sai Blood Centre, Old Panvel",Raigarh,Panvel,A-,5,50,5,2.8022828006140648,15.454352001257242,92.34915055906872,1
18215,"Shree Sai Medical TrustS,  Shree Sai Blood Centre, Old Panvel",Raigarh,Panvel,B+,5,50,5,2.8022828006140648,15.454352001257242,92.34915055906872,1
18215,"Shree Sai Medical TrustS,  Shree Sai Blood Centre, Old Panvel",Raigarh,Panvel,B-,5,50,5,24.99455992068941,5.77049848694194,77.98467759301879,1
18215,"Shree Sai Medical TrustS,  Shree Sai Blood Centre, Old Panvel",Raigarh,Panvel,O+,5,50,5,2.8022828006140648,15.454352001257242,92.34915055906872,1
18215,"Shree Sai Medical TrustS,  Shree Sai Blood Centre, Old Panvel",Raigarh,Panvel,O-,5,50,5,9.32345198113894,27.286466518944444,82.99097513345829,1
18215,"Shree Sai Medical TrustS,  Shree Sai Blood Centre, Old Panvel",Raigarh,Panvel,AB+,5,50,5,2.8022828006140648,15.454352001257242,92.34915055906872,1
18215,"Shree Sai Medical TrustS,  Shree Sai Blood Centre, Old Panvel",Raigarh,Panvel,AB-,5,50,1,29.17583582721666,13.62867945878348,71.88929352765246,1
284016,"Dr. R.N.Cooper Hospital Blood Centre Vile Parle (W) Mumbai,",Mumbai,Mumbai,A+,5,50,5,4.153087250847001,12.5169595297442,92.29659436391192,1
284016,"Dr. R.N.Cooper Hospital Blood Centre Vile Parle (W) Mumbai,",Mumbai,Mumbai,A-,5,50,5,4.153087250847001,12.5169595297442,92.29659436391192,1
284016,"Dr. R.N.Cooper Hospital Blood Centre Vile Parle (W) Mumbai,",Mumbai,Mumbai,B+,5,50,5,4.153087250847001,12.5169595297442,92.29659436391192,1
284016,"Dr. R.N.Cooper Hospital Blood Centre Vile Parle (W) Mumbai,",Mumbai,Mumbai,B-,5,50,4,4.153087250847001,12.5169595297442,92.29659436391192,1
284016,"Dr. R.N.Cooper Hospital Blood Centre Vile Parle (W) Mumbai,",Mumbai,Mumbai,O+,5,50,5,4.153087250847001,12.5169595297442,92.29659436391192,1
284016,"Dr. R.N.Cooper Hospital Blood Centre Vile Parle (W) Mumbai,",Mumbai,Mumbai,O-,5,50,5,4.153087250847001,12.5169595297442,92.29659436391192,1
284016,"Dr. R.N.Cooper Hospital Blood Centre Vile Parle (W) Mumbai,",Mumbai,Mumbai,AB+,5,50,5,4.153087250847001,12.5169595297442,92.29659436391192,1
284016,"Dr. R.N.Cooper Hospital Blood Centre Vile Parle (W) Mumbai,",Mumbai,Mumbai,AB-,5,50,1,5.949265139462582,13.62867945878348,90.47055007785572,1
284015,Aai Bahuuddeshiya Sevabhavi Sanstha Shourya Blood Centre Yavatmal,Yavatmal,Yavatmal,A+,5,50,3,2.363610181172653,8.720495061120664,95.05693858366963,1
284015,Aai Bahuuddeshiya Sevabhavi Sanstha Shourya Blood Centre Yavatmal,Yavatmal,Yavatmal,A-,5,50,2,2.363610181172653,8.720495061120664,95.05693858366963,1
284015,Aai Bahuuddeshiya Sevabhavi Sanstha Shourya Blood Centre Yavatmal,Yavatmal,Yavatmal,B+,5,50,3,2.363610181172653,8.720495061120664,95.05693858366963,1
284015,Aai Bahuuddeshiya Sevabhavi Sanstha Shourya Blood Centre Yavatmal,Yavatmal,Yavatmal,B-,5,50,0,,,,0
284015,Aai Bahuuddeshiya Sevabhavi Sanstha Shourya Blood Centre Yavatmal,Yavatmal,Yavatmal,O+,5,50,3,2.363610181172653,8.720495061120664,95.05693858366963,1
284015,Aai Bahuuddeshiya Sevabhavi Sanstha Shourya Blood Centre Yavatmal,Yavatmal,Yavatmal,O-,5,50,2,2.363610181172653,8.720495061120664,95.05693858366963,1
284015,Aai Bahuuddeshiya Sevabhavi Sanstha Shourya Blood Centre Yavatmal,Yavatmal,Yavatmal,AB+,5,50,1,2.363610181172653,8.720495061120664,95.05693858366963,1
284015,Aai Bahuuddeshiya Sevabhavi Sanstha Shourya Blood Centre Yavatmal,Yavatmal,Yavatmal,AB-,5,50,0,,,,0
284499,"M/S.Uaims Advanced Blood Centre, Ushahkal Abhinav Institute Of Medical  Sciences(Uaims), Sangli. (A U",Sangli,Sangli,A+,5,50,5,2.330452037860985,13.179784410043167,93.5227138261961,1
284499,"M/S.Uaims Advanced Blood Centre, Ushahkal Abhinav Institute Of Medical  Sciences(Uaims), Sangli. (A U",Sangli,Sangli,A-,5,50,1,36.21307114996651,19.024405925773216,64.37100100600617,1
284499,"M/S.Uaims Advanced Blood Centre, Ushahkal Abhinav Institute Of Medical  Sciences(Uaims), Sangli. (A U",Sangli,Sangli,B+,5,50,5,2.330452037860985,13.179784410043167,93.5227138261961,1
284499,"M/S.Uaims Advanced Blood Centre, Ushahkal Abhinav Institute Of Medical  Sciences(Uaims), Sangli. (A U",Sangli,Sangli,B-,5,50,2,8.342645204687281,17.28655549826624,87.275589411857,1
284499,"M/S.Uaims Advanced Blood Centre, Ushahkal Abhinav Institute Of Medical  Sciences(Uaims), Sangli. (A U",Sangli,Sangli,O+,5,50,5,2.330452037860985,13.179784410043167,93.5227138261961,1
284499,"M/S.Uaims Advanced Blood Centre, Ushahkal Abhinav Institute Of Medical  Sciences(Uaims), Sangli. (A U",Sangli,Sangli,O-,5,50,5,2.330452037860985,13.179784410043167,93.5227138261961,1
284499,"M/S.Uaims Advanced Blood Centre, Ushahkal Abhinav Institute Of Medical  Sciences(Uaims), Sangli. (A U",Sangli,Sangli,AB+,5,50,5,2.330452037860985,13.179784410043167,93.5227138261961,1
284499,"M/S.Uaims Advanced Blood Centre, Ushahkal Abhinav Institute Of Medical  Sciences(Uaims), Sangli. (A U",Sangli,Sangli,AB-,5,50,0,,,,0
284014,"Shri Kamala Bhavani Blood Centre, Karmala",Solapur,Karmala,A+,5,50,1,28.249714441325462,16.180300328985005,71.73712333179488,1
284014,"Shri Kamala Bhavani Blood Centre, Karmala",Solapur,Karmala,A-,5,50,0,,,,0
284014,"Shri Kamala Bhavani Blood Centre, Karmala",Solapur,Karmala,B+,5,50,1,28.249714441325462,16.180300328985005,71.73712333179488,1
284014,"Shri Kamala Bhavani Blood Centre, Karmala",Solapur,Karmala,B-,5,50,0,,,,0
284014,"Shri Kamala Bhavani Blood Centre, Karmala",Solapur,Karmala,O+,5,50,1,28.249714441325462,16.180300328985005,71.73712333179488,1
284014,"Shri Kamala Bhavani Blood Centre, Karmala",Solapur,Karmala,O-,5,50,0,,,,0
284014,"Shri Kamala Bhavani Blood Centre, Karmala",Solapur,Karmala,AB+,5,50,1,28.249714441325462,16.180300328985005,71.73712333179488,1
284014,"Shri Kamala Bhavani Blood Centre, Karmala",Solapur,Karmala,AB-,5,50,0,,,,0
284254,Blood Center District Hospital Aurangabad,Aurangabad,Aurangabad,A+,5,50,5,7.66112008293305,2.1951492742862566,93.10280168765335,1
284254,Blood Center District Hospital Aurangabad,Aurangabad,Aurangabad,A-,5,50,2,7.66112008293305,2.1951492742862566,93.10280168765335,1
284254,Blood Center District Hospital Aurangabad,Aurangabad,Aurangabad,B+,5,50,5,7.66112008293305,2.1951492742862566,93.10280168765335,1
284254,Blood Center District Hospital Aurangabad,Aurangabad,Aurangabad,B-,5,50,4,7.66112008293305,2.1951492742862566,93.10280168765335,1
284254,Blood Center District Hospital Aurangabad,Aurangabad,Aurangabad,O+,5,50,5,7.66112008293305,2.1951492742862566,93.10280168765335,1
284254,Blood Center District Hospital Aurangabad,Aurangabad,Aurangabad,O-,5,50,2,7.66112008293305,2.1951492742862566,93.10280168765335,1
284254,Blood Center District Hospital Aurangabad,Aurangabad,Aurangabad,AB+,5,50,5,7.66112008293305,2.1951492742862566,93.10280168765335,1
284254,Blood Center District Hospital Aurangabad,Aurangabad,Aurangabad,AB-,5,50,1,7.66112008293305,2.1951492742862566,93.10280168765335,1
18216,Rotary Club New Panvel Charitable  Trust S Late Dr. B.V. Limaye Blood Centre,Raigarh,PANVEL,A+,5,50,5,2.8022828006140648,29.63864199015627,87.38464906295405,1
18216,Rotary Club New Panvel Charitable  Trust S Late Dr. B.V. Limaye Blood Centre,Raigarh,PANVEL,A-,5,50,5,25.915650763532422,12.5169595297442,74.88654355376359,1
18216,Rotary Club New Panvel Charitable  Trust S Late Dr. B.V. Limaye Blood Centre,Raigarh,PANVEL,B+,5,50,5,10.238869393261036,23.24896340443372,83.67176729383937,1
18216,Rotary Club New Panvel Charitable  Trust S Late Dr. B.V. Limaye Blood Centre,Raigarh,PANVEL,B-,5,50,5,25.41010233395792,5.77049848694194,77.65224366240398,1
18216,Rotary Club New Panvel Charitable  Trust S Late Dr. B.V. Limaye Blood Centre,Raigarh,PANVEL,O+,5,50,5,2.8022828006140648,29.63864199015627,87.38464906295405,1
18216,Rotary Club New Panvel Charitable  Trust S Late Dr. B.V. Limaye Blood Centre,Raigarh,PANVEL,O-,5,50,5,9.62105264766697,27.286466518944444,82.75289460023586,1
18216,Rotary Club New Panvel Charitable  Trust S Late Dr. B.V. Limaye Blood Centre,Raigarh,PANVEL,AB+,5,50,5,18.46132593964856,18.180501794756307,78.86776362011645,1
18216,Rotary Club New Panvel Charitable  Trust S Late Dr. B.V. Limaye Blood Centre,Raigarh,PANVEL,AB-,5,50,1,29.99354949710251,13.62867945878348,71.23512259174377,1
283286,Raigad Hospital Blood Centre Of Saraswati Education Society,Raigarh,karjat,A+,5,50,0,,,,0
283286,Raigad Hospital Blood Centre Of Saraswati Education Society,Raigarh,karjat,A-,5,50,0,,,,0
283286,Raigad Hospital Blood Centre Of Saraswati Education Society,Raigarh,karjat,B+,5,50,0,,,,0
283286,Raigad Hospital Blood Centre Of Saraswati Education Society,Raigarh,karjat,B-,5,50,0,,,,0
283286,Raigad Hospital Blood Centre Of Saraswati Education Society,Raigarh,karjat,O+,5,50,0,,,,0
283286,Raigad Hospital Blood Centre Of Saraswati Education Society,Raigarh,karjat,O-,5,50,0,,,,0
283286,Raigad Hospital Blood Centre Of Saraswati Education Society,Raigarh,karjat,AB+,5,50,0,,,,0
283286,Raigad Hospital Blood Centre Of Saraswati Education Society,Raigarh,karjat,AB-,5,50,0,,,,0
18223,Dattaji Bhale Blood Centre,Aurangabad,Aurangabad,A+,5,50,5,2.028955950609911,2.1951492742862566,97.60853299351189,1
18223,Dattaji Bhale Blood Centre,Aurangabad,Aurangabad,A-,5,50,1,2.028955950609911,2.1951492742862566,97.60853299351189,1
18223,Dattaji Bhale Blood Centre,Aurangabad,Aurangabad,B+,5,50,5,2.028955950609911,2.1951492742862566,97.60853299351189,1
18223,Dattaji Bhale Blood Centre,Aurangabad,Aurangabad,B-,5,50,3,2.028955950609911,2.1951492742862566,97.60853299351189,1
18223,Dattaji Bhale Blood Centre,Aurangabad,Aurangabad,O+,5,50,5,2.028955950609911,2.1951492742862566,97.60853299351189,1
18223,Dattaji Bhale Blood Centre,Aurangabad,Aurangabad,O-,5,50,2,2.028955950609911,2.1951492742862566,97.60853299351189,1
18223,Dattaji Bhale Blood Centre,Aurangabad,Aurangabad,AB+,5,50,5,2.028955950609911,2.1951492742862566,97.60853299351189,1
18223,Dattaji Bhale Blood Centre,Aurangabad,Aurangabad,AB-,5,50,1,2.028955950609911,2.1951492742862566,97.60853299351189,1
18102,"Krishna Hospital And Medical Research Centre, Blood Centre",Satara,Satara,A+,5,50,5,1.041844650803471,21.176990719447748,91.75457752755052,1
18102,"Krishna Hospital And Medical Research Centre, Blood Centre",Satara,Satara,A-,5,50,0,,,,0
18102,"Krishna Hospital And Medical Research Centre, Blood Centre",Satara,Satara,B+,5,50,5,1.041844650803471,21.176990719447748,91.75457752755052,1
18102,"Krishna Hospital And Medical Research Centre, Blood Centre",Satara,Satara,B-,5,50,0,,,,0
18102,"Krishna Hospital And Medical Research Centre, Blood Centre",Satara,Satara,O+,5,50,5,1.041844650803471,21.176990719447748,91.75457752755052,1
18102,"Krishna Hospital And Medical Research Centre, Blood Centre",Satara,Satara,O-,5,50,0,,,,0
18102,"Krishna Hospital And Medical Research Centre, Blood Centre",Satara,Satara,AB+,5,50,5,1.041844650803471,21.176990719447748,91.75457752755052,1
18102,"Krishna Hospital And Medical Research Centre, Blood Centre",Satara,Satara,AB-,5,50,0,,,,0
18103,Mauli Blood Centre satara,Satara,Satara,A+,5,50,4,1.7601780388098742,29.21610840209264,88.36621962821968,1
18103,Mauli Blood Centre satara,Satara,Satara,A-,5,50,1,47.41694145264288,8.269882495811878,59.17198796435153,1
18103,Mauli Blood Centre satara,Satara,Satara,B+,5,50,4,1.7601780388098742,29.21610840209264,88.36621962821968,1
18103,Mauli Blood Centre satara,Satara,Satara,B-,5,50,1,47.41694145264288,8.269882495811878,59.17198796435153,1
18103,Mauli Blood Centre satara,Satara,Satara,O+,5,50,4,1.7601780388098742,29.21610840209264,88.36621962821968,1
18103,Mauli Blood Centre satara,Satara,Satara,O-,5,50,1,47.41694145264288,8.269882495811878,59.17198796435153,1
18103,Mauli Blood Centre satara,Satara,Satara,AB+,5,50,4,1.7601780388098742,29.21610840209264,88.36621962821968,1
18103,Mauli Blood Centre satara,Satara,Satara,AB-,5,50,0,,,,0
18104,Phaltan Medical FoundationS Blood Centre,Satara,Phaltan,A+,5,50,2,24.37842404822379,37.42671560297006,67.39791030038144,1
18104,Phaltan Medical FoundationS Blood Centre,Satara,Phaltan,A-,5,50,0,,,,0
18104,Phaltan Medical FoundationS Blood Centre,Satara,Phaltan,B+,5,50,3,23.77837202287592,37.98655353529625,67.68200864434557,1
18104,Phaltan Medical FoundationS Blood Centre,Satara,Phaltan,B-,5,50,0,,,,0
18104,Phaltan Medical FoundationS Blood Centre,Satara,Phaltan,O+,5,50,1,41.38637402695892,17.04771992743128,60.92419880383192,1
18104,Phaltan Medical FoundationS Blood Centre,Satara,Phaltan,O-,5,50,0,,,,0
18104,Phaltan Medical FoundationS Blood Centre,Satara,Phaltan,AB+,5,50,1,41.38637402695892,17.04771992743128,60.92419880383192,1
18104,Phaltan Medical FoundationS Blood Centre,Satara,Phaltan,AB-,5,50,0,,,,0
18225,Adarsh Blood Centre,Aurangabad,Aurangabad,A+,5,50,5,2.1448121103980027,2.1951492742862566,97.5158480656814,1
18225,Adarsh Blood Centre,Aurangabad,Aurangabad,A-,5,50,1,2.1448121103980027,2.1951492742862566,97.5158480656814,1
18225,Adarsh Blood Centre,Aurangabad,Aurangabad,B+,5,50,5,2.1448121103980027,2.1951492742862566,97.5158480656814,1
18225,Adarsh Blood Centre,Aurangabad,Aurangabad,B-,5,50,4,2.1448121103980027,2.1951492742862566,97.5158480656814,1
18225,Adarsh Blood Centre,Aurangabad,Aurangabad,O+,5,50,5,2.1448121103980027,2.1951492742862566,97.5158480656814,1
18225,Adarsh Blood Centre,Aurangabad,Aurangabad,O-,5,50,2,2.1448121103980027,2.1951492742862566,97.5158480656814,1
18225,Adarsh Blood Centre,Aurangabad,Aurangabad,AB+,5,50,5,2.1448121103980027,2.1951492742862566,97.5158480656814,1
18225,Adarsh Blood Centre,Aurangabad,Aurangabad,AB-,5,50,1,2.1448121103980027,2.1951492742862566,97.5158480656814,1
18105,Yashwantrao Chavan Blood Centre,Satara,Karad,A+,5,50,5,0.7286095512249754,8.269882495811878,96.52265348548586,1
18105,Yashwantrao Chavan Blood Centre,Satara,Karad,A-,5,50,1,0.7286095512249754,8.269882495811878,96.52265348548586,1
18105,Yashwantrao Chavan Blood Centre,Satara,Karad,B+,5,50,5,0.7286095512249754,8.269882495811878,96.52265348548586,1
18105,Yashwantrao Chavan Blood Centre,Satara,Karad,B-,5,50,1,0.7286095512249754,8.269882495811878,96.52265348548586,1
18105,Yashwantrao Chavan Blood Centre,Satara,Karad,O+,5,50,5,0.7286095512249754,8.269882495811878,96.52265348548586,1
18105,Yashwantrao Chavan Blood Centre,Satara,Karad,O-,5,50,1,0.7286095512249754,8.269882495811878,96.52265348548586,1
18105,Yashwantrao Chavan Blood Centre,Satara,Karad,AB+,5,50,5,0.7286095512249754,8.269882495811878,96.52265348548586,1
18105,Yashwantrao Chavan Blood Centre,Satara,Karad,AB-,5,50,0,,,,0
18226,Lions Blood Centre,Aurangabad,Aurangabad,A+,5,50,5,1.493944130204312,2.1951492742862566,98.03654244983636,1
18226,Lions Blood Centre,Aurangabad,Aurangabad,A-,5,50,1,1.493944130204312,2.1951492742862566,98.03654244983636,1
18226,Lions Blood Centre,Aurangabad,Aurangabad,B+,5,50,5,1.493944130204312,2.1951492742862566,98.03654244983636,1
18226,Lions Blood Centre,Aurangabad,Aurangabad,B-,5,50,4,1.493944130204312,2.1951492742862566,98.03654244983636,1
18226,Lions Blood Centre,Aurangabad,Aurangabad,O+,5,50,5,1.493944130204312,2.1951492742862566,98.03654244983636,1
18226,Lions Blood Centre,Aurangabad,Aurangabad,O-,5,50,2,1.493944130204312,2.1951492742862566,98.03654244983636,1
18226,Lions Blood Centre,Aurangabad,Aurangabad,AB+,5,50,5,1.493944130204312,2.1951492742862566,98.03654244983636,1
18226,Lions Blood Centre,Aurangabad,Aurangabad,AB-,5,50,1,1.493944130204312,2.1951492742862566,98.03654244983636,1
18220,"Mauli Blood Centre, Latur",Latur,Latur,A+,5,50,5,2.144048175766633,3.4618205199060497,97.07312427741957,1
18220,"Mauli Blood Centre, Latur",Latur,Latur,A-,5,50,4,2.144048175766633,3.4618205199060497,97.07312427741957,1
18220,"Mauli Blood Centre, Latur",Latur,Latur,B+,5,50,5,2.144048175766633,3.4618205199060497,97.07312427741957,1
18220,"Mauli Blood Centre, Latur",Latur,Latur,B-,5,50,2,2.144048175766633,3.4618205199060497,97.07312427741957,1
18220,"Mauli Blood Centre, Latur",Latur,Latur,O+,5,50,5,2.144048175766633,3.4618205199060497,97.07312427741957,1
18220,"Mauli Blood Centre, Latur",Latur,Latur,O-,5,50,4,2.144048175766633,3.4618205199060497,97.07312427741957,1
18220,"Mauli Blood Centre, Latur",Latur,Latur,AB+,5,50,5,2.144048175766633,3.4618205199060497,97.07312427741957,1
18220,"Mauli Blood Centre, Latur",Latur,Latur,AB-,5,50,2,2.144048175766633,3.4618205199060497,97.07312427741957,1
18221,Shri Sai Seva Medical Foundation Sanchalit Nirnay Janseva Blood Centre,Dhule,Dhule,A+,5,50,5,1.917857205407486,12.01951311507396,94.25888464539813,1
18221,Shri Sai Seva Medical Foundation Sanchalit Nirnay Janseva Blood Centre,Dhule,Dhule,A-,5,50,2,1.917857205407486,12.01951311507396,94.25888464539813,1
18221,Shri Sai Seva Medical Foundation Sanchalit Nirnay Janseva Blood Centre,Dhule,Dhule,B+,5,50,4,1.917857205407486,12.01951311507396,94.25888464539813,1
18221,Shri Sai Seva Medical Foundation Sanchalit Nirnay Janseva Blood Centre,Dhule,Dhule,B-,5,50,2,1.917857205407486,12.01951311507396,94.25888464539813,1
18221,Shri Sai Seva Medical Foundation Sanchalit Nirnay Janseva Blood Centre,Dhule,Dhule,O+,5,50,5,1.917857205407486,12.01951311507396,94.25888464539813,1
18221,Shri Sai Seva Medical Foundation Sanchalit Nirnay Janseva Blood Centre,Dhule,Dhule,O-,5,50,1,1.917857205407486,12.01951311507396,94.25888464539813,1
18221,Shri Sai Seva Medical Foundation Sanchalit Nirnay Janseva Blood Centre,Dhule,Dhule,AB+,5,50,4,1.917857205407486,12.01951311507396,94.25888464539813,1
18221,Shri Sai Seva Medical Foundation Sanchalit Nirnay Janseva Blood Centre,Dhule,Dhule,AB-,5,50,0,,,,0
18227,Jankalyan Blood Centre,Jalna,Jalna,A+,5,50,4,1.0902488282580638,18.2105491531538,92.75410873378972,1
18227,Jankalyan Blood Centre,Jalna,Jalna,A-,5,50,0,,,,0
18227,Jankalyan Blood Centre,Jalna,Jalna,B+,5,50,4,1.0902488282580638,18.2105491531538,92.75410873378972,1
18227,Jankalyan Blood Centre,Jalna,Jalna,B-,5,50,1,49.90249615148385,16.05268606476883,54.45956295614382,1
18227,Jankalyan Blood Centre,Jalna,Jalna,O+,5,50,4,1.0902488282580638,18.2105491531538,92.75410873378972,1
18227,Jankalyan Blood Centre,Jalna,Jalna,O-,5,50,2,1.0902488282580638,18.2105491531538,92.75410873378972,1
18227,Jankalyan Blood Centre,Jalna,Jalna,AB+,5,50,3,1.0902488282580638,18.2105491531538,92.75410873378972,1
18227,Jankalyan Blood Centre,Jalna,Jalna,AB-,5,50,0,,,,0
18228,"Civil Surgeon, General Hospital, Blood Centre",Jalna,Jalna,A+,5,50,4,0.6501038289349652,9.933542885309024,96.00317692699386,1
18228,"Civil Surgeon, General Hospital, Blood Centre",Jalna,Jalna,A-,5,50,1,0.6501038289349652,9.933542885309024,96.00317692699386,1
18228,"Civil Surgeon, General Hospital, Blood Centre",Jalna,Jalna,B+,5,50,4,0.6501038289349652,9.933542885309024,96.00317692699386,1
18228,"Civil Surgeon, General Hospital, Blood Centre",Jalna,Jalna,B-,5,50,2,0.6501038289349652,9.933542885309024,96.00317692699386,1
18228,"Civil Surgeon, General Hospital, Blood Centre",Jalna,Jalna,O+,5,50,4,0.6501038289349652,9.933542885309024,96.00317692699386,1
18228,"Civil Surgeon, General Hospital, Blood Centre",Jalna,Jalna,O-,5,50,2,1.0969649282816814,18.2105491531538,92.74873585377082,1
18228,"Civil Surgeon, General Hospital, Blood Centre",Jalna,Jalna,AB+,5,50,4,0.6501038289349652,9.933542885309024,96.00317692699386,1
18228,"Civil Surgeon, General Hospital, Blood Centre",Jalna,Jalna,AB-,5,50,0,,,,0
18107,Dr. Hegdewar Rakta Pedhi,Solapur,Solapur,A+,5,50,5,0.9149861479167452,14.26880624276587,94.27392889669856,1
18107,Dr. Hegdewar Rakta Pedhi,Solapur,Solapur,A-,5,50,1,1.2289212932584794,27.372696145019965,89.43641931463623,1
18107,Dr. Hegdewar Rakta Pedhi,Solapur,Solapur,B+,5,50,5,0.9149861479167452,14.26880624276587,94.27392889669856,1
18107,Dr. Hegdewar Rakta Pedhi,Solapur,Solapur,B-,5,50,1,0.9149861479167452,14.26880624276587,94.27392889669856,1
18107,Dr. Hegdewar Rakta Pedhi,Solapur,Solapur,O+,5,50,5,0.9149861479167452,14.26880624276587,94.27392889669856,1
18107,Dr. Hegdewar Rakta Pedhi,Solapur,Solapur,O-,5,50,1,0.753865221665142,19.36491497467997,92.6191875815299,1
18107,Dr. Hegdewar Rakta Pedhi,Solapur,Solapur,AB+,5,50,5,0.9149861479167452,14.26880624276587,94.27392889669856,1
18107,Dr. Hegdewar Rakta Pedhi,Solapur,Solapur,AB-,5,50,0,,,,0
18108,"Ima, Sahakar Maharshi Shankarrao Mohite Patil Blood Centre",Solapur,Solapur,A+,5,50,3,28.324125802266128,7.430048902747736,74.74018224222539,1
18108,"Ima, Sahakar Maharshi Shankarrao Mohite Patil Blood Centre",Solapur,Solapur,A-,5,50,1,28.324125802266128,7.430048902747736,74.74018224222539,1
18108,"Ima, Sahakar Maharshi Shankarrao Mohite Patil Blood Centre",Solapur,Solapur,B+,5,50,3,28.324125802266128,7.430048902747736,74.74018224222539,1
18108,"Ima, Sahakar Maharshi Shankarrao Mohite Patil Blood Centre",Solapur,Solapur,B-,5,50,2,28.324125802266128,7.430048902747736,74.74018224222539,1
18108,"Ima, Sahakar Maharshi Shankarrao Mohite Patil Blood Centre",Solapur,Solapur,O+,5,50,3,28.324125802266128,7.430048902747736,74.74018224222539,1
18108,"Ima, Sahakar Maharshi Shankarrao Mohite Patil Blood Centre",Solapur,Solapur,O-,5,50,3,28.324125802266128,7.430048902747736,74.74018224222539,1
18108,"Ima, Sahakar Maharshi Shankarrao Mohite Patil Blood Centre",Solapur,Solapur,AB+,5,50,3,28.324125802266128,7.430048902747736,74.74018224222539,1
18108,"Ima, Sahakar Maharshi Shankarrao Mohite Patil Blood Centre",Solapur,Solapur,AB-,5,50,0,,,,0
18229,Kalpataru Bahuuddeshiya Sansthas Lokmanya Blood Centre Gondia,Gondiya,Gondia,A+,5,50,0,,,,0
18229,Kalpataru Bahuuddeshiya Sansthas Lokmanya Blood Centre Gondia,Gondiya,Gondia,A-,5,50,0,,,,0
18229,Kalpataru Bahuuddeshiya Sansthas Lokmanya Blood Centre Gondia,Gondiya,Gondia,B+,5,50,0,,,,0
18229,Kalpataru Bahuuddeshiya Sansthas Lokmanya Blood Centre Gondia,Gondiya,Gondia,B-,5,50,0,,,,0
