hospital_code,blood_bank_name,district,city,area,observations,stockout_frequency,low_stock_frequency,stockout_score,low_stock_score,shortage_severity_score,stock_volatility,volatility_score,stockout_episodes,recovered_episodes,unresolved_stockout_episodes,recovery_rate,mean_recovery_snapshots,median_recovery_snapshots,recovery_weakness_score,recovery_score,BBRI,risk_class
18111,"Indian Red Cross Society Blood Centre, Shriman Rambhai Shah Blood Centre",Solapur,Solapur,Somwarpe,208,0.009615384615384616,0.30288461538461536,0.9615384615384616,30.288461538461537,13.942307692307693,0.41551213536432235,28.758683236297376,1.0,1.0,0.0,100.0,2.0,2.0,0.0,0.0,14.233663642868356,Low Risk
18112,"Smbt Institute Of Medical Science And Research Centre, Blood Centre And  Component",Nashik,Nashik,Igatpuri,208,0.0,0.33653846153846156,0.0,33.65384615384615,14.583333333333332,0.27759473899952514,20.86494160751148,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,11.816091646948271,Low Risk
18113,M/S Jeevan Jyot Charitable TrustS Solapur Blood Centre,Solapur,Solapur,Siddheshwar Peth,208,0.5048076923076923,0.15384615384615385,50.480769230769226,15.384615384615385,60.096153846153854,0.4582568718477532,23.635031478235007,5.0,1.0,4.0,20.0,1.0,1.0,80.0,80.0,54.577061774796285,High Risk
18114,Akshay Blood Centre,Solapur,Solapur,Lashkar,208,0.04326923076923077,0.3701923076923077,4.326923076923077,37.019230769230774,25.48076923076923,0.707962885795262,40.63790758225684,2.0,2.0,0.0,100.0,4.5,4.5,0.0,0.0,22.039558937675356,Low Risk
18115,"Athar Blood Centre, Solapur",Solapur,Solapur,Athar Blood,112,0.11607142857142858,0.4732142857142857,11.607142857142858,47.32142857142857,42.857142857142854,0.8412937587790704,37.189290102430974,4.0,3.0,1.0,75.0,11.333333333333334,5.0,25.0,25.0,35.015477653191276,Moderate Risk
18115,"Athar Blood Centre, Solapur ",Solapur,Solapur,Athar Blood,96,0.23958333333333334,0.4270833333333333,23.958333333333336,42.70833333333333,51.21527777777778,0.8412937587790704,37.189290102430974,4.0,3.0,1.0,75.0,11.333333333333334,5.0,25.0,25.0,37.80152262673625,Moderate Risk
18116,Rajashri Chatrapati Shahu Maharaj Govt. Medical College And Chatrapati  Pramilaraje  General  Hospita,Kolhapur,Karveer,Somwar Peth,208,0.2932692307692308,0.25961538461538464,29.326923076923077,25.961538461538463,46.875,1.326398748870332,52.587590232745406,13.0,13.0,0.0,100.0,4.6923076923076925,2.0,0.0,0.0,33.15419674424847,Moderate Risk
18117,Leelavati Blood Centre,Buldana,Buldhana,John Lay Out,208,1.0,0.0,100.0,0.0,100.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,100.0,100.0,66.66666666666667,High Risk
18118,Annasaheb Galatge Lions Blood Centre  Run By Gadhinglaj Lions Welfare  Association,Kolhapur,Gadhinglaj,Doctors Colony,208,0.02403846153846154,0.4326923076923077,2.403846153846154,43.269230769230774,26.442307692307693,0.27510090296551415,20.637448141982212,1.0,1.0,0.0,100.0,5.0,5.0,0.0,0.0,15.693251944763302,Low Risk
18120,"Late Balasaheb Datye, Lions Blood Centre, Ichalkaranji",Kolhapur,Ichalkaranji,Hatkananga,208,0.47115384615384615,0.23557692307692307,47.11538461538461,23.557692307692307,60.09615384615385,0.7206095732578388,34.12880813437744,9.0,5.0,4.0,55.55555555555556,8.2,4.0,44.44444444444444,44.44444444444444,46.2231354749919,Moderate Risk
18121,"Mahatma Gandhi Hospital Blood Centre, New Pargaon",Kolhapur,Hatkanangale,New Pargaon,208,0.09134615384615384,0.4230769230769231,9.134615384615383,42.30769230769231,35.33653846153847,0.7299825606546226,41.00333437445285,6.0,6.0,0.0,100.0,3.1666666666666665,2.0,0.0,0.0,25.446624278663773,Moderate Risk
18122,Dr. D.Y Patil Hospital Blood Centre,Kolhapur,Kolhapur,Kadamwadi,208,0.1201923076923077,0.3701923076923077,12.01923076923077,37.019230769230774,30.048076923076923,0.7475369643569094,35.6530316102817,3.0,2.0,1.0,66.66666666666666,1.0,1.0,33.33333333333334,33.33333333333334,33.01148062223066,Moderate Risk
18123,Rajarshi Shahu Indian Red Cross Blood Centre,Kolhapur,Kolhapur,K.E.Assembly,208,0.08653846153846154,0.28846153846153844,8.653846153846153,28.846153846153843,23.237179487179485,0.556688306212607,31.85435082897511,3.0,3.0,0.0,100.0,6.0,5.0,0.0,0.0,18.3638434387182,Low Risk
18124,Acharya Shree Tulsi Blood Centre,Kolhapur,jaysingpur,Udagaon,208,0.21153846153846154,0.2980769230769231,21.153846153846153,29.807692307692307,44.230769230769226,0.7214928201323848,38.27777946985431,4.0,3.0,1.0,75.0,8.333333333333334,12.0,25.0,25.0,35.836182900207845,Moderate Risk
18125,"Arpan Blood Centre, Blood Component And Apheresis Centre Kolhapur",Kolhapur,KOLHAPUR,reliance mall,208,0.08653846153846154,0.375,8.653846153846153,37.5,33.012820512820504,0.6778034598999296,39.02837957310377,9.0,9.0,0.0,100.0,2.0,2.0,0.0,0.0,24.013733361974758,Low Risk
18126,"Sai Seva Medical Foundation, Vaibhavlaxmi Blood Centre",Kolhapur,Kolhapur,Deccan,208,0.12980769230769232,0.3798076923076923,12.980769230769232,37.980769230769226,35.41666666666667,0.7702650543871923,42.04628291643989,9.0,9.0,0.0,100.0,3.0,2.0,0.0,0.0,25.820983194368853,Moderate Risk
18129,Chattrapati Shahu Maharaj Aadhar Blood Centre,Pune,Pune,Patil Plaza,208,0.3125,0.1875,31.25,18.75,44.95192307692308,0.9792685985575812,45.21948558138945,24.0,20.0,4.0,83.33333333333334,1.55,1.0,16.666666666666657,16.666666666666657,35.61269177499306,Moderate Risk
18130,"Shri Basaveshwar Manav  Vikas, Grameen Sevabhavi Sanstha, Adarsh Blood Centre",Sangli,Sangli,Ganesh Nagar,208,0.21634615384615385,0.2980769230769231,21.634615384615387,29.807692307692307,38.86217948717948,0.8486400954217531,40.477155317303755,5.0,5.0,0.0,100.0,9.0,11.0,0.0,0.0,26.446444934827742,Moderate Risk
18131,"Azad Panchi Groups, M/S Siddheshwar Blood Centre, Solapur",Solapur,Solapur,Siddheshwar Peth,208,0.11538461538461539,0.38461538461538464,11.538461538461538,38.46153846153847,33.81410256410257,0.9252464030003529,47.14347699003501,7.0,7.0,0.0,100.0,3.4285714285714284,3.0,0.0,0.0,26.985859851379193,Moderate Risk
18132,Jeevandhara Blood Centre,Kolhapur,KOLHAPUR,Rajarampuri,208,0.8076923076923077,0.038461538461538464,80.76923076923077,3.8461538461538463,83.17307692307693,2.4703045622564264,53.797223468267134,12.0,5.0,7.0,41.66666666666667,6.0,5.0,58.33333333333333,58.33333333333333,65.10121124155914,High Risk
18133,M/S Nanded Blood Centre,Nanded,Nanded,Shivaji Nagar,16,0.5,0.375,50.0,37.5,65.625,0.13023504273504274,9.84375,4.0,0.0,4.0,0.0,0.0,0.0,100.0,100.0,58.489583333333336,High Risk
18134,"Azad Panchi Groups, Miraj Serological Institute Blood Centre",Sangli,Sangli,Ganesh Nagar,208,0.07692307692307693,0.3942307692307692,7.6923076923076925,39.42307692307692,32.93269230769231,0.6804082338741464,38.46715165148808,4.0,4.0,0.0,100.0,4.0,4.5,0.0,0.0,23.799947986393462,Low Risk
18135,"M/S. Shri Hazur Saheb Blood Centre, Components Laboratory And Apheresis  Centre",Parbhani,Parbhani,Shivaji Nagar,208,0.052884615384615384,0.42788461538461536,5.288461538461538,42.78846153846153,30.208333333333336,0.5416373652176093,34.1392771111452,3.0,2.0,1.0,66.66666666666666,2.0,2.0,33.33333333333334,33.33333333333334,32.56031459260396,Moderate Risk
18136,M/S. Global Hospital-Super Speciality Andtransplant Centre,Mumbai,Mumbai,Parel,208,0.1346153846153846,0.4375,13.461538461538462,43.75,33.97435897435897,0.8856881776756927,29.722732446220192,4.0,3.0,1.0,75.0,8.333333333333334,2.0,25.0,25.0,29.565697140193056,Moderate Risk
18137,"Padmashri Dr. Vitthalrao Vikhe Patil Foundation Ahmednagar Medical College  Hospital, Blood Bank",Ahmadnagar,Ahmednagar,Vadgaon,208,0.1875,0.3173076923076923,18.75,31.73076923076923,38.541666666666664,0.7749648070368009,41.93478825711622,6.0,4.0,2.0,66.66666666666666,3.5,3.5,33.33333333333334,33.33333333333334,37.93659608570541,Moderate Risk
18138,Jankalyan Blood Centre,Ahmadnagar,Ahmednagar,Nalegaon,208,0.07211538461538461,0.47115384615384615,7.211538461538461,47.11538461538461,34.13461538461539,0.6906802669522585,40.61141276934489,10.0,10.0,0.0,100.0,1.5,1.0,0.0,0.0,24.91534271798676,Low Risk
18139,Pravara Medical Trusts Blood Centre,Ahmadnagar,Rahata,Loni,208,0.1778846153846154,0.33653846153846156,17.78846153846154,33.65384615384615,35.016025641025635,0.6960518774688117,34.49854017038082,4.0,2.0,2.0,50.0,3.5,3.5,50.0,50.0,39.83818860380215,Moderate Risk
18140,Shri Sainath Blood Centre,Ahmadnagar,Shirdi,Rahata,208,0.9903846153846154,0.004807692307692308,99.03846153846155,0.4807692307692308,99.27884615384616,0.48814060474416576,9.95164487898831,10.0,2.0,8.0,20.0,3.0,3.0,80.0,80.0,63.07683034427816,High Risk
18141,Ahmednagar Municipal Council Blood Centre,Ahmadnagar,Ahmednagar,Asha Theatre,208,1.0,0.0,100.0,0.0,100.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,100.0,100.0,66.66666666666667,High Risk
18142,"Civil Surgeon, General Hospital, Blood Centre",Ahmadnagar,Ahmednagar,Savedi,208,0.09134615384615384,0.27403846153846156,9.134615384615383,27.403846153846157,23.958333333333332,0.4405920268534119,27.789433615185896,7.0,6.0,1.0,85.71428571428571,2.1666666666666665,1.0,14.285714285714292,14.285714285714292,22.011160411411172,Low Risk
18143,Dr. JondhaleS Nityaseva Blood Centre,Ahmadnagar,Shrirampur,Shrirampur,208,0.02403846153846154,0.6201923076923077,2.403846153846154,62.019230769230774,40.86538461538461,0.644471971917862,37.50780620159986,3.0,3.0,0.0,100.0,1.6666666666666667,1.0,0.0,0.0,26.124396938994824,Moderate Risk
18144,Ashtavinayak Blood Bank,Ahmadnagar,Ahmednagar,Akashwani Kendra,208,0.5096153846153846,0.019230769230769232,50.96153846153846,1.9230769230769231,51.84294871794872,0.2852377754979767,17.753089367329714,6.0,0.0,6.0,0.0,0.0,0.0,100.0,100.0,56.53201269509282,High Risk
18145,"Rotary Blood Centre, Rahuri Charitable Trust",Ahmadnagar,Rahuri,Nagar Manmad,208,0.0,0.5,0.0,50.0,33.01282051282052,0.3423893905497106,24.542125938960062,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,19.184982150593527,Low Risk
18146,Sanjeevani Blood Centre,Ahmadnagar,Kopargaon,Vivekanand Nagar,208,0.12980769230769232,0.4807692307692308,12.980769230769232,48.07692307692308,43.830128205128204,0.6791520713128342,39.44638284534113,6.0,6.0,0.0,100.0,4.5,2.5,0.0,0.0,27.75883701682311,Moderate Risk
18147,Anandrushiji Blood Centre,Ahmadnagar,Ahmednagar,Burudgaon,208,0.04807692307692308,0.27403846153846156,4.807692307692308,27.403846153846157,20.11217948717949,0.446139048490175,29.33431970216319,4.0,3.0,1.0,75.0,1.3333333333333333,1.0,25.0,25.0,24.815499729780893,Low Risk
18149,Laksh Foundation New Arpan Voluntary Blood Centre Ahmednagar,Ahmadnagar,Ahmednagar,Bus Stand,208,0.5048076923076923,0.004807692307692308,50.480769230769226,0.4807692307692308,50.641025641025635,0.2152382196082452,14.689318740428819,5.0,1.0,4.0,20.0,1.0,1.0,80.0,80.0,48.44344812715148,Moderate Risk
18150,Shri Bhausaheb Hire Govt. Medical College And Hospital Blood Centre Dhule,Dhule,Dhule,Surat By,208,0.2548076923076923,0.3942307692307692,25.48076923076923,39.42307692307692,44.230769230769226,0.9091377802318078,41.97786570990936,12.0,10.0,2.0,83.33333333333334,4.5,2.0,16.666666666666657,16.666666666666657,34.29176720244842,Moderate Risk
18152,Jawahar Medical Foundation Blood Centre,Dhule,Dhule,Morane,208,0.2403846153846154,0.5721153846153846,24.03846153846154,57.21153846153846,61.21794871794871,0.8601448237439657,44.35928070051448,9.0,7.0,2.0,77.77777777777779,3.7142857142857144,2.0,22.222222222222214,22.222222222222214,42.5998172135618,Moderate Risk
18153,Jeevan Jyoti Blood Centre,Dhule,Dhule,Green Park,208,0.1346153846153846,0.33653846153846156,13.461538461538462,33.65384615384615,31.41025641025641,0.760513924851609,41.97346356605784,12.0,11.0,1.0,91.66666666666666,2.3636363636363638,1.0,8.333333333333343,8.333333333333343,27.239017769882526,Moderate Risk
18154,Shree Navjeevan Blood Centre Dhule,Dhule,Dhule,Behi,208,0.004807692307692308,0.3269230769230769,0.4807692307692308,32.69230769230769,16.746794871794872,0.47459160585992327,30.703475217764545,1.0,1.0,0.0,100.0,1.0,1.0,0.0,0.0,15.816756696519805,Low Risk
18155,Dhanwantri Blood Centre,Jalgaon,Bhusawal,Jalgaon,208,0.4951923076923077,0.3076923076923077,49.519230769230774,30.76923076923077,69.47115384615384,0.8300358826017857,38.321932900838824,15.0,11.0,4.0,73.33333333333333,2.1818181818181817,1.0,26.66666666666667,26.66666666666667,44.81991780455311,Moderate Risk
18156,Keshavsmruti Pratishthan Sanchalit Madhavrao Golwalkar Swayamsevi Raktpedhi,Jalgaon,Jalgaon,Dr. Anil Achyarya Bhavan,208,0.057692307692307696,0.4230769230769231,5.769230769230769,42.30769230769231,34.93589743589743,0.5650624591394465,35.32468024893601,3.0,3.0,0.0,100.0,4.0,4.0,0.0,0.0,23.420192561611145,Low Risk
18157,Civil Hospital Blood Centre,Jalgaon,Jalgaon,Zilha Peth,208,0.10576923076923077,0.3942307692307692,10.576923076923077,39.42307692307692,34.61538461538461,0.5956364825339228,35.327376150003374,8.0,7.0,1.0,87.5,2.4285714285714284,1.0,12.5,12.5,27.48092025512933,Moderate Risk
18158,Indian Red Cross Society Sanchalit Askaran Tarachand Jain Blood Centre,Jalgaon,Chopda,Jalgaon,208,1.0,0.0,100.0,0.0,100.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,100.0,100.0,66.66666666666667,High Risk
18159,Jeevanshri Raktapedi,Jalgaon,Jalgaon,Amalner,208,1.0,0.0,100.0,0.0,100.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,100.0,100.0,66.66666666666667,High Risk
18160,Jeevan Surabhi Blood Centre,Jalgaon,Chalisgaon,Jalgaon,208,1.0,0.0,100.0,0.0,100.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,100.0,100.0,66.66666666666667,High Risk
18161,Indian Red Cross Society Blood Centre Jalgaon,Jalgaon,Jalgaon,Opp.B.J.Market,208,0.13942307692307693,0.22596153846153846,13.942307692307693,22.596153846153847,28.685897435897434,0.6391417271928974,36.05132437638487,10.0,9.0,1.0,90.0,3.0,2.0,10.0,10.0,24.912407270760767,Low Risk
18162,Godavari FoundationS Dr.Ulhas Patil Medical College And Hospital Blood Centre,Jalgaon,Jalgaon,Jalgaon Khurd,208,0.07211538461538461,0.5,7.211538461538461,50.0,38.70192307692308,0.4982532156398465,30.169799565489146,2.0,2.0,0.0,100.0,7.5,7.5,0.0,0.0,22.957240880804076,Low Risk
18164,"Civil Surgeon, District General Hospital Blood Centre,  Nandurbar",Nandurbar,Nandurbar,Nandurbar,208,0.2403846153846154,0.47596153846153844,24.03846153846154,47.59615384615385,48.958333333333336,1.0222035810908003,48.05396125179832,16.0,15.0,1.0,93.75,1.8666666666666667,1.0,6.25,6.25,34.42076486171055,Moderate Risk
18165,"Ansar Blood Centre, Malegaon",Nashik,Malegaon,Islampura,208,1.0,0.0,100.0,0.0,100.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,100.0,100.0,66.66666666666667,High Risk
18166,Ashirwad Medical Foundations Gsk Blood Centre And Components,Nagpur,Nagpur,Besides Gurudwara,208,0.1971153846153846,0.44711538461538464,19.71153846153846,44.71153846153847,52.80448717948717,0.8571974345726627,45.048573611365256,10.0,10.0,0.0,100.0,4.1,2.0,0.0,0.0,32.617686930284144,Moderate Risk
18167,Seva Blood Centre,Nashik,MALEGAON,Soygaon,208,0.375,0.1346153846153846,37.5,13.461538461538462,45.3525641025641,1.3690885868112028,46.19400805406511,4.0,4.0,0.0,100.0,19.5,21.5,0.0,0.0,30.515524052209738,Moderate Risk
18168,Arpan Blood Centre And Blood Component Laboratory And Research Centre Nashik,Nashik,Nashik,Opp.Ga,208,0.125,0.39903846153846156,12.5,39.90384615384615,38.86217948717948,0.8526020822797058,45.72454327945478,12.0,11.0,1.0,91.66666666666666,2.1818181818181817,2.0,8.333333333333343,8.333333333333343,30.973352033322538,Moderate Risk
18169,Civil Hospital Blood Centre Nashik,Nashik,Nashik,Trimbak Naka,208,0.038461538461538464,0.5961538461538461,3.8461538461538463,59.61538461538461,39.743589743589745,0.5707465616907739,35.2360584556806,5.0,5.0,0.0,100.0,1.6,1.0,0.0,0.0,24.993216066423447,Low Risk
18170,"Medical Superitendant, J.D.C. Bytco Hospital Blood Centre",Nashik,Nashik,Nashik Road,208,0.7980769230769231,0.17307692307692307,79.8076923076923,17.307692307692307,93.10897435897438,1.6153691398257843,56.74741928623489,8.0,7.0,1.0,87.5,20.0,20.0,12.5,12.5,54.11879788173642,High Risk
18171,"Jankalyan Blood Centre, Nashik",Nashik,Nashik,Gangapur,208,0.019230769230769232,0.3076923076923077,1.9230769230769231,30.76923076923077,16.746794871794872,0.7335763744751905,41.27342208794241,4.0,4.0,0.0,100.0,1.0,1.0,0.0,0.0,19.340072319912426,Low Risk
18172,Sainik Aspatal Military Hospital Blood Centre,Nashik,Deolali,Devlali Nashik,200,1.0,0.0,100.0,0.0,100.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,100.0,100.0,66.66666666666667,High Risk
18173,DevaS Health And Devlopment Foundation Samta Blood Centre,Nashik,Nashik,Govind Nagar,208,0.5913461538461539,0.2548076923076923,59.13461538461539,25.48076923076923,74.91987179487178,0.7941592373729927,32.86940548113127,18.0,14.0,4.0,77.77777777777779,3.142857142857143,1.0,22.222222222222214,22.222222222222214,43.33716649940842,Moderate Risk
18175,Ndmvps Medical College And Hospital Blood Centre,Nashik,Nashik,Adgaon,208,0.09615384615384616,0.15865384615384615,9.615384615384617,15.865384615384615,18.589743589743588,0.6169252498653242,29.361229359572853,4.0,3.0,1.0,75.0,1.3333333333333333,1.0,25.0,25.0,24.31699098310548,Low Risk
18176,"Late. Dr. G.M. Bhavsar Charitable TrustS,Malegaon Blood Centre",Nashik,Malegaon,Satana Naka,208,0.12980769230769232,0.3125,12.980769230769232,31.25,26.842948717948715,0.8664251816193276,37.06081161293527,5.0,4.0,1.0,80.0,3.5,1.0,20.0,20.0,27.96792011029466,Moderate Risk
18177,"Shri Sai Seva Medical Foundation Sanchalit, Sanjeevani Blood Centre",Nashik,Nashik,Vadala Shivar,208,0.3125,0.2932692307692308,31.25,29.326923076923077,44.39102564102564,0.7255330850557422,38.195241979905695,14.0,10.0,4.0,71.42857142857143,3.6,1.0,28.57142857142857,28.57142857142857,37.0525653974533,Moderate Risk
18178,"Medical Superintendent, Regional Referal Hospital Blood Bank,(Superspeciality  Hospital) Nashik",Nashik,Nashik,Shalimar Chowk,208,1.0,0.0,100.0,0.0,100.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,100.0,100.0,66.66666666666667,High Risk
18179,"Nashik Blood Bank And Transfusion Research Institute Blood Bank(Jijau Mahila  Sewabhavi Sanstha, Nash",Nashik,Nashik,Tidke Colony,208,0.11538461538461539,0.5144230769230769,11.538461538461538,51.442307692307686,41.666666666666664,0.6848796013115335,39.053730532293535,7.0,6.0,1.0,85.71428571428571,3.3333333333333335,2.0,14.285714285714292,14.285714285714292,31.66870382822483,Moderate Risk
18181,"Shree Swami  Samartha Vaidyakiya  Shaikshanik And Sanshodhan Sanstha, Late    Shri Mukeshbai Patel Blo",Dhule,Shirpur,Dhule,8,0.0,0.5,0.0,50.0,27.083333333333336,0.46534062241119767,30.690082895338097,1.0,0.0,1.0,0.0,0.0,0.0,100.0,100.0,52.59113874289048,High Risk
18181,"Shree Swami  Samartha Vaidyakiya  Shaikshanik And Sanshodhan Sanstha, Late   Shri Mukeshbai Patel Blo",Dhule,Shirpur,Dhule,200,0.01,0.415,1.0,41.5,27.500000000000004,0.46534062241119767,30.690082895338097,1.0,0.0,1.0,0.0,0.0,0.0,100.0,100.0,52.730027631779365,High Risk
18183,"Mahatma Gandhi Blood Centre,  Operated By Task",Thane,Thane,Naupada,208,0.34134615384615385,0.39903846153846156,34.13461538461539,39.90384615384615,57.692307692307686,1.5969869324252721,59.269337964959675,18.0,15.0,3.0,83.33333333333334,2.6666666666666665,1.0,16.666666666666657,16.666666666666657,44.54277077464467,Moderate Risk
18184,"Vitthal  Sayanna General  Hospital (Civil Hospital) Blood Centre, Thane",Thane,Thane,Tembhi Naka,208,0.2548076923076923,0.3557692307692308,25.48076923076923,35.57692307692308,47.83653846153847,0.8508817734182125,43.543886391980465,15.0,13.0,2.0,86.66666666666667,2.3076923076923075,3.0,13.333333333333329,13.333333333333329,34.90458606228409,Moderate Risk
18185,Navjeevan Blood Centre Mangaed By Spvf,Thane,Thane,Naupada,208,0.3317307692307692,0.3173076923076923,33.17307692307692,31.73076923076923,55.20833333333333,0.7424092979862944,38.070274510954455,9.0,7.0,2.0,77.77777777777779,5.0,4.0,22.222222222222214,22.222222222222214,38.50027668883667,Moderate Risk
18186,Lokamanya Tssia  Blood Centre,Thane,Thane,Petrol P,208,0.2980769230769231,0.2932692307692308,29.807692307692307,29.326923076923077,48.31730769230769,1.5079894859916927,57.036879134923545,22.0,21.0,1.0,95.45454545454545,2.7142857142857144,2.0,4.545454545454547,4.545454545454547,36.63321379089526,Moderate Risk
18187,Chhatrapati Shivaji Maharaj Hospital Blood Centre Csm,Thane,Thane,Belapur,208,0.27884615384615385,0.35096153846153844,27.884615384615387,35.09615384615385,52.644230769230774,0.8108865930567011,41.8319478212288,16.0,15.0,1.0,93.75,3.6666666666666665,1.0,6.25,6.25,33.57539286348652,Moderate Risk
18188,M/S Balasaheb Thackerey Blood Centre,Mumbai,Mumbai,Traumaca,208,0.1346153846153846,0.3173076923076923,13.461538461538462,31.73076923076923,34.61538461538461,0.7987771334574243,42.35653337765409,12.0,10.0,2.0,83.33333333333334,1.4,1.0,16.666666666666657,16.666666666666657,31.21286155323512,Moderate Risk
18189,Jupiter Hospital Blood Centre,Thane,Thane,Eastern Express,208,0.009615384615384616,0.3894230769230769,0.9615384615384616,38.94230769230769,24.839743589743595,0.4711628905853574,31.295370936399852,2.0,2.0,0.0,100.0,1.0,1.0,0.0,0.0,18.711704842047816,Low Risk
18190,Kai Wamanrao Oka Rakta Kendra,Thane,Thane,Naupada,208,0.19230769230769232,0.3701923076923077,19.230769230769234,37.019230769230774,43.269230769230774,0.728415706665803,40.648775145386544,13.0,12.0,1.0,92.3076923076923,3.25,2.5,7.692307692307693,7.692307692307693,30.536771202308334,Moderate Risk
18191,Blood Line Charitable Blood Centre,Thane,Thane,Thane West,16,0.375,0.1875,37.5,18.75,42.708333333333336,0.18278729658680154,12.587435511146593,3.0,0.0,3.0,0.0,0.0,0.0,100.0,100.0,51.765256281493315,High Risk
18193,Chidanand Charitable Trust Blood Centre,Thane,Dombivli,Dombivili West,208,0.3942307692307692,0.125,39.42307692307692,12.5,46.31410256410257,1.3489124301859128,49.918695694331866,19.0,19.0,0.0,100.0,4.315789473684211,2.0,0.0,0.0,32.07759941947814,Moderate Risk
18194,Plasma  Blood Centre,Thane,Thane,V.P.Ro,208,0.0,0.5,0.0,50.0,25.721153846153843,0.058362395961815396,4.692451656451265,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,10.13786850086837,Low Risk
18195,Kalyan Dombivali Muncipal Corporation Sponsered Nandakishore Educaation Society   Arpan Blood Bank,Thane,Thane,Kalyan (West),8,0.5,0.375,50.0,37.5,64.58333333333334,1.3167962071904173,52.19740375550926,9.0,8.0,1.0,88.88888888888889,8.875,5.5,11.111111111111114,11.111111111111114,42.630616066651235,Moderate Risk
18195,Kalyan Dombivali Muncipal Corporation Sponsered Nandakishore Educaation Society  Arpan Blood Bank,Thane,Thane,Kalyan (West),200,0.345,0.375,34.5,37.5,58.83333333333333,1.3167962071904173,52.19740375550926,9.0,8.0,1.0,88.88888888888889,8.875,5.5,11.111111111111114,11.111111111111114,40.713949399984564,Moderate Risk
18196,Ishwar Seva Trusts Dombivali Blood Center,Thane,Dombivli,Dombivli,208,0.7115384615384616,0.16346153846153846,71.15384615384616,16.346153846153847,82.45192307692307,2.1123973369842806,66.64403387977191,13.0,8.0,5.0,61.53846153846154,7.5,6.0,38.46153846153846,38.46153846153846,62.51916513941114,High Risk
18199,"Navi Mumbai Muncipal Corporation, Blood Centre",Thane,Thane,Vashi,208,0.30288461538461536,0.3557692307692308,30.288461538461537,35.57692307692308,47.51602564102564,0.7004833018852631,36.19506235327582,5.0,4.0,1.0,80.0,9.25,10.0,20.0,20.0,34.57036266476715,Moderate Risk
18201,"Dr. D.Y. Patil Hospital And Research Centre, Blood Centre",Thane,Thane,Nerul,208,0.36538461538461536,0.39903846153846156,36.53846153846153,39.90384615384615,61.85897435897437,1.1054114900597622,51.51398549472358,27.0,22.0,5.0,81.48148148148148,2.8636363636363638,2.0,18.51851851851852,18.51851851851852,43.96382612407215,Moderate Risk
18203,"Jai Matadi Bahuuddeshiya Sevabhavi Sasthas Guru Gobindsinghji Blood Centre,  Blood Comp And Aphs Nand",Nanded,Nanded,Naroji,208,0.014423076923076924,0.22115384615384615,1.4423076923076923,22.115384615384613,14.823717948717949,0.36349728564314654,25.718033300336472,3.0,3.0,0.0,100.0,1.0,1.0,0.0,0.0,13.513917083018141,Low Risk
18204,Bhiwandi Blood Centre,Thane,Bhiwandi,Hera Complex Teen Batti,208,0.27884615384615385,0.3557692307692308,27.884615384615387,35.57692307692308,52.88461538461539,0.7274854355641118,33.67153172015722,7.0,6.0,1.0,85.71428571428571,5.333333333333333,1.5,14.285714285714292,14.285714285714292,33.613953796828966,Moderate Risk
18205,Mira Bhayandar Muncipal Corporation Rajeev Gandhi Blood Centre,Thane,Mira Road,Mira Road,208,0.2403846153846154,0.5384615384615384,24.03846153846154,53.84615384615385,60.496794871794876,0.9992895164186233,49.20445886938254,22.0,21.0,1.0,95.45454545454545,2.142857142857143,2.0,4.545454545454547,4.545454545454547,38.08223609554399,Moderate Risk
18206,Tarapure Automic Power Station Hospital Blood Centre,Palghar,Boisar,Palghar,208,1.0,0.0,100.0,0.0,100.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,100.0,100.0,66.66666666666667,High Risk
18207,Sarla Blood Centre,Palghar,Vasai,Palghar,208,0.42788461538461536,0.17307692307692307,42.78846153846153,17.307692307692307,51.92307692307693,1.1416227795313614,41.67021833976399,11.0,7.0,4.0,63.63636363636363,7.714285714285714,1.0,36.36363636363637,36.36363636363637,43.318977208825764,Moderate Risk
18208,M/S. Shri Hazur Saheb Blood Centre,Nanded,NANDED,Opp. Bank Of I,208,0.14423076923076922,0.3557692307692308,14.423076923076922,35.57692307692308,35.657051282051285,0.7157804115578486,38.24947962420219,4.0,4.0,0.0,100.0,7.5,6.5,0.0,0.0,24.635510302084487,Low Risk
18209,Vijayee Blood Centre Vasai (W),Palghar,Vasai,Palghar,208,0.3317307692307692,0.27884615384615385,33.17307692307692,27.884615384615387,48.55769230769231,1.4662077517033392,49.061481602343605,9.0,8.0,1.0,88.88888888888889,6.0,4.5,11.111111111111114,11.111111111111114,36.243428340382344,Moderate Risk
