hospital_code,blood_bank_name,district,city,area,observations,stockout_frequency,low_stock_frequency,stock_volatility,stockout_score,low_stock_score,volatility_score,BBRI,risk_class,recovery_rate,recovery_score
18267,Sau. Kantadevi Dale Blood Centre,Washim,Washim,Washim,15,0.5583333333333333,0.4083333333333334,3.715687513533161,55.833333333333336,50.000000000000014,0.7321640483728518,43.24393844799065,Moderate Risk,0.3358974358974359,66.41025641025641
18173,DevaS Health And Devlopment Foundation Samta Blood Centre,Nashik,Nashik,Govind Nagar,15,0.6583333333333333,0.225,2.622996270405152,65.83333333333333,27.551020408163268,0.5168528196227683,42.438369822098025,Moderate Risk,0.2414772727272727,75.85227272727273
285275,"Pushplata D.Y.Patil Hospital & Research Centre Blood Centre, Maval, Pune",Pune,Pune,Pushplata D.Y.Patil Hospi,15,0.4333333333333333,0.5249999999999999,1.380256965725022,43.333333333333336,64.28571428571428,0.271975112045719,42.313664773682426,Moderate Risk,0.3863636363636363,61.36363636363637
18243,"Indian Red Cross Society Blood Centre, Nanded",Nanded,Nanded,Vazirabad,15,0.6416666666666667,0.2583333333333333,2.2007331866872684,64.16666666666667,31.632653061224485,0.4336472627164742,41.69555235371252,Moderate Risk,0.2945075757575757,70.54924242424244
18132,Jeevandhara Blood Centre,Kolhapur,KOLHAPUR,Rajarampuri,15,0.7166666666666667,0.0666666666666666,11.58793998255145,71.66666666666667,8.16326530612245,2.2833656003163205,41.68217054712251,Moderate Risk,0.1538461538461538,84.61538461538461
18229,Kalpataru Bahuuddeshiya Sansthas Lokmanya Blood Centre Gondia,Gondiya,Gondia,Hanuman Ma,3,0.5,0.2083333333333333,16.817876981432146,50.0,25.51020408163265,3.313907547638037,41.58102790731768,Moderate Risk,0.125,87.5
284509,Sankalp Blood Centre,Satara,Satara,Satara,15,0.55,0.2249999999999999,6.567466121979941,55.00000000000001,27.55102040816326,1.2940976779955675,41.250105279115466,Moderate Risk,0.1884469696969697,81.15530303030303
284360,"Criticare Asia Hospital Blood Centre, Pvt. Ltd., Kurla (W), Mumbai",Mumbai,Mumbai,Kurla,15,0.5916666666666667,0.3,1.1128930360211002,59.16666666666666,36.734693877551024,0.2192919258391481,41.10748683546292,Moderate Risk,0.3169070512820512,68.30929487179486
280142,"Maharashtra Bloodbank, Component And Apheresis Center",Palghar,PALGHAR,Navli Railway Phatak,15,0.5,0.45,3.035060421510247,50.0,55.102040816326536,0.5980487102792328,41.08848392011298,Moderate Risk,0.4134615384615385,58.65384615384615
280766,Smt.Devakabai Kalyanji Cheddha Blood Centre,Palghar,Palgarh,Palghar,15,0.6833333333333332,0.1999999999999999,2.71565391739445,68.33333333333333,24.489795918367346,0.5351107053263696,40.91261193730871,Moderate Risk,0.297077922077922,70.29220779220779
280143,Triumph Foundations Triumph Blood Center,Thane,Thane,Thane West,15,0.5083333333333333,0.3333333333333333,2.8630417967341004,50.83333333333333,40.81632653061225,0.5641530039656857,40.73811230788691,Moderate Risk,0.2926136363636363,70.73863636363636
18269,"Shri. Brahman Swrankar Samaj Trust, Blood Centre",Buldana,Buldana,Khamgaon,15,0.5,0.5,0.0,50.0,61.224489795918366,0.0,40.30612244897959,Moderate Risk,0.5,50.0
18105,Yashwantrao Chavan Blood Centre,Satara,Karad,Karad,15,0.5166666666666666,0.2333333333333333,6.727011972041333,51.66666666666666,28.57142857142857,1.3255356649243877,39.91851553461271,Moderate Risk,0.2188956876456876,78.11043123543124
284921,M/S. AsplS Csmss Medical College And Hospital Blood Centre,Aurangabad,Aurangabad,M/S. Aspls Csmss Medical College And Hospital Blood Centre,15,0.5249999999999999,0.3083333333333333,1.3374009935853204,52.49999999999999,37.75510204081633,0.2635304831730069,39.504658130997335,Moderate Risk,0.325,67.5
18015,"P.D. Hinduja Hospital And Medical Research, Blood Centre",Mumbai,Mumbai,Mahim,15,0.6833333333333333,0.075,2.7407226142965984,68.33333333333333,9.183673469387758,0.5400504099017569,39.09759763648904,Moderate Risk,0.2166666666666666,78.33333333333333
284762,"Maya Blood Centre, Badlapur (W), Tal. Ambernath, Dist.Thane",Thane,Badlapur (W),Badlapur,15,0.625,0.25,0.0,62.5,30.612244897959183,0.0,38.9030612244898,Moderate Risk,0.375,62.5
18007,Saifee Hospital Trust Blood Centre,Mumbai,Mumbai,Charni Road,15,0.4416666666666666,0.5166666666666667,1.0939215901760502,44.16666666666666,63.26530612244898,0.2155536646040987,38.34259499726832,Moderate Risk,0.5427714646464646,45.722853535353536
18006,St. GeorgeS Hospital And Regional  Blood Centre,Mumbai,Mumbai,Fort,15,0.4083333333333333,0.3416666666666667,4.4998261722020265,40.833333333333336,41.83673469387755,0.8866760014705273,38.31974156272591,Moderate Risk,0.3027777777777778,69.72222222222221
18085,"Indian Red Cross Society, (Late Manikbai Chandulal Saraf ) Blood Centre, Pune",Pune,Baramati,Baramati,15,0.6583333333333333,0.1333333333333333,1.991460683123443,65.83333333333333,16.3265306122449,0.3924108016673809,37.98655353529625,Moderate Risk,0.306060606060606,69.39393939393939
18250,"Kanthak Sevabhavi Sanstha, New Life Blood  Centre, Parbhani",Parbhani,Parbhani,Station Road,15,0.375,0.625,0.0,37.5,76.53061224489797,0.0,37.88265306122449,Moderate Risk,0.625,37.5
18286,Jeevan Jyoti Blood Centre And Component,Nagpur,Nagpur,Laxmi Nagar,15,0.2916666666666666,0.6,3.781309499777505,29.166666666666664,73.46938775510205,0.745094645721508,37.85917615576144,Moderate Risk,0.5194444444444445,48.05555555555555
284843,"Government Medical College And General Hospital Blood Centre, Baramati, District  Pune",Pune,Baramati,Midc Area,15,0.4083333333333334,0.4,2.6335745848136667,40.833333333333336,48.9795918367347,0.5189372418122259,37.42671560297006,Moderate Risk,0.40625,59.375
27152,Bai Gangabai Ladies Hospital Blood Centre Gondiya,Gondiya,Gondia,Civil Lines,15,0.5083333333333333,0.3916666666666667,0.992424897097473,50.83333333333333,47.9591836734694,0.195554073833828,37.24701777015914,Moderate Risk,0.5,50.0
18083,Smt Kashibai Navale General Hospital Blood Centre,Pune,Pune,Ambegaon,15,0.3833333333333333,0.6,0.607805920121404,38.333333333333336,73.46938775510205,0.1197661648026801,37.115237197924905,Moderate Risk,0.6346153846153846,36.53846153846154
280149,Advanced Centre For Treatment Reasearch And Education In Cancer,Raigarh,Panvel,Kharghar,15,0.5333333333333333,0.2666666666666666,8.634758315951272,53.333333333333336,32.6530612244898,1.701450830378503,36.7061875375266,Moderate Risk,0.4086309523809523,59.13690476190476
27123,Civil Hospital Washim,Washim,Washim,Near Akola Naka,15,0.525,0.2166666666666666,3.5624218852254077,52.5,26.53061224489796,0.7019635585605343,36.35942600214668,Moderate Risk,0.3429487179487179,65.7051282051282
18155,Dhanwantri Blood Centre,Jalgaon,Bhusawal,Jalgaon,15,0.3833333333333333,0.4916666666666667,1.2023528849016298,38.333333333333336,60.204081632653065,0.2369196959044813,35.631083665472715,Moderate Risk,0.5625,43.75
280128,M/S Navi Mumbai Blood Centre,Raigarh,Kharghar,Kharghar,15,0.2583333333333333,0.5916666666666666,1.5999116460394258,25.83333333333333,72.44897959183673,0.3152573470015093,35.06605923470956,Moderate Risk,0.5833333333333333,41.66666666666667
18236,"Indian Red Cross Society, Dr. Bhalchandra Blood Centre",Latur,Latur,Ircs,15,0.3166666666666666,0.4999999999999999,3.344383127116446,31.666666666666664,61.22448979591836,0.6589997357800099,35.01584130289351,Moderate Risk,0.5348679098679099,46.51320901320901
18284,"Nkp Salve Inst.Of Med.Sci. And Res.Center.Lata Mangeshkar Hosp, Blood Centre",Nagpur,Nagpur,Hingna,15,0.3833333333333333,0.5166666666666667,3.702252759262701,38.33333333333333,63.26530612244898,0.7295167740690444,34.95703905746284,Moderate Risk,0.625,37.5
280140,"M.M.Patel Public Charitable Trust,  Ashwini Rural Medical College And Hospital Blood Centre",Solapur,Solapur,South Solapur,15,0.3416666666666667,0.5083333333333333,1.840841839478532,34.166666666666664,62.24489795918368,0.3627318520994622,34.67968523059856,Moderate Risk,0.5805555555555556,41.94444444444444
284961,"Wagholi Blood Centre, Wagholi,Pune",Pune,Pune,Wagholi,15,0.4083333333333333,0.2166666666666666,5.303798307822242,40.833333333333336,26.53061224489796,1.045096076207905,34.28611822246761,Moderate Risk,0.3126456876456876,68.73543123543125
18277,"Civil Surgeon, District General Hospital Blood Centre",Buldana,Buldana,Prabadhan School,15,0.2083333333333333,0.6916666666666667,1.714718726884327,20.83333333333333,84.6938775510204,0.3378797060634917,33.91418931427097,Moderate Risk,0.7020833333333334,29.79166666666666
284014,"Shri Kamala Bhavani Blood Centre, Karmala",Solapur,Karmala,Swatantra Saini,15,0.0999999999999999,0.2333333333333333,10.077835190689928,10.0,28.57142857142857,1.9858043996368688,33.57680824276636,Moderate Risk,0.0625,93.75
18152,Jawahar Medical Foundation Blood Centre,Dhule,Dhule,Morane,15,0.2249999999999999,0.5583333333333333,2.6921613552033024,22.5,68.36734693877551,0.5304815729308507,32.894099985069445,Moderate Risk,0.5982142857142857,40.17857142857143
18024,Smt. Kapoorben Vasanji Lathiya Blood Centre,Mumbai,Mumbai,Vile Parle,15,0.625,0.05,0.5867250962167891,62.5,6.122448979591837,0.1156122575333463,32.809515309281295,Moderate Risk,0.375,62.5
27146,"Govt. Medical College Blood Centre, Nagpur",Nagpur,Nagpur,Hospital Building,15,0.4083333333333334,0.2416666666666666,12.039167396143958,40.83333333333334,29.59183673469388,2.3722784835093846,32.54231085583287,Moderate Risk,0.4262820512820512,57.37179487179487
18230,Jeevandhara Buldana Urban Blood Centre Run And Managed By Shree Charitable Trust,Buldana,Buldana,Dsd City Mall,15,0.35,0.4833333333333334,1.7652979369329715,35.0,59.18367346938776,0.3478461736573997,32.48704657742796,Moderate Risk,0.6458333333333334,35.416666666666664
18091,Smt. Anila Kantilal Kothari Blood Centre And Dept. Of Hemato Oncology,Sangli,Sangli,Shri Siddhivinayak Ganapati Cance,15,0.4166666666666667,0.3083333333333333,3.214300452849302,41.66666666666667,37.755102040816325,0.6333673710917221,32.4380264438861,Moderate Risk,0.503030303030303,49.696969696969695
18228,"Civil Surgeon, General Hospital, Blood Centre",Jalna,Jalna,Samarth Nagar,15,0.3166666666666666,0.4666666666666666,3.341499654439801,31.666666666666664,57.14285714285714,0.6584315569381091,32.17601661939325,Moderate Risk,0.6076388888888888,39.23611111111112
18195,Kalyan Dombivali Muncipal Corporation Sponsered Nandakishore Educaation Society Arpan Blood Bank,Thane,Thane,Kalyan (West),15,0.3833333333333333,0.35,3.4502739915407736,38.33333333333333,42.85714285714285,0.6798651836144257,32.02407572813804,Moderate Risk,0.5377403846153845,46.22596153846155
27164,HINDU HRUDAYSAMRAT BALASAHEB  THACKERAY  HOSPITAL BLOOD CENTRE,Nashik,Nashik,Deolali,14,0.2946428571428571,0.5,0.9171640547700952,29.464285714285715,61.224489795918366,0.1807241714801806,31.701749920421065,Moderate Risk,0.640625,35.9375
18001,"Jaslok Hospital And Research Centre, Blood Centre",Mumbai,Mumbai,Dr.G.Deshmukh,14,0.5357142857142857,0.2053571428571428,3.1221071499707937,53.57142857142857,25.145772594752184,0.6152009828735137,31.608668719081752,Moderate Risk,0.5289772727272727,47.102272727272734
18204,Bhiwandi Blood Centre,Thane,Bhiwandi,Hera Complex Teen Batti,15,0.275,0.3833333333333333,3.075952610259012,27.500000000000004,46.93877551020408,0.6061063820700054,31.261220473068523,Moderate Risk,0.5,50.0
18056,Manas Serological Institute Blood Centre,Mumbai,Mumbai,Cts No,15,0.4416666666666667,0.2583333333333333,2.959139983750021,44.16666666666667,31.632653061224485,0.5830888368070122,31.114832910405312,Moderate Risk,0.5192307692307692,48.07692307692308
284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi, Dist. Thane",Thane,Bhiwandi,Kalyan,15,0.4166666666666666,0.2333333333333333,4.47684508642458,41.66666666666666,28.57142857142857,0.8821476538262392,31.08134277426242,Moderate Risk,0.4679487179487179,53.20512820512821
285062,Gadchiroli Blood Centre,Gadchiroli,Navegaon,Navegaon,15,0.475,0.2083333333333333,7.087523750500039,47.5,25.51020408163265,1.3965733294860765,30.841277686113017,Moderate Risk,0.5104166666666666,48.958333333333336
27131,Dr.Shankarrao Chavan Government Medical College And Hospital Blood Centre Nanded,Nanded,Nanded,Vishnupuri,15,0.4333333333333333,0.1833333333333333,11.474524953903744,43.33333333333333,22.44897959183674,2.261017540578093,30.81291594977037,Moderate Risk,0.4479166666666667,55.20833333333333
18251,"Blood Center Government Medical College And Hospital, Osmanabad",Osmanabad,Osmanabad,Marwadi Galli Osmanabad,15,0.35,0.3416666666666667,3.35222564903743,35.0,41.83673469387755,0.660545079024889,30.733446927352595,Moderate Risk,0.5456349206349207,45.43650793650793
18071,Kem Hospital Blood Centre,Pune,Pune,Rastha Peth,15,0.4083333333333333,0.2666666666666666,6.194271566229556,40.833333333333336,32.6530612244898,1.22056091372954,30.70798886788817,Moderate Risk,0.51875,48.12499999999999
18057,Suburban Hi-Tech Blood Centre,Mumbai,Mumbai,Malad,15,0.2916666666666667,0.3916666666666666,7.16206695005279,29.166666666666668,47.95918367346939,1.411261822682672,30.467611374038015,Moderate Risk,0.5666666666666665,43.33333333333334
18047,Fortis  Hospital Blood Centre,Mumbai,Mumbai,Goregaon,15,0.4916666666666667,0.1083333333333333,4.753680037101137,49.16666666666667,13.26530612244898,0.9366970736792868,30.465564901596167,Moderate Risk,0.4150641025641025,58.49358974358975
18201,"Dr. D.Y. Patil Hospital And Research Centre, Blood Centre",Thane,Thane,Nerul,15,0.2416666666666666,0.4416666666666666,7.071372056151927,24.166666666666664,54.08163265306123,1.3933906910432785,30.44613678840708,Moderate Risk,0.5785714285714285,42.142857142857146
283339,Ahmednagar Blood Centre,Ahmadnagar,Ahmednagar,Ahmednagar,15,0.375,0.375,0.0,37.5,45.91836734693878,0.0,30.22959183673469,Moderate Risk,0.625,37.5
18067,Indian Serological Institute Blood Centre,Pune,Pune,Navi Peth,15,0.375,0.375,0.0,37.5,45.91836734693878,0.0,30.22959183673469,Moderate Risk,0.625,37.5
27113,"Blood Bank Civil Hospital, Chandrapura",Chandrapur,Chandrapur,Near Chota Bazar,15,0.375,0.375,0.0,37.5,45.91836734693878,0.0,30.22959183673469,Moderate Risk,0.625,37.5
18215,"Shree Sai Medical TrustS,  Shree Sai Blood Centre, Old Panvel",Raigarh,Panvel,Panvel,15,0.1916666666666666,0.525,4.747708194059608,19.166666666666664,64.28571428571429,0.9355203415774592,29.63864199015627,Moderate Risk,0.6583333333333334,34.16666666666666
18150,Shri Bhausaheb Hire Govt. Medical College And Hospital Blood Centre Dhule,Dhule,Dhule,Surat By,15,0.2,0.4416666666666666,2.3902509102450344,20.0,54.08163265306123,0.4709911091010479,29.57565594054057,Moderate Risk,0.5625,43.75
18183,"Mahatma Gandhi Blood Centre,  Operated By Task",Thane,Thane,Naupada,15,0.275,0.4083333333333333,12.169654840462842,27.500000000000004,50.0,2.397990606809952,29.43472492442976,Moderate Risk,0.6215909090909091,37.84090909090909
284765,"Shree Sainath Blood Centre, Sinnar, Tal. Sinnar, Dist. Nashik",Nashik,Sinnar,Udyog B,15,0.1916666666666666,0.5750000000000001,4.5444349442724645,19.166666666666668,70.40816326530613,0.8954660138257313,29.388407319782964,Moderate Risk,0.7291666666666666,27.083333333333336
284763,"Balaji Blood Centre, Lonand, Khandala Taluk, Dist. Satara",Satara,Lonand,Sata,15,0.275,0.3083333333333333,9.576963860360229,27.500000000000004,37.755102040816325,1.887109345331997,29.21610840209264,Moderate Risk,0.5027777777777778,49.72222222222222
18113,M/S Jeevan Jyot Charitable TrustS Solapur Blood Centre,Solapur,Solapur,Siddheshwar Peth,15,0.5,0.125,7.12426205701242,50.0,15.306122448979592,1.4038124923942858,29.17748373534347,Moderate Risk,0.5,50.0
18190,Kai Wamanrao Oka Rakta Kendra,Thane,Thane,Naupada,15,0.2249999999999999,0.3833333333333333,5.5651245293545655,22.5,46.93877551020408,1.096589551804606,29.092174598835506,Moderate Risk,0.5416666666666666,45.833333333333336
280765,Sspm Medical College  Lifetime Hospital Blood Centre,Sindhudurg,Kudal,Sindhudurg,15,0.35,0.2666666666666666,3.810648612861137,35.0,32.6530612244898,0.7508758218114624,28.975984261575316,Moderate Risk,0.525,47.5
18019,Prince Aly Khan Hospital Blood Centre,Mumbai,Mumbai,Mazgaon,15,0.5,0.125,0.0,50.0,15.306122448979592,0.0,28.8265306122449,Moderate Risk,0.5,50.0
284499,"M/S.Uaims Advanced Blood Centre, Ushahkal Abhinav Institute Of Medical Sciences(Uaims), Sangli. (A U",Sangli,Sangli,Sangli,15,0.55,0.0333333333333333,4.303875666595246,55.00000000000001,4.081632653061225,0.8480645964631812,28.80453969699649,Moderate Risk,0.4471153846153846,55.28846153846154
285265,Shrinivasa Blood Centre,Nanded,Deglur,Deglur,15,0.2583333333333333,0.35,3.175583678372413,25.833333333333336,42.85714285714285,0.6257383575544715,28.787386970341,Moderate Risk,0.5416666666666666,45.833333333333336
27119,"Blood Bank Civil Hospital, Solapur",Solapur,Solapur,Rasta Peth,15,0.1333333333333333,0.5916666666666668,1.9844926627795048,13.333333333333334,72.44897959183675,0.3910377760925497,28.73083767531565,Moderate Risk,0.7125,28.75
18166,Ashirwad Medical Foundations Gsk Blood Centre And Components,Nagpur,Nagpur,Besides Gurudwara,15,0.2416666666666667,0.3666666666666666,6.293646074960443,24.16666666666667,44.89795918367347,1.2401423350284169,28.68730315745325,Moderate Risk,0.5555555555555557,44.44444444444443
27115,"Blood Bank Civil Hospital, Beed",Beed,Beed,Barshi,15,0.1166666666666666,0.7416666666666667,2.214762783123614,11.666666666666666,90.81632653061224,0.4364117487197939,28.570760327408767,Moderate Risk,0.8863636363636364,11.363636363636363
18068,"Sadhu Vaswani Mission Medical Complex, Inlaks And Budharani Hospital Blood Centre, Pune",Pune,Pune,Koregaon Park,15,0.25,0.3083333333333333,4.479396138107189,25.0,37.75510204081633,0.8826503302005965,28.409438092754232,Moderate Risk,0.5,50.0
18207,Sarla Blood Centre,Palghar,Vasai,Palghar,15,0.4333333333333333,0.1583333333333333,3.5098393528669924,43.333333333333336,19.387755102040817,0.6916023428702983,28.353172694561117,Moderate Risk,0.5,50.0
27163,"Matoshree Blood Centre, Blood Component and Apheresis Centre",Parbhani,Parbhani,Jintur,15,0.2,0.4999999999999999,4.441093941234408,20.0,61.22448979591836,0.8751030078216799,28.33739820093501,Moderate Risk,0.6875,31.25
18164,"Civil Surgeon, District General Hospital Blood Centre,  Nandurbar",Nandurbar,Nandurbar,Nandurbar,15,0.2583333333333333,0.3999999999999999,3.032050902710134,25.83333333333333,48.97959183673469,0.597455694461751,28.3019999780372,Moderate Risk,0.6220238095238095,37.79761904761904
283289,Mahatma Basaveshwar Blood Centre,Solapur,Solapur,Solapur,15,0.1583333333333333,0.4916666666666667,21.06343458849016,15.833333333333332,60.204081632653065,4.150480761575506,28.276140598557145,Moderate Risk,0.6708333333333333,32.91666666666667
18120,"Late Balasaheb Datye, Lions Blood Centre, Ichalkaranji",Kolhapur,Ichalkaranji,Hatkananga,15,0.4333333333333333,0.1666666666666666,3.563204882231657,43.333333333333336,20.40816326530613,0.7021178455547639,28.164475039619987,Moderate Risk,0.5178571428571428,48.21428571428572
284514,M/S . Ideal Foundations Ideal Blood Centre,Palghar,Wada,Palghar,15,0.2083333333333333,0.5166666666666666,2.241906995601617,20.833333333333336,63.26530612244897,0.4417604268380164,28.054742827797934,Moderate Risk,0.7232142857142857,27.67857142857143
27179,Shree Mangalmurti Blood Centre Component and Apheresis Centre,Hingoli,Hingoli,Hingoli,14,0.3660714285714286,0.25,5.288180948892648,36.60714285714286,30.612244897959183,1.042018726808329,27.96812939825537,Moderate Risk,0.5638888888888889,43.61111111111112
18023,Shushrusha Citizens Co-Op Hospital Blood Centre,Mumbai,Mumbai,Dadar West,15,0.2916666666666666,0.2333333333333333,59.37388598213764,29.166666666666664,28.57142857142857,11.699429666778958,27.796079944167268,Moderate Risk,0.5825320512820513,41.74679487179487
285065,"Majalgaon Blood Centre, Blood Component And Apheresis Centre, Majalgaon",Beed,Beed,Naik Complex,15,0.2666666666666666,0.3916666666666667,2.153382297659759,26.666666666666668,47.9591836734694,0.4243169252006939,27.746916816334192,Moderate Risk,0.640625,35.9375
18185,Navjeevan Blood Centre Mangaed By Spvf,Thane,Thane,Naupada,15,0.3083333333333333,0.2916666666666667,5.373433593470596,30.833333333333336,35.714285714285715,1.0588174810526894,27.555018223077028,Moderate Risk,0.5738636363636364,42.61363636363637
284350,Manipal Hospitals Pvt Ltd Blood Centre,Pune,Pune,Baner,15,0.0916666666666666,0.6166666666666666,2.447140103582262,9.166666666666666,75.51020408163265,0.4822009382243921,27.53976792163093,Moderate Risk,0.75,25.0
285312,"Navjeevan Blood Centre, Kankawali, Sindhudurga",Sindhudurg,Kankavli,Sindhudurg,15,0.3833333333333333,0.2,5.4226183002564,38.33333333333333,24.48979591836735,1.0685091663483894,27.52939998912765,Moderate Risk,0.5377403846153845,46.22596153846155
18205,Mira Bhayandar Muncipal Corporation Rajeev Gandhi Blood Centre,Thane,Mira Road,Mira Road,15,0.25,0.425,7.63644714535425,25.0,52.04081632653062,1.5047368856406866,27.448888303042825,Moderate Risk,0.6875,31.25
18109,"Indian Red Cross Society Blood Centre, Bai Gopabai Damani Blood Centre, Solapur",Solapur,Solapur,Red Cross R,15,0.2416666666666666,0.325,9.02425332761496,24.166666666666668,39.795918367346935,1.7781995460662632,27.372696145019965,Moderate Risk,0.5625,43.75
284140,Arpan Blood Centre Nanded,Nanded,Nanded,Nanded,15,0.5166666666666666,0.0499999999999999,7.106727672255745,51.66666666666666,6.122448979591836,1.4003573993375054,27.297368261399,Moderate Risk,0.5,50.0
280536,Apollo Hospital Charitable Trusts' Apollo Hospital Blood Centre,Raigarh,Navi Mumbai,Belapur,15,0.1583333333333333,0.475,4.986638470859569,15.833333333333332,58.16326530612245,0.9826007696553208,27.286466518944444,Moderate Risk,0.6583333333333333,34.166666666666664
18022,Sir H N Hospital And Research Centre Blood Centre,Mumbai,Mumbai,Girgoan,15,0.45,0.1166666666666666,3.4213520784981224,45.00000000000001,14.285714285714285,0.6741662154253975,26.98916884323364,Moderate Risk,0.5200320512820513,47.99679487179487
18050,Sevenhills Healthcare Private Limited Hospital Blood Centre,Mumbai,Mumbai,Mumabi,15,0.425,0.1333333333333333,5.21975714684324,42.50000000000001,16.3265306122449,1.0285360408367306,26.804044441048188,Moderate Risk,0.5263888888888889,47.36111111111111
284861,"Indian Red Cross Society Bel Air Blood Centre, Wai, Dist. Satara",Satara,Wai,Wai,15,0.1083333333333333,0.525,2.820660120428639,10.833333333333334,64.28571428571429,0.555801833532861,26.73121236314512,Moderate Risk,0.6875,31.25
18116,Rajashri Chatrapati Shahu Maharaj Govt. Medical College And Chatrapati Pramilaraje  General  Hospita,Kolhapur,Karveer,Somwar Peth,15,0.4,0.1583333333333333,11.77519845188997,40.0,19.387755102040817,2.3202642680604835,26.688052822323307,Moderate Risk,0.5495580808080808,45.04419191919192
18226,Lions Blood Centre,Aurangabad,Aurangabad,Guru Teg Bahadur,15,0.4666666666666667,0.1,7.556465076782146,46.66666666666666,12.244897959183676,1.4889766811267977,26.61856481392377,Moderate Risk,0.5392628205128205,46.07371794871795
18240,"Ankur Hospital Blood Centre, Chandrapur",Chandrapur,Chandrapur,Balaji Nagar,15,0.2,0.3916666666666666,1.832142467105489,20.0,47.95918367346938,0.3610176692808717,26.455050335687563,Moderate Risk,0.625,37.5
18167,Seva Blood Centre,Nashik,MALEGAON,Soygaon,15,0.375,0.1333333333333333,3.867219057156469,37.5,16.3265306122449,0.7620228424806298,26.147138363681385,Moderate Risk,0.5,50.0
18005,Breach Candy Hospital Trust Blood Centre,Mumbai,Mumbai,Breach Candy,15,0.1833333333333333,0.35,3.830714900916407,18.33333333333333,42.85714285714285,0.7548298181162788,26.03320150214812,Moderate Risk,0.578125,42.1875
283250,Ms.Sanjeevani Blood Centre,Latur,Latur,Latur,2,0.375,0.125,4.949747468305833,37.5,15.306122448979592,0.9753315184925412,25.945363491868036,Moderate Risk,0.5,50.0
27129,"Dean, Govt. Medical College Hospital Blood Centre Akola",Akola,Akola,Dist.Gen Hospital Comp. Z.P.Road,15,0.1333333333333333,0.5916666666666668,2.8637631119384714,13.333333333333334,72.44897959183675,0.5642951367629842,25.92692979326104,Moderate Risk,0.8263888888888888,17.361111111111114
283840,"Radhai Blood Centre, Components Laboratory And Apheresis Centre, Udgir, Dist. Latur",Latur,UDGIR,Milkat No,15,0.0166666666666666,0.0166666666666666,507.49384947141806,1.6666666666666667,2.0408163265306123,100.0,25.92687074829932,Moderate Risk,1.0,0.0
18225,Adarsh Blood Centre,Aurangabad,Aurangabad,Aurangabad,15,0.5,0.0,18.529342028071696,50.0,0.0,3.6511461266714846,25.91278653166787,Moderate Risk,0.5,50.0
18193,Chidanand Charitable Trust Blood Centre,Thane,Dombivli,Dombivili West,15,0.4666666666666667,0.075,8.329159036672081,46.66666666666666,9.183673469387756,1.641233493833934,25.911354945933628,Moderate Risk,0.5384615384615384,46.15384615384615
18058,Sion Blood Centre,Mumbai,Mumbai,Sion,15,0.5,0.0083333333333333,10.2726159229368,50.0,1.020408163265306,2.024185304636948,25.761148366975565,Moderate Risk,0.5,50.0
18055,"Meenatai Thackeray Blood Centre, Goregaon, Mumbai, Managed By Prabodhan Goregaon",Mumbai,Mumbai,Goregaon West,15,0.4583333333333333,0.0416666666666666,15.683474675552953,45.83333333333333,5.1020408163265305,3.0903772906584246,25.69393786007957,Moderate Risk,0.5125,48.75000000000001
18149,Laksh Foundation New Arpan Voluntary Blood Centre Ahmednagar,Ahmadnagar,Ahmednagar,Bus Stand,15,0.5,0.0,11.887464189181332,50.0,0.0,2.342385863703129,25.585596465925786,Moderate Risk,0.5,50.0
18108,"Ima, Sahakar Maharshi Shankarrao Mohite Patil Blood Centre",Solapur,Solapur,Ganeshnagar Akluj,15,0.1916666666666666,0.4333333333333333,4.493269676006079,19.166666666666664,53.06122448979592,0.8853840653805085,25.56998547212744,Moderate Risk,0.7083333333333334,29.166666666666664
18144,Ashtavinayak Blood Bank,Ahmadnagar,Ahmednagar,Akashwani Kendra,15,0.5,0.0,11.497925376908356,50.0,0.0,2.265628517248842,25.56640712931221,Moderate Risk,0.5,50.0
18209,Vijayee Blood Centre Vasai (W),Palghar,Vasai,Palghar,15,0.2916666666666666,0.2916666666666667,8.069631758576229,29.166666666666664,35.714285714285715,1.5900944941463195,25.49196043672339,Moderate Risk,0.6450320512820513,35.49679487179487
18018,N.M Wadia Hospital Blood Centre Parel Mumbai,Mumbai,Mumbai,Opp. Kem Hospital,15,0.5,0.0083333333333333,3.8742434173778486,50.0,1.020408163265306,0.7634069696436873,25.44595378322725,Moderate Risk,0.5,50.0
18090,"Islampur Medical Foundations, Rajaram Bapu Blood Centre , Islampur",Sangli,Islampur,Scan Peth,15,0.2916666666666667,0.2333333333333333,3.1643154792963277,29.166666666666668,28.57142857142857,0.6235179958519952,25.441097752931256,Moderate Risk,0.5659722222222222,43.40277777777778
282570,Sankalp Blood Centre,Thane,Thane,Thane,15,0.475,0.025,5.954023450678206,47.5,3.0612244897959187,1.1732208098442256,25.43361132491004,Moderate Risk,0.5,50.0
27117,"Blood Bank Civil Hospital, Bhandara",Bhandara,Bhandara,General Hospital Blood Bank,15,0.2083333333333333,0.3083333333333333,7.820003018139443,20.83333333333333,37.755102040816325,1.5409059688672864,25.401653517572417,Moderate Risk,0.5852272727272727,41.47727272727273
