hospital_code,blood_bank_name,district,city,area,observations,stockout_frequency,low_stock_frequency,stock_volatility,stockout_score,low_stock_score,volatility_score,BBRI,risk_class,recovery_rate,recovery_score
18187,Chhatrapati Shivaji Maharaj Hospital Blood Centre Csm,Thane,Thane,Belapur,15,0.3416666666666667,0.1833333333333333,2.464456293691104,34.166666666666664,22.448979591836736,0.4856130367408327,25.343023157144398,Moderate Risk,0.5572916666666666,44.270833333333336
27166,M/s. Jupiter Hospital Blood Centre Kalyan Thane,Thane,Thane,Kalyan,15,0.2916666666666666,0.2916666666666667,1.2032252684829166,29.166666666666664,35.714285714285715,0.2370915962304055,25.307288772073477,Moderate Risk,0.6388888888888888,36.11111111111112
18288,Lifeline Blood Centre Nagpur,Nagpur,Nagpur,Central Bazar Road,15,0.0,0.8166666666666667,1.874211063182346,0.0,100.0,0.3693071482806022,25.09232678707015,Moderate Risk,1.0,0.0
18258,"Dr Mankar Memorial Trust, Late. Dr. B.P. Thakre Memorial Component Blood Centre",Akola,Akola,Akola,15,0.2416666666666667,0.275,10.919998069528702,24.16666666666667,33.673469387755105,2.151749835175828,25.07237623430416,Moderate Risk,0.5970238095238096,40.29761904761904
18287,Ayush Blood Centre And Component Lab Ramdaspeth Nagpur,Nagpur,Nagpur,Dhantoli,15,0.2333333333333333,0.2416666666666667,7.687392719514009,23.33333333333333,29.59183673469388,1.514775544082128,24.981514180805117,Low Risk,0.5451388888888888,45.48611111111112
18199,"Navi Mumbai Muncipal Corporation, Blood Centre",Thane,Thane,Vashi,15,0.2583333333333333,0.3,6.314129325614594,25.83333333333333,36.734693877551024,1.244178492446972,24.98082920361061,Low Risk,0.6388888888888888,36.11111111111112
18048,Kokilaben Dhirubhai Ambani Blood Centre,Mumbai,Mumbai,Andheri,15,0.25,0.3583333333333333,6.672557044625823,25.0,43.87755102040816,1.3148054999239198,24.876958177702072,Low Risk,0.706845238095238,29.3154761904762
284919,Mumbadevi Blood And Thalassemia Day Care Centre,Thane,Navi Mumbai,Vashi,2,0.1875,0.4375,10.960155108391486,18.75,53.57142857142857,2.1596626480906265,24.8702728048798,Low Risk,0.75,25.0
18253,"Shri Balaji Blood Centre , Blood Component Lab And Blood Transfusion Center",Amravati,Amravati,Ambapeth,15,0.3833333333333333,0.1083333333333333,5.322375573765495,38.33333333333333,13.26530612244898,1.048756665585018,24.85692478791759,Low Risk,0.5321969696969697,46.78030303030303
27177,Warud Blood Centre Tal Warud Dis Amravati,Amravati,Warud,Warud,14,0.2678571428571428,0.2678571428571428,7.152708487570764,26.785714285714285,32.798833819241985,1.40941776831792,24.623491468318548,Low Risk,0.625,37.5
18040,Sant Nirankari Blood Centre,Mumbai Suburban,Vile Parle,Western Express Hig,15,0.2583333333333333,0.2916666666666667,16.24531258845037,25.833333333333336,35.714285714285715,3.201085610273057,24.546551164473023,Low Risk,0.665625,33.4375
280130,"Indian Red Cross Society, Dr. Shirgaonkar Blood Centre",Sangli,Sangli,Red Cross Chowk,15,0.1416666666666666,0.475,3.0091975336973467,14.166666666666666,58.16326530612245,0.5929525129874158,24.48072112144413,Low Risk,0.75,25.0
18027,M/S Beed Blood Centre,Beed,Beed,Beed,15,0.0833333333333333,0.5333333333333333,3.836011643058804,8.333333333333332,65.3061224489796,0.7558735237982125,24.458207326527784,Low Risk,0.765625,23.4375
18037,Deepak Foundations Anviksha Blood Centre,Mumbai,Mumbai,Ghatkopar,15,0.4333333333333333,0.0916666666666666,7.830129254210577,43.333333333333336,11.224489795918368,1.542901310501807,24.39085710061437,Low Risk,0.5853729603729604,41.46270396270396
18232,Vaidyanath Blood Centre,Beed,Parli-Vajinath,Parli,15,0.4333333333333333,0.0583333333333333,5.835173314588938,43.333333333333336,7.142857142857142,1.149801779995281,24.36483139737977,Low Risk,0.5416666666666666,45.833333333333336
283198,Riddhi Vinayak Hospital Services Public Charitable Trust Blood Centre,Palghar,Palghar,Palghar,15,0.2666666666666666,0.3666666666666667,2.615137849253016,26.666666666666668,44.89795918367348,0.5153043434864918,24.26998254845666,Low Risk,0.75,25.0
27178,Shri Balaji Blood Centre component Lab Apheresis & Research centre,Amravati,Achalpur,Achalpur,14,0.25,0.375,0.6648229396375903,25.0,45.91836734693878,0.1310011816557065,24.01234213214862,Low Risk,0.75,25.0
18179,"Nashik Blood Bank And Transfusion Research Institute Blood Bank(Jijau Mahila Sewabhavi Sanstha, Nash",Nashik,Nashik,Tidke Colony,15,0.1333333333333333,0.4416666666666666,4.439855834563336,13.333333333333334,54.08163265306123,0.8748590429593744,23.91769435257658,Low Risk,0.7261904761904762,27.380952380952383
282733,Rotary Blood Centre,Pune,Pune,Daund,15,0.1583333333333333,0.4333333333333333,8.261258162340038,15.833333333333332,53.06122448979591,1.627853849055428,23.88060291804617,Low Risk,0.75,25.0
18265,"Nandkishor Education Society Trust, Arpan Voluntary Blood Centre",Nagpur,Nagpur,Gandhi Nagar,15,0.0833333333333333,0.5666666666666667,2.80852015525096,8.333333333333334,69.38775510204081,0.5534096931768105,23.809695960709167,Low Risk,0.8303571428571429,16.964285714285708
284946,Keshari Blood Centre,Thane,Thane,Near,15,0.2,0.3416666666666666,5.4615187852681935,20.0,41.836734693877546,1.0761743794445304,23.801143934997185,Low Risk,0.6770833333333334,32.291666666666664
285244,Raigad Blood Centre Pen Tal Pen Dis Raigarh,Raigarh,Pen,Old Rto Of,15,0.3333333333333333,0.1833333333333333,7.867819608841251,33.333333333333336,22.448979591836736,1.5503280713719003,23.708160249135496,Low Risk,0.625,37.5
283307,Sant Jagnnath Maharaj Anjalekar Bahuuudeshiya Sansthas Sanjivani Blood Centre,Jalgaon,Faizpur,Jalgaon,15,0.15,0.4416666666666666,3.048537259579899,15.0,54.08163265306123,0.600704277057764,23.670584232529748,Low Risk,0.75,25.0
18016,K.E.M. Hospital Blood Centre,Mumbai,Mumbai,Parel,15,0.35,0.1916666666666666,7.161480808695864,35.0,23.46938775510204,1.411146325449053,23.58027338027763,Low Risk,0.6555944055944056,34.44055944055944
280132,Prakash Blood Centre And Blood Component Seperation Unit,Sangli,Uran Islampur,Islampur,15,0.2416666666666666,0.2583333333333333,5.152829227631137,24.166666666666668,31.63265306122449,1.0153481136762708,23.578666960391857,Low Risk,0.625,37.5
18146,Sanjeevani Blood Centre,Ahmadnagar,Kopargaon,Vivekanand Nagar,15,0.175,0.4333333333333333,3.45248144438015,17.5,53.06122448979591,0.6803001549626845,23.43538116118965,Low Risk,0.775,22.5
27120,Sasoon Blood Centre Pune,Pune,Pune,Opp.Ambedkar Chawk,15,0.175,0.3249999999999999,10.482917817425404,17.5,39.795918367346935,2.0656246037944936,23.43413574278536,Low Risk,0.65625,34.375
18293,Jawaharlal Nehru Medical College Blood Centre,Wardha,wardha,Sawangi Meghe,15,0.15,0.4166666666666667,2.83874673603772,15.000000000000002,51.02040816326531,0.5593657418694682,23.41577680961703,Low Risk,0.7291666666666666,27.083333333333336
18042,"Matoshri Valbai Mulji Shah, Arpan Blood Centre",Mumbai,Mumbai,Janta Markat,14,0.1160714285714285,0.5089285714285714,3.6054361385919607,11.607142857142856,62.31778425655976,0.7104393762303158,23.346341622483237,Low Risk,0.8125,18.75
280145,Terna Blood Centre,Thane,Thane,Nerul,15,0.1333333333333333,0.4416666666666666,2.9479690013923463,13.333333333333334,54.08163265306123,0.5808876313403233,23.24896340443372,Low Risk,0.75,25.0
283305,Surabhi Hospital Pvt.Ltd. Surabhi Blood Centre,Ahmadnagar,Ahmednagar,Kavijung Naga,15,0.2666666666666666,0.2333333333333333,8.433869268556643,26.666666666666668,28.57142857142857,1.661866301895278,23.185994658501905,Low Risk,0.641559829059829,35.8440170940171
18079,Pimpari Serological Institute Blood Centre,Pune,Pune,Mumbai Highway,15,0.15,0.3333333333333333,5.22555775665884,15.0,40.81632653061224,1.029679031992513,23.140072819222617,Low Risk,0.6428571428571429,35.71428571428571
18186,Lokamanya Tssia  Blood Centre,Thane,Thane,Petrol P,15,0.2833333333333333,0.2166666666666666,16.683870675976014,28.33333333333333,26.53061224489796,3.287502044281553,22.97536190562821,Low Risk,0.6625,33.75
18247,Navjivan Blood Centre Mged By Saraswati Vidyaprasarak Foundation,Mumbai,Mumbai,Borivali,15,0.1333333333333333,0.425,7.445272024810293,13.333333333333334,52.04081632653062,1.467066454611212,22.96030402861879,Low Risk,0.75,25.0
280770,Jeevan Adhar Blood Centre Nanded,Nanded,Nanded,To Ayurvedic College,15,0.3333333333333333,0.175,7.6510476703540595,33.333333333333336,21.42857142857143,1.5076138712465252,22.92154632495449,Low Risk,0.6458333333333333,35.41666666666667
27105,Indian Red Cross Society Blood Bank Ratnagiri,Ratnagiri,Ratnagiri,Nagarparishad Compound,15,0.3333333333333333,0.1666666666666666,2.209206613856496,33.33333333333333,20.40816326530612,0.4353169237730669,22.91920338060313,Low Risk,0.625,37.5
18221,Shri Sai Seva Medical Foundation Sanchalit Nirnay Janseva Blood Centre,Dhule,Dhule,C.S.No,15,0.1333333333333333,0.4833333333333333,2.018496448731435,13.333333333333334,59.18367346938776,0.3977381106852441,22.91618622835158,Low Risk,0.8125,18.75
18052,Holy Spirit Hospital Blood Centre,Mumbai,Mumbai,Andher,15,0.1833333333333333,0.4083333333333333,1.9282829258964092,18.333333333333336,50.0,0.3799618316369388,22.90749045790924,Low Risk,0.7708333333333333,22.916666666666675
18291,"District - Civil Surgeon,  General Hospital Blood Centre Wardha",Wardha,wardha,General Hosp,15,0.1916666666666666,0.4499999999999999,2.562830696661364,19.166666666666664,55.10204081632652,0.5049973904768874,22.860092885034188,Low Risk,0.8333333333333333,16.666666666666675
18124,Acharya Shree Tulsi Blood Centre,Kolhapur,jaysingpur,Udagaon,15,0.2916666666666667,0.2083333333333333,4.819862623169649,29.166666666666668,25.51020408163265,0.9497381353862304,22.76081888758805,Low Risk,0.6458333333333334,35.416666666666664
18177,"Shri Sai Seva Medical Foundation Sanchalit, Sanjeevani Blood Centre",Nashik,Nashik,Vadala Shivar,15,0.2083333333333333,0.325,5.320674834069955,20.833333333333336,39.795918367346935,1.0484215404012722,22.71108497693705,Low Risk,0.7083333333333334,29.166666666666664
18061,"Acharya Anandrishiji Blood Centre, Pune",Pune,Pune,Sadashiv Peth,15,0.1833333333333333,0.4,7.710117114764666,18.33333333333333,48.9795918367347,1.5192533116992777,22.676794620441825,Low Risk,0.78125,21.875
284915,Yogeshwari Blood Centre,Beed,Beed,House No,15,0.25,0.2499999999999999,3.0115520337086696,25.0,30.61224489795918,0.5934164594990387,22.645165339364556,Low Risk,0.65625,34.375
27167,Warje Blood Centre,Pune,Pune,Warje,15,0.0583333333333333,0.5750000000000001,9.24060770399256,5.833333333333333,70.40816326530613,1.8208314669462784,22.640582016396436,Low Risk,0.875,12.5
18082,Rakesh Jain Memorial Blood Centre,Pune,Pune,Sadashiv Peth,15,0.1583333333333333,0.4083333333333333,4.465416362807362,15.833333333333332,50.0,0.8798956612889658,22.40747391532224,Low Risk,0.7708333333333334,22.916666666666664
284117,"Vedanta Hospital And Research Center Blood Centre, Saswand, Post Dhundalwadi",Palghar,Saswand,Palghar,14,0.2767857142857143,0.2946428571428571,3.318996080643635,27.67857142857143,36.078717201166185,0.6539973014649432,22.35282148280064,Low Risk,0.75,25.0
18089,"Civil Surgeon, General Hospital Blood Centre, Gadchiroli",Gadchiroli,Gadchiroli,Chandrapur R,15,0.2416666666666666,0.325,1.8757395634419207,24.166666666666668,39.795918367346935,0.3696083342479133,22.33304834206538,Low Risk,0.75,25.0
282735,Sahyaadrie Blood Centre Osmanabad,Osmanabad,Osmanabad,Kakde Plot,15,0.0499999999999999,0.475,4.890752155885062,5.0,58.16326530612245,0.9637066855054582,22.281742997906974,Low Risk,0.75,25.0
280124,M/S Pimpri Chinchwad Blood Centre,Pune,Pimpri,Mhada Commercial Complex,15,0.125,0.4416666666666667,5.423329682774631,12.5,54.08163265306123,1.0686493419424332,22.097229589660007,Low Risk,0.7926136363636364,20.738636363636363
280768,Sanjeevani Blood Centre Bhosari,Pune,Bhosari,Mahalaxmi,15,0.0833333333333333,0.3749999999999999,23.803908585489967,8.333333333333332,45.91836734693877,4.690482182253639,22.079295715631435,Low Risk,0.70625,29.375
18234,Sanjivan   Blood Centre,Chandrapur,Chandrapur,Kasturba Rd,15,0.1583333333333333,0.4166666666666667,1.6571973827671562,15.833333333333332,51.02040816326531,0.3265453137004943,22.00340503590812,Low Risk,0.7916666666666666,20.833333333333336
18039,Lilavati Hospital And Research Centre Blood Centre,Mumbai,Bandra,Bandra Reclaimation,15,0.1833333333333333,0.25,4.836739992099356,18.333333333333336,30.612244897959183,0.9530637656273232,21.99847002303948,Low Risk,0.6190476190476191,38.095238095238095
282599,Dean Datta Meghe Medical Collecge M.S.Dattatraya Blood Centre,Nagpur,Nagpur,Hingana,15,0.2333333333333333,0.3166666666666666,2.678490404300312,23.33333333333333,38.775510204081634,0.5277877568546108,21.909157823567394,Low Risk,0.75,25.0
27124,"Central Hospital Blood Centre, Ulhasnagar, Thane",Thane,ulhasnagar,Ulhasnagar,15,0.075,0.5416666666666666,3.2693739055254603,7.5,66.3265306122449,0.6442194144679168,21.7426875066782,Low Risk,0.875,12.5
18162,Godavari FoundationS Dr.Ulhas Patil Medical College And Hospital Blood Centre,Jalgaon,Jalgaon,Jalgaon Khurd,15,0.125,0.5,3.781158765949097,12.5,61.224489795918366,0.7450649441145692,21.74238868500824,Low Risk,0.875,12.5
284864,"Sahyaadrie Blood Centre,  Midc Waluj Industrial Area, Vadgaon Kolhati, Chh. Sambhajinagar.",Aurangabad,Aurangabad,Waluj,15,0.1166666666666666,0.3166666666666666,4.970344496547694,11.666666666666666,38.775510204081634,0.9793900954119096,21.605391741540053,Low Risk,0.65,35.0
283264,Aurangabad Thalassemia Society Shri Satya Sai Blood Centre,Aurangabad,Aurangabad,Opposite Sant Tukaram N,15,0.1416666666666666,0.3833333333333333,6.790885740702163,14.166666666666666,46.93877551020408,1.338121781727056,21.57680008055854,Low Risk,0.7613636363636364,23.863636363636363
18143,Dr. JondhaleS Nityaseva Blood Centre,Ahmadnagar,Shrirampur,Shrirampur,15,0.0166666666666666,0.575,8.783855338979903,1.6666666666666667,70.40816326530613,1.7308299101809328,21.576414960538436,Low Risk,0.875,12.5
18096,Bharati Vidyapeeth University Medical College And Hospital Blood Centre,Sangli,Sangli,Miraj,15,0.0666666666666666,0.5583333333333333,1.947649928491599,6.666666666666667,68.36734693877551,0.3837780360333786,21.53301933894032,Low Risk,0.8928571428571428,10.71428571428572
27104,Sanjeevani Blood Centre,Aurangabad,Aurangabad,Jawahar,15,0.1583333333333333,0.3583333333333334,6.798900717298438,15.833333333333332,43.87755102040817,1.3397011066005735,21.51264636508552,Low Risk,0.75,25.0
282612,Red Plus Blood Center Jalgaon,Jalgaon,Jalgaon,College Road,15,0.1666666666666666,0.2833333333333333,11.694798422434769,16.666666666666668,34.69387755102041,2.3044217057242222,21.46548390509525,Low Risk,0.678030303030303,32.1969696969697
18214,"Kakasaheb Chitle  Memorial Centre Sanchalit,  Jankalyan Blood Centre",Raigarh,Raigarh,Raigrah,15,0.075,0.5,4.407389039119452,7.5,61.224489795918366,0.8684615673096301,21.460737840807,Low Risk,0.8375,16.249999999999996
27168,Siddeshwar Pratisthans Manwath Blood Centre,Parbhani,Manwath,Manwath,15,0.2416666666666666,0.2916666666666667,3.151858058576238,24.166666666666668,35.714285714285715,0.6210633019216029,21.375503920718494,Low Risk,0.75,25.0
18285,Sainath Blood Centre,Nagpur,Nagpur,Hotel Centre,15,0.175,0.3416666666666667,8.937562222132863,17.5,41.83673469387755,1.7611173478145226,21.35085189931191,Low Risk,0.7569444444444444,24.30555555555556
18184,"Vitthal  Sayanna General  Hospital (Civil Hospital) Blood Centre, Thane",Thane,Thane,Tembhi Naka,15,0.1083333333333333,0.4333333333333333,6.058803381052866,10.833333333333334,53.06122448979592,1.1938673517646436,21.350231293723475,Low Risk,0.796875,20.3125
18130,"Shri Basaveshwar Manav  Vikas, Grameen Sevabhavi Sanstha, Adarsh Blood Centre",Sangli,Sangli,Ganesh Nagar,15,0.2916666666666667,0.1583333333333333,7.561817655321503,29.166666666666668,19.387755102040817,1.4900313891877783,21.317931471292,Low Risk,0.6477272727272727,35.22727272727273
18169,Civil Hospital Blood Centre Nashik,Nashik,Nashik,Trimbak Naka,15,0.0333333333333333,0.4916666666666667,3.915355764544164,3.333333333333333,60.204081632653065,0.7715080229291873,21.28556408056223,Low Risk,0.7916666666666666,20.833333333333336
280723,Mahalakshmi Blood Centre,Satara,karad,Mahalaxmi,15,0.1083333333333333,0.4166666666666667,7.084045988391122,10.833333333333334,51.02040816326531,1.3958880478590106,21.176990719447748,Low Risk,0.7854166666666667,21.458333333333336
18103,Mauli Blood Centre satara,Satara,Satara,Sadarbazar,15,0.2166666666666666,0.3083333333333334,8.23206574225677,21.666666666666668,37.75510204081633,1.6221015783404873,21.120342571455872,Low Risk,0.765625,23.4375
18115,"Athar Blood Centre, Solapur",Solapur,Solapur,Athar Blood,15,0.1416666666666666,0.4666666666666667,3.029580787232603,14.166666666666666,57.14285714285714,0.5969689663013794,21.101623193956296,Low Risk,0.875,12.5
280520,Mgm Medical College And Hospital Blood Centre,Aurangabad,Aurangabad,Cidco,15,0.05,0.5583333333333333,2.52820286483691,5.0,68.36734693877551,0.498174089689987,21.07054692378304,Low Risk,0.8958333333333333,10.416666666666677
27162,Jeevan Dhara Blood Centre,Pune,Pune,Dhanori,15,0.15,0.4583333333333333,3.195237411050443,15.0,56.12244897959183,0.6296110611741312,21.06301501019149,Low Risk,0.875,12.5
18256,M/S Late Dr. Sadanandji Burma Trust Blood Centre,Amravati,Amravati,Amravati,15,0.175,0.4416666666666666,5.100206845769705,17.5,54.08163265306123,1.0049790457720509,21.011236258041656,Low Risk,0.8854166666666666,11.458333333333336
18076,"Abhinav Sikshan MandalS,  Sanjeevan Blood Centre",Kolhapur,Kolhapur,Abhinav Sikshan Mandals,15,0.1333333333333333,0.35,15.26706552259413,13.333333333333334,42.85714285714286,3.008325231625092,20.91949202219199,Low Risk,0.7552083333333334,24.479166666666664
284443,"Maharashtra Blood Centre, Waluj Midc, Dist. Chh. Sambhaji Nagar (Aurangabad)",Aurangabad,Waluj,Waluj,15,0.175,0.325,6.525222836992457,17.5,39.795918367346935,1.2857737771184468,20.895423036116345,Low Risk,0.75,25.0
18153,Jeevan Jyoti Blood Centre,Dhule,Dhule,Green Park,15,0.1,0.3333333333333333,18.230521335552343,10.0,40.81632653061225,3.5922644884347674,20.89381442142842,Low Risk,0.7083333333333334,29.166666666666664
280126,Morya Blood Centre,Pune,Chinchwad,Midc,15,0.0916666666666666,0.4083333333333333,5.287024723328298,9.166666666666668,50.0,1.0417908963497815,20.855685819325544,Low Risk,0.7678571428571428,23.21428571428572
18121,"Mahatma Gandhi Hospital Blood Centre, New Pargaon",Kolhapur,Hatkanangale,New Pargaon,15,0.1333333333333333,0.3916666666666667,12.819965088621398,13.333333333333334,47.9591836734694,2.5261321101672616,20.85523046106068,Low Risk,0.8039772727272727,19.60227272727273
284508,Dr.Rajendra Gode Blood Centre And Component Lab,Amravati,Amravati,Amravati,15,0.25,0.2583333333333333,5.142012746413279,25.0,31.63265306122449,1.0132167614974958,20.66146745568049,Low Risk,0.75,25.0
18261,Akola Diagnostic Centre Blood Centre And Component Lab,Akola,Akola,Ramnagar,15,0.1583333333333333,0.3583333333333333,6.624360009334892,15.833333333333332,43.87755102040816,1.305308432059722,20.61863152978364,Low Risk,0.7854166666666667,21.458333333333336
18238,"Ircs Nagappa Ambarkhane Blood Centre, Udgir",Latur,Udgir,Udgir,15,0.2083333333333333,0.2916666666666666,4.51853560156799,20.83333333333333,35.71428571428571,0.8903626332169909,20.609495420209008,Low Risk,0.75,25.0
18295,"Arpan Blood Centre,Blood Component Lab. And Aphersis Centre",Ahmadnagar,Sangamner,Swatantrya,15,0.1583333333333333,0.3416666666666667,8.543657873355384,15.833333333333332,41.83673469387755,1.6834997866977224,20.56755862014382,Low Risk,0.7708333333333333,22.916666666666675
18292,"Kasturba Health SocietyS, Blood Centre, Sevagram(Mgims)",Wardha,Wardha,Department Of Pathology,15,0.3166666666666666,0.1416666666666666,2.894875886966598,31.666666666666664,17.346938775510203,0.5704258071268776,20.55573003454816,Low Risk,0.6736111111111112,32.638888888888886
18168,Arpan Blood Centre And Blood Component Laboratory And Research Centre Nashik,Nashik,Nashik,Opp.Ga,15,0.1583333333333333,0.2833333333333333,14.488564832251972,15.833333333333332,34.69387755102041,2.854924221710782,20.525593300325653,Low Risk,0.7127976190476191,28.72023809523809
18086,Central India Institute Of Haematology And OncologyS Blood And Blood Component Bank And Apheresis U,Nagpur,Nagpur,Dhantoli,15,0.1833333333333333,0.3166666666666667,6.366264101344802,18.333333333333336,38.775510204081634,1.2544514791609014,20.3943951827154,Low Risk,0.7678571428571428,23.21428571428572
18289,Rainbow Blood Centre,Nagpur,Nagpur,Rainbow Diagnostic Services Central Bazar Ro,15,0.1583333333333333,0.3416666666666667,6.974266535366278,15.833333333333332,41.83673469387755,1.374256366383622,20.386081098398627,Low Risk,0.775,22.5
18034,"Seth V.C.Gandhi And M.A.Vora Municipal General Hospital, Rajawadi ,Ghatkopar",Mumbai,Ghatkopar,Rajawadi Hospit,15,0.1083333333333333,0.4666666666666667,5.249379795289222,10.833333333333332,57.14285714285714,1.0343730866407015,20.37764089070779,Low Risk,0.875,12.5
280148,"M/S Adhar Blood Centre, Ichalkaranji",Kolhapur,Kolhapur,Ichalkaranji,15,0.1666666666666666,0.325,3.709123133359946,16.666666666666664,39.795918367346935,0.7308705587709479,20.28794723152947,Low Risk,0.7604166666666667,23.958333333333325
18208,M/S. Shri Hazur Saheb Blood Centre,Nanded,NANDED,Opp. Bank Of I,15,0.175,0.3166666666666667,4.368583177245705,17.5,38.775510204081634,0.8608149993927646,20.273664634201936,Low Risk,0.7604166666666666,23.958333333333336
18139,Pravara Medical Trusts Blood Centre,Ahmadnagar,Rahata,Loni,15,0.1916666666666666,0.325,2.986993956243224,19.166666666666664,39.795918367346935,0.588577370810373,20.24493345834885,Low Risk,0.7857142857142857,21.42857142857143
18064,M/S Bharati Vidyapeeth Medical Foundations Bharati Hospital Blood Centre,Pune,Pune,Bharati Vidyapeeth S.No,15,0.15,0.375,5.153548774215948,15.000000000000002,45.91836734693878,1.0154898979728808,20.17096431122792,Low Risk,0.8125,18.75
18157,Civil Hospital Blood Centre,Jalgaon,Jalgaon,Zilha Peth,15,0.1166666666666666,0.4,6.324424805933839,11.666666666666666,48.9795918367347,1.2462071831059756,20.160616421626838,Low Risk,0.8125,18.75
27127,"Blood Centre, Govt.Medical College, General Hospital Latur",Latur,Latur,Gandhi Chowk,15,0.1166666666666666,0.3333333333333333,3.000465317020057,11.666666666666666,40.81632653061225,0.591231858306303,20.1137943591344,Low Risk,0.7261904761904762,27.380952380952383
18136,M/S. Global Hospital-Super Speciality Andtransplant Centre,Mumbai,Mumbai,Parel,15,0.1416666666666666,0.3833333333333333,1.8157965429556504,14.166666666666666,46.93877551020408,0.3577967584921274,20.05330973384072,Low Risk,0.8125,18.75
18131,"Azad Panchi Groups, M/S Siddheshwar Blood Centre, Solapur",Solapur,Solapur,Siddheshwar Peth,15,0.1,0.3999999999999999,23.73496920040226,10.0,48.97959183673469,4.676897902333891,20.02126529191,Low Risk,0.8357142857142857,16.428571428571427
282564,M/S Aman Blood Centre Gandhibag Nagpur,Nagpur,Nagpur,Chota Loharpura Masjid,15,0.1333333333333333,0.3916666666666666,5.598102295758408,13.333333333333334,47.95918367346939,1.1030877126075775,20.002310270761665,Low Risk,0.8238636363636364,17.613636363636363
18045,"Dr. L. H. Hiranandani Hospital, Blood Centre",Mumbai,Mumbai,Powai,15,0.2,0.2416666666666666,3.5945244810502137,20.0,29.59183673469388,0.7082892698688078,19.99690650114067,Low Risk,0.703125,29.6875
284510,"Saiseva Blood Cantre, Blood Components And Apheresis Centre",Ahmadnagar,Ahmednagar,sarjepura,15,0.1666666666666666,0.3416666666666667,9.129662229262845,16.666666666666664,41.83673469387755,1.7989700247149547,19.91934284631479,Low Risk,0.80625,19.375
283261,The Yugantar Education SocietyS Nashikrao Tirpude Blood Centre,Nagpur,Nagpur,Chalks Colony,15,0.125,0.45,4.566532536499394,12.5,55.102040816326536,0.8998202719610654,19.90324304984968,Low Risk,0.8888888888888888,11.111111111111116
18220,"Mauli Blood Centre, Latur",Latur,Latur,Barshi,15,0.175,0.3166666666666666,10.998819660762116,17.5,38.775510204081634,2.167281371432969,19.819031227211987,Low Risk,0.7916666666666666,20.833333333333336
27160,Spandan Blood Centre Yavatmal,Yavatmal,Umerkhed,Yavatmal,15,0.15,0.425,2.54308632871581,15.0,52.04081632653062,0.5011068274747704,19.77009617311673,Low Risk,0.8846153846153846,11.538461538461542
27145,"Civil Surgeon, District General Hospital Blood Centre & Blood Component Unit Hingoli",Hingoli,Hingoli,Hingoli Akola,15,0.125,0.3416666666666667,3.738957027774603,12.5,41.83673469387755,0.736749229900801,19.73428007185368,Low Risk,0.7613636363636364,23.863636363636363
18125,"Arpan Blood Centre, Blood Component And Apheresis Centre Kolhapur",Kolhapur,KOLHAPUR,reliance mall,15,0.1166666666666666,0.375,11.914489462035275,11.666666666666666,45.91836734693878,2.347711105158191,19.72276961302424,Low Risk,0.8104166666666667,18.95833333333333
18049,Rotary D.G Goenka Blood Centre( Municipal Gen. Hospital),Mumbai,Mumbai,Andheri,15,0.0416666666666666,0.5333333333333333,3.323808557814472,4.166666666666666,65.3061224489796,0.654945584321149,19.61526700832519,Low Risk,0.9166666666666666,8.333333333333337
27118,"Blood Bank Civil Hospital, Ratnagiri",Ratnagiri,Ratnagiri,Districhospital Ratnagiri,15,0.225,0.25,5.975637202890142,22.5,30.612244897959183,1.1774797288901306,19.562014490045662,Low Risk,0.7604166666666666,23.958333333333336
18137,"Padmashri Dr. Vitthalrao Vikhe Patil Foundation Ahmednagar Medical College Hospital, Blood Bank",Ahmadnagar,Ahmednagar,Vadgaon,15,0.0583333333333333,0.4083333333333333,8.934553238608194,5.833333333333333,50.0,1.7605244374713127,19.39846444270116,Low Risk,0.8,20.0
282598,Dnyandeep Blood Center Of Modern Institute Of Technology,Solapur,Natepute,Natepute,15,0.0499999999999999,0.475,9.116592069669109,5.0,58.16326530612245,1.7963945925974325,19.36491497467997,Low Risk,0.875,12.5
18126,"Sai Seva Medical Foundation, Vaibhavlaxmi Blood Centre",Kolhapur,Kolhapur,Deccan,15,0.1166666666666666,0.35,21.04384073279094,11.666666666666666,42.85714285714285,4.1466198565183054,19.221178773653385,Low Risk,0.8178571428571428,18.214285714285715
27116,"Blood Bank Civil Hospital, Alibag",Raigarh,Alibag,Alibag,15,0.15,0.3416666666666667,4.305469834425706,15.0,41.83673469387755,0.8483787220101451,19.108778353971925,Low Risk,0.8125,18.75
282571,"Shri Manoharpant Sapate Bahuuddeshiya Samajseva Sansthan TrustS, M/S. Medicare Blood Centre",Solapur,Solapur,Solapur,15,0.0583333333333333,0.4583333333333333,8.647113509844456,5.833333333333333,56.12244897959184,1.7038853808476468,19.039916923443208,Low Risk,0.875,12.5
18122,Dr. D.Y Patil Hospital Blood Centre,Kolhapur,Kolhapur,Kadamwadi,15,0.1166666666666666,0.4166666666666667,4.620979527722828,11.666666666666666,51.02040816326531,0.9105488731608916,19.024405925773216,Low Risk,0.875,12.5
18129,Chattrapati Shahu Maharaj Aadhar Blood Centre,Pune,Pune,Patil Plaza,15,0.2583333333333333,0.2416666666666666,11.95027827784666,25.833333333333336,29.59183673469388,2.354763174035215,18.95391188194418,Low Risk,0.8196428571428571,18.03571428571429
