blood_group,donor_code,donor_name,recipient_code,recipient_name,distance_km,donor_surplus,recipient_deficit,recommended_units,priority_score
AB+,18162,Godavari FoundationS Dr.Ulhas Patil Medical College And Hospital Blood Centre,281039,General Hospital Malegaon Blood Centre,134.34620872568854,6,5,5,0.03694229817795411
AB+,18112,"Smbt Institute Of Medical Science And Research Centre, Blood Centre And  Component",18014,Bombay Hospital Trust Blood Centre,134.3519119459133,16,5,5,0.03694074156852696
AB+,18185,Navjeevan Blood Centre Mangaed By Spvf,18215,"Shree Sai Medical TrustS,  Shree Sai Blood Centre, Old Panvel",26.072690449170224,1,1,1,0.03693759221594653
AB+,284508,Dr.Rajendra Gode Blood Centre And Component Lab,18293,Jawaharlal Nehru Medical College Blood Centre,80.25036806431329,7,3,3,0.03692290966147213
AB+,284443,"Maharashtra Blood Centre, Waluj Midc, Dist. Chh. Sambhaji Nagar (Aurangabad)",18159,Jeevanshri Raktapedi,134.42146046113612,12,5,5,0.036921769880298425
AB+,284864,"Sahyaadrie Blood Centre,  Midc Waluj Industrial Area, Vadgaon Kolhati, Chh.  Sambhajinagar.",18159,Jeevanshri Raktapedi,134.50672149828648,13,5,5,0.03689853864602005
AB+,18225,Adarsh Blood Centre,27115,"Blood Bank Civil Hospital, Beed",107.43430974254107,22,4,4,0.036888693343438285
AB+,18055,"Meenatai Thackeray Blood Centre, Goregaon, Mumbai, Managed By Prabodhan  Goregaon",18173,DevaS Health And Devlopment Foundation Samta Blood Centre,134.55575192582123,20,5,5,0.03688519246852836
AB+,18190,Kai Wamanrao Oka Rakta Kendra,18215,"Shree Sai Medical TrustS,  Shree Sai Blood Centre, Old Panvel",26.11267548306553,12,1,1,0.03688311766297635
AB+,18016,K.E.M. Hospital Blood Centre,18187,Chhatrapati Shivaji Maharaj Hospital Blood Centre Csm,26.11411677671974,4,1,1,0.036881157082667836
AB+,283840,"Radhai Blood Centre, Components Laboratory And Apheresis Centre, Udgir, Dist.  Latur",27119,"Blood Bank Civil Hospital, Solapur",107.48830769696968,1808,4,4,0.03687033271062563
AB+,18062,Akshay Blood Centre,18105,Yashwantrao Chavan Blood Centre,134.65188189408374,6,5,5,0.03685905370560191
AB+,18064,M/S Bharati Vidyapeeth Medical Foundations Bharati Hospital Blood Centre,18059,Bharatratna Dr Babasaheb Ambedkar Mun. Gen. Hospital Blood Centre,134.68803215654395,29,5,5,0.03684923364671893
AB+,18189,Jupiter Hospital Blood Centre,18215,"Shree Sai Medical TrustS,  Shree Sai Blood Centre, Old Panvel",26.14632315497547,7,1,1,0.03683740130444578
AB+,18227,Jankalyan Blood Centre,27123,Civil Hospital Washim,134.7423918144855,81,5,5,0.036834476932109235
AB+,18220,"Mauli Blood Centre, Latur",27119,"Blood Bank Civil Hospital, Solapur",107.59820849688987,4,4,4,0.0368330201332424
AB+,18195,Kalyan Dombivali Muncipal Corporation Sponsered Nandakishore Educaation Society  Arpan Blood Bank,280536,Apollo Hospital Charitable Trusts' Apollo Hospital Blood Centre,26.150877016224946,3,1,1,0.036831222777902
AB+,18142,"Civil Surgeon, General Hospital, Blood Centre",18085,"Indian Red Cross Society, (Late Manikbai Chandulal Saraf ) Blood Centre, Pune",107.61797967160088,36,4,4,0.03682631560717415
AB+,18268,Arpan Blood Centre Blood Component And Apheresis Centre,27119,"Blood Bank Civil Hospital, Solapur",107.61903310485592,32,4,4,0.0368259584500129
AB+,18226,Lions Blood Centre,27115,"Blood Bank Civil Hospital, Beed",107.6224172353659,5,4,4,0.036824811137582174
AB+,18004,Goodwill Social ClubS Amruta Blood Centre,18159,Jeevanshri Raktapedi,134.80873450091346,6,5,5,0.03681648325768303
AB+,18227,Jankalyan Blood Centre,18160,Jeevan Surabhi Blood Centre,134.87328760455975,81,5,5,0.0367989918265009
AB+,18188,M/S Balasaheb Thackerey Blood Centre,18173,DevaS Health And Devlopment Foundation Samta Blood Centre,134.8953465334097,13,5,5,0.036793018506860765
AB+,18064,M/S Bharati Vidyapeeth Medical Foundations Bharati Hospital Blood Centre,280133,"S. S.Venutai Y. Chavan Sub-District Hospital, Blood Centre Karad",135.10165527053195,29,5,5,0.036737246068472874
AB+,18227,Jankalyan Blood Centre,18158,Indian Red Cross Society Sanchalit Askaran Tarachand Jain Blood Centre,135.200850602988,81,5,5,0.03671049026393018
AB+,280696,Shaswat Blood Centre Sangli,27150,"Sub -Dist Cottage Hospital, Blood Centre , Sawantwadi, Sindhudurg",135.23479767950585,6,5,5,0.03670134271981352
AB+,18062,Akshay Blood Centre,18038,"K.B.Bhabha Muncipal General Hospital, Blood Centre",135.28442930696173,6,5,5,0.03668797694223891
AB+,27145,"Civil Surgeon, District General Hospital Blood Centre & Blood Component Unit  Hingoli",18117,Leelavati Blood Centre,135.29292816440977,11,5,5,0.03668568917947462
AB+,18295,"Arpan Blood Centre,Blood Component Lab. And Aphersis Centre",18184,"Vitthal  Sayanna General  Hospital (Civil Hospital) Blood Centre, Thane",135.38315240573021,17,5,5,0.036661419770715915
AB+,284254,Blood Center District Hospital Aurangabad,18159,Jeevanshri Raktapedi,135.39161443530747,17,5,5,0.036659145217256536
AB+,18062,Akshay Blood Centre,18051,V.N. Desai Municipal General Hospital Blood Centre,135.398355965019,6,5,5,0.03665733332799341
AB+,18126,"Sai Seva Medical Foundation, Vaibhavlaxmi Blood Centre",280145,Terna Blood Centre,26.28453102515921,11,1,1,0.03665080404269711
AB+,18112,"Smbt Institute Of Medical Science And Research Centre, Blood Centre And  Component",18009,Bombay Red Cross Blood Centre,135.53096694524055,16,5,5,0.03662172847574855
AB+,18064,M/S Bharati Vidyapeeth Medical Foundations Bharati Hospital Blood Centre,18105,Yashwantrao Chavan Blood Centre,135.68871233613487,29,5,5,0.036579465228294535
AB+,282568,Vbss Sanchalit Latur Blood Centre And Components Latur,27115,"Blood Bank Civil Hospital, Beed",108.35678546513658,27,4,4,0.036577519931538384
AB+,18037,Deepak Foundations Anviksha Blood Centre,18173,DevaS Health And Devlopment Foundation Samta Blood Centre,135.78064882117323,5,5,5,0.036554878508706236
AB+,18129,Chattrapati Shahu Maharaj Aadhar Blood Centre,280133,"S. S.Venutai Y. Chavan Sub-District Hospital, Blood Centre Karad",135.81077028988386,20,5,5,0.03654683026347753
AB+,18147,Anandrushiji Blood Centre,27115,"Blood Bank Civil Hospital, Beed",108.51589436735163,37,4,4,0.036524378704178864
AB+,18142,"Civil Surgeon, General Hospital, Blood Centre",27115,"Blood Bank Civil Hospital, Beed",108.51846998097788,36,4,4,0.03652351973776437
AB+,282668,Lokmanya Blood Centre,27115,"Blood Bank Civil Hospital, Beed",108.54285609384905,20,4,4,0.03651538897774461
AB+,18144,Ashtavinayak Blood Bank,18085,"Indian Red Cross Society, (Late Manikbai Chandulal Saraf ) Blood Centre, Pune",108.56751500368456,30,4,4,0.03650717094264196
AB+,284510,"Saiseva Blood Cantre, Blood Components And Apheresis Centre",27115,"Blood Bank Civil Hospital, Beed",108.56902999601965,35,4,4,0.03650666616420086
AB+,18136,M/S. Global Hospital-Super Speciality Andtransplant Centre,18187,Chhatrapati Shivaji Maharaj Hospital Blood Centre Csm,26.393465137904332,1,1,1,0.03650505677050327
AB+,18144,Ashtavinayak Blood Bank,27115,"Blood Bank Civil Hospital, Beed",108.583213377488,30,4,4,0.03650194109768396
AB+,18129,Chattrapati Shahu Maharaj Aadhar Blood Centre,18201,"Dr. D.Y. Patil Hospital And Research Centre, Blood Centre",108.58570677932444,20,4,4,0.03650111056960104
AB+,280537,M/S. Sri. Bhagwant Blood Centre,27109,District General Hospital Blood Bank Satara,135.9974052148527,55,5,5,0.03649704162030304
AB+,18175,Ndmvps Medical College And Hospital Blood Centre,280149,Advanced Centre For Treatment Reasearch And Education In Cancer,136.00862148681026,12,5,5,0.03649405377369881
AB+,18081,Aditya Birla Memorial Hospital Blood Centre,18001,"Jaslok Hospital And Research Centre, Blood Centre",108.61484446746512,14,4,4,0.036491407887617296
AB+,284433,"Ayush Blood Centre, Vaduj, Tal. Khatav, Dist. Satara",284112,Mahalaxmi Blood Centre,136.0203141426915,31,5,5,0.03649093954632927
AB+,284467,"Mahalaxmi Blood Centre, Kagal,Kolhapur",284509,Sankalp Blood Centre,136.0203141426915,13,5,5,0.03649093954632927
AB+,18252,"Dean, Govt. Medical College Hospital Blood Centre Aurangabad",27115,"Blood Bank Civil Hospital, Beed",108.73342004230905,77,4,4,0.03645197605668129
AB+,18138,Jankalyan Blood Centre,27115,"Blood Bank Civil Hospital, Beed",108.76280336794396,8,4,4,0.03644221792141465
AB+,18136,M/S. Global Hospital-Super Speciality Andtransplant Centre,18184,"Vitthal  Sayanna General  Hospital (Civil Hospital) Blood Centre, Thane",26.444469748674724,1,5,1,0.03643721336785125
AB+,18034,"Seth V.C.Gandhi And M.A.Vora Municipal General Hospital, Rajawadi ,Ghatkopar",18173,DevaS Health And Devlopment Foundation Samta Blood Centre,136.23769679436407,10,5,5,0.03643313839266745
AB+,18055,"Meenatai Thackeray Blood Centre, Goregaon, Mumbai, Managed By Prabodhan  Goregaon",18178,"Medical Superintendent, Regional Referal Hospital Blood Bank,(Superspeciality  Hospital) Nashik",136.34118669678443,20,5,5,0.03640568514264239
AB+,18114,Akshay Blood Centre,18236,"Indian Red Cross Society, Dr. Bhalchandra Blood Centre",108.91692593581794,5,4,4,0.0363911196200634
AB+,18129,Chattrapati Shahu Maharaj Aadhar Blood Centre,18105,Yashwantrao Chavan Blood Centre,136.3978206405729,20,5,5,0.03639067910021511
AB+,282568,Vbss Sanchalit Latur Blood Centre And Components Latur,27119,"Blood Bank Civil Hospital, Solapur",108.96003932187712,27,4,4,0.03637685130587416
AB+,18064,M/S Bharati Vidyapeeth Medical Foundations Bharati Hospital Blood Centre,18201,"Dr. D.Y. Patil Hospital And Research Centre, Blood Centre",108.99371868350622,29,4,4,0.03636571295047786
AB+,18107,Dr. Hegdewar Rakta Pedhi,18236,"Indian Red Cross Society, Dr. Bhalchandra Blood Centre",109.02669355501321,43,4,4,0.036354814188795055
AB+,280537,M/S. Sri. Bhagwant Blood Centre,18027,M/S Beed Blood Centre,136.5656483007174,55,5,5,0.03634628311473544
AB+,27118,"Blood Bank Civil Hospital, Ratnagiri",280131,"Padma Bhushan Vasantdada Patil (Civil Surgeon), Govt. General Hospital Blood  Centre, Sangli",136.56830774464933,26,5,5,0.03634558047541639
AB+,27145,"Civil Surgeon, District General Hospital Blood Centre & Blood Component Unit  Hingoli",18231,"Dean, Swami Ramanand Tirtha Rural Medical College. And Hospital, Blood Centre",136.6667231308986,11,5,5,0.03631959769425045
AB+,18188,M/S Balasaheb Thackerey Blood Centre,18178,"Medical Superintendent, Regional Referal Hospital Blood Bank,(Superspeciality  Hospital) Nashik",136.72967384730393,13,5,5,0.03630299746112319
AB+,18062,Akshay Blood Centre,18024,Smt. Kapoorben Vasanji Lathiya Blood Centre,136.78983626573037,6,5,5,0.03628714668299194
AB+,18112,"Smbt Institute Of Medical Science And Research Centre, Blood Centre And  Component",18068,"Sadhu Vaswani Mission Medical Complex, Inlaks And Budharani Hospital Blood  Centre, Pune",136.805954235379,16,5,5,0.036282902489538055
AB+,18253,"Shri Balaji Blood Centre , Blood Component Lab And Blood Transfusion Center",18286,Jeevan Jyoti Blood Centre And Component,136.8900009020466,13,5,5,0.03626078734709609
AB+,27121,"Government Medical College And Hospital ,Blood Centre, Miraj",27150,"Sub -Dist Cottage Hospital, Blood Centre , Sawantwadi, Sindhudurg",136.89526254294736,18,5,5,0.03625940375176235
AB+,18018,N.M Wadia Hospital Blood Centre Parel Mumbai,18205,Mira Bhayandar Muncipal Corporation Rajeev Gandhi Blood Centre,26.580165858403127,1,1,1,0.03625794004046281
AB+,27105,Indian Red Cross Society Blood Bank Ratnagiri,27109,District General Hospital Blood Bank Satara,109.32729648667417,4,5,4,0.03625576015526799
AB+,284454,"Bhavar Blood Centre,  Badlapur (E), Taluka Ambernath, Dist. Thane",18215,"Shree Sai Medical TrustS,  Shree Sai Blood Centre, Old Panvel",26.58789653652259,15,1,1,0.03624777984345915
AB+,282577,"Welfare And Educational Trust Of Nmrcw, Chemist Blood Centre",18215,"Shree Sai Medical TrustS,  Shree Sai Blood Centre, Old Panvel",26.58789653652259,10,1,1,0.03624777984345915
AB+,282570,Sankalp Blood Centre,18215,"Shree Sai Medical TrustS,  Shree Sai Blood Centre, Old Panvel",26.58789653652259,5,1,1,0.03624777984345915
AB+,18144,Ashtavinayak Blood Bank,18173,DevaS Health And Devlopment Foundation Samta Blood Centre,137.1783530619673,30,5,5,0.03618511792333858
AB+,284254,Blood Center District Hospital Aurangabad,18230,Jeevandhara Buldana Urban Blood Centre Run And Managed By Shree Charitable  Trust,109.61986005694853,17,4,4,0.036159872177932144
AB+,18016,K.E.M. Hospital Blood Centre,18215,"Shree Sai Medical TrustS,  Shree Sai Blood Centre, Old Panvel",26.671861090014815,4,1,1,0.03613779343380856
AB+,18237,"Dean, Maeer,S Smt.Saraswati Karad Blood Centre",27119,"Blood Bank Civil Hospital, Solapur",109.7264782966838,708,4,4,0.03612505393048158
AB+,280120,Shree Swami Samarth Blood Centre,284843,"Government Medical College And General Hospital Blood Centre, Baramati,  District  Pune",137.41062217102782,8,5,5,0.03612439509029678
AB+,284140,Arpan Blood Centre Nanded,18290,Dean Government Medical College And Super Speciality Hospital Blood Centre,82.1472714741419,3,5,3,0.036080558589742476
AB+,18078,Noble Charitable Trust S Noble Blood Centre,18059,Bharatratna Dr Babasaheb Ambedkar Mun. Gen. Hospital Blood Centre,137.61103539664654,25,5,5,0.03607216399251402
AB+,284254,Blood Center District Hospital Aurangabad,18277,"Civil Surgeon, District General Hospital Blood Centre",109.91664417091025,17,4,4,0.036063117757479606
AB+,18070,Jehangir Hospital Blood Centre,284514,M/S . Ideal Foundations Ideal Blood Centre,137.68558819538885,6,5,5,0.036052772786713
AB+,284508,Dr.Rajendra Gode Blood Centre And Component Lab,18291,"District - Civil Surgeon,  General Hospital Blood Centre Wardha",82.26091339212122,7,3,3,0.03603131262650648
AB+,284443,"Maharashtra Blood Centre, Waluj Midc, Dist. Chh. Sambhaji Nagar (Aurangabad)",27115,"Blood Bank Civil Hospital, Beed",110.01707402539482,12,4,4,0.03603049382372492
AB+,18040,Sant Nirankari Blood Centre,18173,DevaS Health And Devlopment Foundation Samta Blood Centre,137.77260207589785,8,5,5,0.0360301667995343
AB+,18037,Deepak Foundations Anviksha Blood Centre,18178,"Medical Superintendent, Regional Referal Hospital Blood Bank,(Superspeciality  Hospital) Nashik",137.77311631428353,5,5,5,0.03603003328595975
AB+,18142,"Civil Surgeon, General Hospital, Blood Centre",18173,DevaS Health And Devlopment Foundation Samta Blood Centre,137.80401445512734,36,5,5,0.036022012905227635
AB+,284864,"Sahyaadrie Blood Centre,  Midc Waluj Industrial Area, Vadgaon Kolhati, Chh.  Sambhajinagar.",27115,"Blood Bank Civil Hospital, Beed",110.12627431758993,13,4,4,0.035995087791464354
AB+,18262,"Civil Surgeon, District General Hospital Blood Centre",27115,"Blood Bank Civil Hospital, Beed",110.15159467863089,35,4,4,0.03598688810147146
AB+,18136,M/S. Global Hospital-Super Speciality Andtransplant Centre,18215,"Shree Sai Medical TrustS,  Shree Sai Blood Centre, Old Panvel",26.790841497150662,1,1,1,0.03598307737829846
AB+,284016,"Dr. R.N.Cooper Hospital Blood Centre Vile Parle (W) Mumbai,",18173,DevaS Health And Devlopment Foundation Samta Blood Centre,137.99783595946525,27,5,5,0.0359717830532132
AB+,18081,Aditya Birla Memorial Hospital Blood Centre,284514,M/S . Ideal Foundations Ideal Blood Centre,138.01386543146805,14,5,5,0.03596763520301457
AB+,284510,"Saiseva Blood Cantre, Blood Components And Apheresis Centre",18173,DevaS Health And Devlopment Foundation Samta Blood Centre,138.0276154219475,35,5,5,0.03596407796267703
AB+,18112,"Smbt Institute Of Medical Science And Research Centre, Blood Centre And  Component",283795,Autus Blood Centre,138.07816608634974,16,5,5,0.03595100611907436
AB+,283609,Aiims Nagpur Blood Center,27130,"Medical Supritentent Sub-District (Rural) Hospital Blood Centre, Gadchiroli  Aheri",138.2229746002423,10,5,5,0.03591361278091308
AB+,18034,"Seth V.C.Gandhi And M.A.Vora Municipal General Hospital, Rajawadi ,Ghatkopar",18178,"Medical Superintendent, Regional Referal Hospital Blood Bank,(Superspeciality  Hospital) Nashik",138.2303810738709,10,5,5,0.035911702327002686
AB+,18112,"Smbt Institute Of Medical Science And Research Centre, Blood Centre And  Component",18071,Kem Hospital Blood Centre,138.33227408187298,16,5,5,0.03588544027539486
AB+,18078,Noble Charitable Trust S Noble Blood Centre,280133,"S. S.Venutai Y. Chavan Sub-District Hospital, Blood Centre Karad",138.34999619617375,25,5,5,0.03588087647279957
AB+,284150,"Shri Dhaneshwari Manav Vikas Mandals, Shantai Blood Centre, Pedgaon, Dist.  Parbhani",27115,"Blood Bank Civil Hospital, Beed",110.54965510107267,9,4,4,0.03585847035004894
AB+,27145,"Civil Surgeon, District General Hospital Blood Centre & Blood Component Unit  Hingoli",27129,"Dean, Govt. Medical College Hospital Blood Centre Akola",110.63407419992005,11,4,4,0.03583135372123563
AB+,18108,"Ima, Sahakar Maharshi Shankarrao Mohite Patil Blood Centre",18141,Ahmednagar Municipal Council Blood Centre,138.56714941148368,7,5,5,0.0358250492403379
AB+,18111,"Indian Red Cross Society Blood Centre, Shriman Rambhai Shah Blood Centre",18141,Ahmednagar Municipal Council Blood Centre,138.58225636258243,6,5,5,0.03582117190462857
AB+,18138,Jankalyan Blood Centre,18173,DevaS Health And Devlopment Foundation Samta Blood Centre,138.5840938862199,8,5,5,0.03582070034480922
AB+,18126,"Sai Seva Medical Foundation, Vaibhavlaxmi Blood Centre",284844,"Civil Hospital Palghar Blood Centre, Palghar",54.851023232133294,11,2,2,0.03580954983917504
AB+,284358,"Poona Medical Relief And Research Foundation, Kai Madhukar Sakharam Bidkar  Blood Centre, Pune",18196,Ishwar Seva Trusts Dombivali Blood Center,110.7041849879596,4,5,4,0.03580886428231094
AB+,280120,Shree Swami Samarth Blood Centre,280768,Sanjeevani Blood Centre Bhosari,138.7816492299709,8,5,5,0.03577007445214732
AB+,284140,Arpan Blood Centre Nanded,27146,"Govt. Medical College Blood Centre, Nagpur",82.89326061676482,3,5,3,0.03575972584620814
AB+,18070,Jehangir Hospital Blood Centre,280128,M/S Navi Mumbai Blood Centre,82.92814880706759,6,3,3,0.0357448608439624
AB+,18112,"Smbt Institute Of Medical Science And Research Centre, Blood Centre And  Component",280123,M/S Vidyashree Charitable Trusts Om Blood Centre,138.91663602986696,16,5,5,0.03573556470391903
AB+,18214,"Kakasaheb Chitle  Memorial Centre Sanchalit,  Jankalyan Blood Centre",18059,Bharatratna Dr Babasaheb Ambedkar Mun. Gen. Hospital Blood Centre,138.92399904356225,10,5,5,0.035733684244139995
AB+,18078,Noble Charitable Trust S Noble Blood Centre,18105,Yashwantrao Chavan Blood Centre,138.93576084163038,25,5,5,0.03573068077757947
AB+,18126,"Sai Seva Medical Foundation, Vaibhavlaxmi Blood Centre",280536,Apollo Hospital Charitable Trusts' Apollo Hospital Blood Centre,27.045890285851137,11,1,1,0.03565584796231232
AB+,284555,M/S. Freedom Foundation Sanchlit Lifeline Blood Centre,284350,Manipal Hospitals Pvt Ltd Blood Centre,27.068573294877154,33,1,1,0.035627033461743916
AB+,18216,Rotary Club New Panvel Charitable  Trust S Late Dr. B.V. Limaye Blood Centre,18050,Sevenhills Healthcare Private Limited Hospital Blood Centre,27.07794749041568,1,3,1,0.03561513890363058
AB+,280674,Pandharpur Blood Centre,27109,District General Hospital Blood Bank Satara,139.44542623578062,6,5,5,0.0356010169502136
AB+,18147,Anandrushiji Blood Centre,282733,Rotary Blood Centre,111.3786036366248,37,4,4,0.03559396424726867
AB+,18137,"Padmashri Dr. Vitthalrao Vikhe Patil Foundation Ahmednagar Medical College  Hospital, Blood Bank",27115,"Blood Bank Civil Hospital, Beed",111.40922385817558,6,4,4,0.0355842684675656
AB+,18069,Jankalyan Raktapedhi Pune,280133,"S. S.Venutai Y. Chavan Sub-District Hospital, Blood Centre Karad",139.54864952991042,87,5,5,0.03557487045747772
AB+,18108,"Ima, Sahakar Maharshi Shankarrao Mohite Patil Blood Centre",18068,"Sadhu Vaswani Mission Medical Complex, Inlaks And Budharani Hospital Blood  Centre, Pune",139.5622140357641,7,5,5,0.03557143741864951
AB+,18175,Ndmvps Medical College And Hospital Blood Centre,18059,Bharatratna Dr Babasaheb Ambedkar Mun. Gen. Hospital Blood Centre,139.60725914436537,12,5,5,0.03556004171069405
AB+,18175,Ndmvps Medical College And Hospital Blood Centre,18141,Ahmednagar Municipal Council Blood Centre,139.63120921596484,12,5,5,0.035553985689773804
AB+,18040,Sant Nirankari Blood Centre,18178,"Medical Superintendent, Regional Referal Hospital Blood Bank,(Superspeciality  Hospital) Nashik",139.66185602114084,8,5,5,0.03554623933903249
AB+,18104,Phaltan Medical FoundationS Blood Centre,18083,Smt Kashibai Navale General Hospital Blood Centre,83.40035824378685,8,3,3,0.03554487282310612
AB+,280126,Morya Blood Centre,18001,"Jaslok Hospital And Research Centre, Blood Centre",111.56697774464439,17,4,4,0.0355343998759024
AB+,18144,Ashtavinayak Blood Bank,18178,"Medical Superintendent, Regional Referal Hospital Blood Bank,(Superspeciality  Hospital) Nashik",139.7430375578901,30,5,5,0.035525736027570184
AB+,18147,Anandrushiji Blood Centre,18173,DevaS Health And Devlopment Foundation Samta Blood Centre,139.74900616433652,37,5,5,0.035524229522175606
AB+,18073,"Grant Medical Foundation,  A.H. Wadia Trust Blood Centre",284014,"Shri Kamala Bhavani Blood Centre, Karmala",139.7529180937467,9,5,5,0.03552324220141435
AB+,18089,"Civil Surgeon, General Hospital Blood Centre, Gadchiroli",18290,Dean Government Medical College And Super Speciality Hospital Blood Centre,139.76338158438014,5,5,5,0.035520601620406274
AB+,18145,"Rotary Blood Centre, Rahuri Charitable Trust",284843,"Government Medical College And General Hospital Blood Centre, Baramati,  District  Pune",139.7815400836861,5,5,5,0.035516020047996366
AB+,27108,Jankalyan Blood Center,18158,Indian Red Cross Society Sanchalit Askaran Tarachand Jain Blood Centre,139.84994983698985,346,5,5,0.035498770186192186
AB+,280126,Morya Blood Centre,284514,M/S . Ideal Foundations Ideal Blood Centre,139.87604880241338,17,5,5,0.03549219361633845
AB+,284084,"Washim Blood Centre (Trust), Washim Managed By Ocean Bahuuddeshiya Sanstha,  Pusad, Dist. Yavtmal",18277,"Civil Surgeon, District General Hospital Blood Centre",111.74690568459606,27,4,4,0.035477692054714155
AB+,284016,"Dr. R.N.Cooper Hospital Blood Centre Vile Parle (W) Mumbai,",18178,"Medical Superintendent, Regional Referal Hospital Blood Bank,(Superspeciality  Hospital) Nashik",139.9583619937349,27,5,5,0.03547146780992129
AB+,18171,"Jankalyan Blood Centre, Nashik",18033,Bhabha Atomic Research Centre Hospital Blood Centre,139.96907456615597,15,5,5,0.0354687722494307
AB+,18079,Pimpari Serological Institute Blood Centre,284514,M/S . Ideal Foundations Ideal Blood Centre,140.0605497521724,24,5,5,0.03544577139947661
AB+,18112,"Smbt Institute Of Medical Science And Research Centre, Blood Centre And  Component",18201,"Dr. D.Y. Patil Hospital And Research Centre, Blood Centre",111.8708671612545,16,4,4,0.03543872835038421
AB+,18069,Jankalyan Raktapedhi Pune,18105,Yashwantrao Chavan Blood Centre,140.13565547300874,87,5,5,0.03542690883634445
AB+,18079,Pimpari Serological Institute Blood Centre,18001,"Jaslok Hospital And Research Centre, Blood Centre",111.93891985793992,24,4,4,0.035417374320839926
AB+,283609,Aiims Nagpur Blood Center,284112,Mahalaxmi Blood Centre,140.22099002014588,10,5,5,0.03540550168418112
AB+,18065,"Deenanath Mangeshkar Hospital, Blood Centre",280133,"S. S.Venutai Y. Chavan Sub-District Hospital, Blood Centre Karad",140.35730018396012,7,5,5,0.03537136032941405
AB+,18108,"Ima, Sahakar Maharshi Shankarrao Mohite Patil Blood Centre",280123,M/S Vidyashree Charitable Trusts Om Blood Centre,140.36386197252264,7,5,5,0.03536971847141433
AB+,18142,"Civil Surgeon, General Hospital, Blood Centre",18178,"Medical Superintendent, Regional Referal Hospital Blood Bank,(Superspeciality  Hospital) Nashik",140.37866396776715,36,5,5,0.03536601534967078
AB+,18193,Chidanand Charitable Trust Blood Centre,282733,Rotary Blood Centre,112.1195389789432,8,4,4,0.03536082303822495
AB+,18089,"Civil Surgeon, General Hospital Blood Centre, Gadchiroli",27146,"Govt. Medical College Blood Centre, Nagpur",140.42307399281162,5,5,5,0.0353549096256679
AB+,18248,Noor Hospital Blood Centre,281039,General Hospital Malegaon Blood Centre,140.4366067588749,16,5,5,0.035351526840036125
AB+,18138,Jankalyan Blood Centre,282733,Rotary Blood Centre,112.16879629100785,8,4,4,0.03534543205455859
AB+,27122,Indira Gandhi Medical College & Hospital Nagpur,27130,"Medical Supritentent Sub-District (Rural) Hospital Blood Centre, Gadchiroli  Aheri",140.46691773734085,5,5,5,0.03534395235275722
AB+,18108,"Ima, Sahakar Maharshi Shankarrao Mohite Patil Blood Centre",18071,Kem Hospital Blood Centre,140.48329645182778,7,5,5,0.03533986078492594
AB+,284555,M/S. Freedom Foundation Sanchlit Lifeline Blood Centre,18085,"Indian Red Cross Society, (Late Manikbai Chandulal Saraf ) Blood Centre, Pune",112.20869798811685,33,4,4,0.03533297415380457
AB+,18025,"S. L. Raheja Hospital. Blood Centre, Mahim",18215,"Shree Sai Medical TrustS,  Shree Sai Blood Centre, Old Panvel",27.30661998477709,15,1,1,0.03532742519374571
AB+,18078,Noble Charitable Trust S Noble Blood Centre,18201,"Dr. D.Y. Patil Hospital And Research Centre, Blood Centre",112.23462508528625,25,4,4,0.03532488403602055
AB+,284721,"Kranti Mitra Mandal Public Charitable Trusts, Om Blood Centre, Shirur.",280149,Advanced Centre For Treatment Reasearch And Education In Cancer,140.57334597012132,6,5,5,0.035317382419253106
AB+,18266,"Adarsh Sanskaar Mandal  Sanchalit, Dr. Hedgewar Rakta Pedhi, Blood Centre",283289,Mahatma Basaveshwar Blood Centre,140.584896514398,13,5,5,0.03531450121511755
AB+,280535,Jupiter Lifeline Hospital Blood Centre,18001,"Jaslok Hospital And Research Centre, Blood Centre",112.27551035124564,7,4,4,0.03531213399610178
AB+,280125,Red Plus Blood Centre Pune,18140,Shri Sainath Blood Centre,140.60363760459828,20,5,5,0.03530982737859861
AB+,284510,"Saiseva Blood Cantre, Blood Components And Apheresis Centre",18178,"Medical Superintendent, Regional Referal Hospital Blood Bank,(Superspeciality  Hospital) Nashik",140.6073812915712,35,5,5,0.03530889388954198
AB+,18283,Dr. Hegdewar Blood Centre,283289,Mahatma Basaveshwar Blood Centre,140.6746278535156,9,5,5,0.03529213434864108
AB+,18043,Poona Serological Institute Blood Centre,284014,"Shri Kamala Bhavani Blood Centre, Karmala",140.71519543201742,6,5,5,0.035282031575778076
AB+,18171,"Jankalyan Blood Centre, Nashik",18024,Smt. Kapoorben Vasanji Lathiya Blood Centre,140.72890619659998,15,5,5,0.035278618414399
AB+,284720,"Dr. D.Y. Patil Medical College Hospital And Research Centre Blood Centre,  Pimpri, Pune.",284514,M/S . Ideal Foundations Ideal Blood Centre,140.7374770101005,20,5,5,0.0352764851292202
AB+,284254,Blood Center District Hospital Aurangabad,18278,Dr. Murlidhar Kharche Memorial Jeevan Jyoti Blood Centre,140.77605562250352,17,5,5,0.03526688606229197
AB+,18168,Arpan Blood Centre And Blood Component Laboratory And Research Centre Nashik,18033,Bhabha Atomic Research Centre Hospital Blood Centre,140.779474456714,10,5,5,0.03526603564556536
