blood_group,donor_code,donor_name,recipient_code,recipient_name,distance_km,donor_surplus,recipient_deficit,recommended_units,priority_score
A+,280145,Terna Blood Centre,280662,Mimer Medical College And Garware Blood Centre,76.99035102770593,3,2,2,0.025644197950711926
A+,18226,Lions Blood Centre,18277,"Civil Surgeon, District General Hospital Blood Centre",116.07230407050056,45,3,3,0.02562518969638976
A+,18004,Goodwill Social ClubS Amruta Blood Centre,18277,"Civil Surgeon, District General Hospital Blood Centre",116.08291185729495,36,3,3,0.02562286803779285
A+,283208,Support Multipurpose Society Aadhar Blood Centre,18085,"Indian Red Cross Society, (Late Manikbai Chandulal Saraf ) Blood Centre, Pune",116.21579739396526,61,3,3,0.025593819832295507
A+,280768,Sanjeevani Blood Centre Bhosari,18001,"Jaslok Hospital And Research Centre, Blood Centre",116.25996251520527,6,3,3,0.025584180104193582
A+,282668,Lokmanya Blood Centre,18277,"Civil Surgeon, District General Hospital Blood Centre",116.27546437083346,60,3,3,0.025580798303332947
A+,18214,"Kakasaheb Chitle  Memorial Centre Sanchalit,  Jankalyan Blood Centre",280662,Mimer Medical College And Garware Blood Centre,77.34704642536481,36,2,2,0.025527446039784612
A+,284350,Manipal Hospitals Pvt Ltd Blood Centre,18009,Bombay Red Cross Blood Centre,116.60844070814301,3,5,3,0.02550837322505446
A+,18168,Arpan Blood Centre And Blood Component Laboratory And Research Centre Nashik,18140,Shri Sainath Blood Centre,77.42668829778634,2,5,2,0.02550152305814565
A+,284350,Manipal Hospitals Pvt Ltd Blood Centre,18006,St. GeorgeS Hospital And Regional  Blood Centre,116.76189329749427,3,5,3,0.02547513389939557
A+,283305,Surabhi Hospital Pvt.Ltd. Surabhi Blood Centre,18083,Smt Kashibai Navale General Hospital Blood Centre,117.11995780934662,35,3,3,0.025397909511974237
A+,280770,Jeevan Adhar Blood Centre Nanded,18236,"Indian Red Cross Society, Dr. Bhalchandra Blood Centre",117.12628186806809,10,3,3,0.025396549798719775
A+,18137,"Padmashri Dr. Vitthalrao Vikhe Patil Foundation Ahmednagar Medical College  Hospital, Blood Bank",18085,"Indian Red Cross Society, (Late Manikbai Chandulal Saraf ) Blood Centre, Pune",117.36942863947539,17,3,3,0.025344381860093905
A+,284350,Manipal Hospitals Pvt Ltd Blood Centre,18008,"Cama And Albles Hosp., Abdul Fazalbhoy Blood Centre",117.37128348287743,3,5,3,0.025343984721040505
A+,27116,"Blood Bank Civil Hospital, Alibag",280142,"Maharashtra Bloodbank, Component And Apheresis Center",117.4525431087968,26,3,3,0.025326598494762136
A+,280537,M/S. Sri. Bhagwant Blood Centre,280140,"M.M.Patel Public Charitable Trust,  Ashwini Rural Medical College And Hospital  Blood Centre",77.98395086625162,123,2,2,0.025321599870165055
A+,282571,"Shri Manoharpant Sapate Bahuuddeshiya Samajseva Sansthan TrustS, M/S. Medicare  Blood Centre",280140,"M.M.Patel Public Charitable Trust,  Ashwini Rural Medical College And Hospital  Blood Centre",77.98395086625162,14,2,2,0.025321599870165055
A+,284350,Manipal Hospitals Pvt Ltd Blood Centre,280738,Superitendent Gokuldas Tejpal Hospital,117.53792393370946,3,5,3,0.025308356182091603
A+,284350,Manipal Hospitals Pvt Ltd Blood Centre,18014,Bombay Hospital Trust Blood Centre,117.7061039379861,3,5,3,0.02527249990082436
A+,18034,"Seth V.C.Gandhi And M.A.Vora Municipal General Hospital, Rajawadi ,Ghatkopar",282733,Rotary Blood Centre,117.92382043236147,14,3,3,0.025226232970763544
A+,18111,"Indian Red Cross Society Blood Centre, Shriman Rambhai Shah Blood Centre",18085,"Indian Red Cross Society, (Late Manikbai Chandulal Saraf ) Blood Centre, Pune",118.11833554936865,37,3,3,0.02518503961765524
A+,18214,"Kakasaheb Chitle  Memorial Centre Sanchalit,  Jankalyan Blood Centre",18001,"Jaslok Hospital And Research Centre, Blood Centre",118.14666713868672,36,3,3,0.02517905092979227
A+,27154,"Sir, J.J. Group Hospital Blood Centre, Byculla Mumbai",282733,Rotary Blood Centre,118.16138027715087,25,3,3,0.025175942012609
A+,284529,Spandan Blood Centre,284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",118.22370198652062,26,3,3,0.025162781812790705
A+,18080,Konkan Mitra Mandal Medical TrustS Sahyadri Speaciality Hospital Blood Centre,284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",118.22980908675136,18,3,3,0.025161492943574254
A+,18147,Anandrushiji Blood Centre,18083,Smt Kashibai Navale General Hospital Blood Centre,118.32982289970172,90,3,3,0.025140404360790337
A+,27154,"Sir, J.J. Group Hospital Blood Centre, Byculla Mumbai",18083,Smt Kashibai Navale General Hospital Blood Centre,118.37179554798921,25,3,3,0.025131564673448813
A+,284350,Manipal Hospitals Pvt Ltd Blood Centre,18017,Masina Hospital Blood Centre,118.44384527277306,3,5,3,0.025116405061716838
A+,18137,"Padmashri Dr. Vitthalrao Vikhe Patil Foundation Ahmednagar Medical College  Hospital, Blood Bank",282733,Rotary Blood Centre,118.44917222316595,17,3,3,0.02511528497154525
A+,18058,Sion Blood Centre,282733,Rotary Blood Centre,118.53442849077958,54,3,3,0.025097371844057532
A+,18030,K.J.Somaiya Medical College And Hospital Blood Centre,282733,Rotary Blood Centre,118.5721678300765,29,3,3,0.025089450617498944
A+,18018,N.M Wadia Hospital Blood Centre Parel Mumbai,282733,Rotary Blood Centre,118.70616115151968,14,3,3,0.025061366692752846
A+,18216,Rotary Club New Panvel Charitable  Trust S Late Dr. B.V. Limaye Blood Centre,18205,Mira Bhayandar Muncipal Corporation Rajeev Gandhi Blood Centre,38.93313067345563,11,1,1,0.025041863313379546
A+,18065,"Deenanath Mangeshkar Hospital, Blood Centre",284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",118.96964807873248,40,3,3,0.02500632491670885
A+,18190,Kai Wamanrao Oka Rakta Kendra,282733,Rotary Blood Centre,119.00106736303033,13,3,3,0.024999777634679886
A+,18042,"Matoshri Valbai Mulji Shah, Arpan Blood Centre",282733,Rotary Blood Centre,119.02820486986668,3,3,3,0.024994125366221785
A+,18042,"Matoshri Valbai Mulji Shah, Arpan Blood Centre",283795,Autus Blood Centre,119.02820486986668,3,5,3,0.024994125366221785
A+,18189,Jupiter Hospital Blood Centre,282733,Rotary Blood Centre,119.03995359156352,10,3,3,0.024991679105504434
A+,18184,"Vitthal  Sayanna General  Hospital (Civil Hospital) Blood Centre, Thane",282733,Rotary Blood Centre,119.05948280686229,35,3,3,0.0249876138882428
A+,18185,Navjeevan Blood Centre Mangaed By Spvf,282733,Rotary Blood Centre,119.128968451087,14,3,3,0.02497316041818433
A+,18034,"Seth V.C.Gandhi And M.A.Vora Municipal General Hospital, Rajawadi ,Ghatkopar",18083,Smt Kashibai Navale General Hospital Blood Centre,119.12938156124164,14,3,3,0.024973074538559976
A+,18035,"Sushilaben R. Mehta And Sir. Kikabai Cardiac Institute, Blood Centre",282733,Rotary Blood Centre,119.15596750717167,25,3,3,0.02496754894692135
A+,18138,Jankalyan Blood Centre,18083,Smt Kashibai Navale General Hospital Blood Centre,119.16516888317368,41,3,3,0.024965637113335593
A+,284350,Manipal Hospitals Pvt Ltd Blood Centre,18007,Saifee Hospital Trust Blood Centre,119.18379204375407,3,5,3,0.02496176854619316
A+,18080,Konkan Mitra Mandal Medical TrustS Sahyadri Speaciality Hospital Blood Centre,18001,"Jaslok Hospital And Research Centre, Blood Centre",119.19125334008488,18,3,3,0.024960218956294654
A+,284350,Manipal Hospitals Pvt Ltd Blood Centre,18183,"Mahatma Gandhi Blood Centre,  Operated By Task",119.19701162764602,3,4,3,0.02495902318514866
A+,18016,K.E.M. Hospital Blood Centre,282733,Rotary Blood Centre,119.23027886822597,12,3,3,0.024952117122576428
A+,18136,M/S. Global Hospital-Super Speciality Andtransplant Centre,282733,Rotary Blood Centre,119.23978218705021,13,3,3,0.02495014499721124
A+,18031,"L.T.M.G., Municipal Hospital Blood Centre",282733,Rotary Blood Centre,119.2921971247333,44,3,3,0.02493927346666752
A+,284350,Manipal Hospitals Pvt Ltd Blood Centre,27107,TATA MEMORIAL CENTRE-ACTREC,119.29688367318023,3,5,3,0.02493830187779702
A+,18022,Sir H N Hospital And Research Centre Blood Centre,282733,Rotary Blood Centre,119.30108538492665,8,3,3,0.024937430866902973
A+,18058,Sion Blood Centre,18083,Smt Kashibai Navale General Hospital Blood Centre,119.34667448120452,54,3,3,0.024927984200083016
A+,18175,Ndmvps Medical College And Hospital Blood Centre,280142,"Maharashtra Bloodbank, Component And Apheresis Center",119.3473444966581,52,3,3,0.024927845417339528
A+,18018,N.M Wadia Hospital Blood Centre Parel Mumbai,18083,Smt Kashibai Navale General Hospital Blood Centre,119.35257416697553,14,3,3,0.024926762229762037
A+,284454,"Bhavar Blood Centre,  Badlapur (E), Taluka Ambernath, Dist. Thane",282733,Rotary Blood Centre,119.40056963052706,23,3,3,0.0249168256363412
A+,284448,"Shwas Foundation Poona Blood Centre, Narayangaon, Tal- Junnar, Dist. Pune",284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",119.40056963052706,17,3,3,0.0249168256363412
A+,284358,"Poona Medical Relief And Research Foundation, Kai Madhukar Sakharam Bidkar  Blood Centre, Pune",284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",119.40056963052706,30,3,3,0.0249168256363412
A+,284350,Manipal Hospitals Pvt Ltd Blood Centre,284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",119.40056963052706,3,3,3,0.0249168256363412
A+,283260,Samarpit Bahuddeshiya Sevabhavi Sanshta Tarpan Blood Centre,284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",119.40056963052706,18,3,3,0.0249168256363412
A+,18084,Chakan Blood Centre,284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",119.40056963052706,73,3,3,0.0249168256363412
A+,282601,Symbiosis University Hospital And Research Center Blood Centre Of Symbiosis  Trust,284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",119.40056963052706,60,3,3,0.0249168256363412
A+,283207,Muktai Blood Centre Of Shivpooja Bahuudeshiya Shikhan Prasarak Mandal Solapur,284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",119.40056963052706,52,3,3,0.0249168256363412
A+,282577,"Welfare And Educational Trust Of Nmrcw, Chemist Blood Centre",282733,Rotary Blood Centre,119.40056963052706,41,3,3,0.0249168256363412
A+,282570,Sankalp Blood Centre,282733,Rotary Blood Centre,119.40056963052706,25,3,3,0.0249168256363412
A+,18022,Sir H N Hospital And Research Centre Blood Centre,18083,Smt Kashibai Navale General Hospital Blood Centre,119.44103460057146,8,3,3,0.02490845424858021
A+,18030,K.J.Somaiya Medical College And Hospital Blood Centre,18083,Smt Kashibai Navale General Hospital Blood Centre,119.47498001898573,29,3,3,0.024901435962282194
A+,18047,Fortis  Hospital Blood Centre,282733,Rotary Blood Centre,119.565427673593,19,3,3,0.02488275501433052
A+,18065,"Deenanath Mangeshkar Hospital, Blood Centre",18001,"Jaslok Hospital And Research Centre, Blood Centre",119.65465757489038,40,3,3,0.024864353024564335
A+,27120,Sasoon Blood Centre Pune,284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",119.65779871380589,4,3,3,0.024863705719643088
A+,18136,M/S. Global Hospital-Super Speciality Andtransplant Centre,18083,Smt Kashibai Navale General Hospital Blood Centre,119.7139105893532,13,3,3,0.024852148235056812
A+,18016,K.E.M. Hospital Blood Centre,18083,Smt Kashibai Navale General Hospital Blood Centre,119.72324888381115,12,3,3,0.02485022584910152
A+,18003,"Byl Nair Hospital, Blood Centre",282733,Rotary Blood Centre,119.78602700512033,14,3,3,0.024837310029849933
A+,18035,"Sushilaben R. Mehta And Sir. Kikabai Cardiac Institute, Blood Centre",18083,Smt Kashibai Navale General Hospital Blood Centre,119.90984997723288,25,3,3,0.024811874306062697
A+,283305,Surabhi Hospital Pvt.Ltd. Surabhi Blood Centre,18169,Civil Hospital Blood Centre Nashik,119.91092888707567,35,3,3,0.024811652905270782
A+,284016,"Dr. R.N.Cooper Hospital Blood Centre Vile Parle (W) Mumbai,",282733,Rotary Blood Centre,119.99270612389516,124,3,3,0.024794883064505013
A+,18003,"Byl Nair Hospital, Blood Centre",18083,Smt Kashibai Navale General Hospital Blood Centre,120.03671226842584,14,3,3,0.0247858682194443
A+,284510,"Saiseva Blood Cantre, Blood Components And Apheresis Centre",18083,Smt Kashibai Navale General Hospital Blood Centre,120.08418407129399,7,3,3,0.0247761507665907
A+,18031,"L.T.M.G., Municipal Hospital Blood Centre",18083,Smt Kashibai Navale General Hospital Blood Centre,120.13436251656071,44,3,3,0.024765887545657072
A+,284529,Spandan Blood Centre,18001,"Jaslok Hospital And Research Centre, Blood Centre",120.31022653736103,26,3,3,0.024729984318972994
A+,18142,"Civil Surgeon, General Hospital, Blood Centre",18083,Smt Kashibai Navale General Hospital Blood Centre,120.41814205085228,60,3,3,0.024708004498566135
A+,18073,"Grant Medical Foundation,  A.H. Wadia Trust Blood Centre",284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",120.4581194048313,23,3,3,0.02469987197809904
A+,18204,Bhiwandi Blood Centre,282733,Rotary Blood Centre,120.52491940287679,8,3,3,0.024686294915814467
A+,18286,Jeevan Jyoti Blood Centre And Component,284509,Sankalp Blood Centre,39.565415165048,1,5,1,0.024651541120220572
A+,18023,Shushrusha Citizens Co-Op Hospital Blood Centre,282733,Rotary Blood Centre,120.71677456803435,19,3,3,0.024647383326142372
A+,18043,Poona Serological Institute Blood Centre,284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",120.72515067717687,66,3,3,0.024645687298890252
A+,18042,"Matoshri Valbai Mulji Shah, Arpan Blood Centre",18083,Smt Kashibai Navale General Hospital Blood Centre,120.74049918498294,3,3,3,0.02464258007880798
A+,280123,M/S Vidyashree Charitable Trusts Om Blood Centre,284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",120.74533769324806,102,3,3,0.024641600712126312
A+,18186,Lokamanya Tssia  Blood Centre,282733,Rotary Blood Centre,120.85139679149182,8,3,3,0.024620152735167274
A+,284448,"Shwas Foundation Poona Blood Centre, Narayangaon, Tal- Junnar, Dist. Pune",18001,"Jaslok Hospital And Research Centre, Blood Centre",120.85323902504763,17,3,3,0.024619780516325324
A+,284358,"Poona Medical Relief And Research Foundation, Kai Madhukar Sakharam Bidkar  Blood Centre, Pune",18001,"Jaslok Hospital And Research Centre, Blood Centre",120.85323902504763,30,3,3,0.024619780516325324
A+,284350,Manipal Hospitals Pvt Ltd Blood Centre,18001,"Jaslok Hospital And Research Centre, Blood Centre",120.85323902504763,3,3,3,0.024619780516325324
A+,283260,Samarpit Bahuddeshiya Sevabhavi Sanshta Tarpan Blood Centre,18001,"Jaslok Hospital And Research Centre, Blood Centre",120.85323902504763,18,3,3,0.024619780516325324
A+,18084,Chakan Blood Centre,18001,"Jaslok Hospital And Research Centre, Blood Centre",120.85323902504763,73,3,3,0.024619780516325324
A+,282601,Symbiosis University Hospital And Research Center Blood Centre Of Symbiosis  Trust,18001,"Jaslok Hospital And Research Centre, Blood Centre",120.85323902504763,60,3,3,0.024619780516325324
A+,283207,Muktai Blood Centre Of Shivpooja Bahuudeshiya Shikhan Prasarak Mandal Solapur,18001,"Jaslok Hospital And Research Centre, Blood Centre",120.85323902504763,52,3,3,0.024619780516325324
A+,280757,Nh Srcc ChildrenS Hospital Blood Centre,282733,Rotary Blood Centre,120.91735202132045,18,3,3,0.024606833648055045
A+,280120,Shree Swami Samarth Blood Centre,18083,Smt Kashibai Navale General Hospital Blood Centre,121.00096967309582,34,3,3,0.024589968489910886
A+,18144,Ashtavinayak Blood Bank,18083,Smt Kashibai Navale General Hospital Blood Centre,121.0351313900305,59,3,3,0.02458308493487705
A+,283286,Raigad Hospital Blood Centre Of Saraswati Education Society,282733,Rotary Blood Centre,121.09620530514009,8,3,3,0.02457078819527984
A+,18069,Jankalyan Raktapedhi Pune,284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",121.09642448897151,88,3,3,0.024570744086539392
A+,284016,"Dr. R.N.Cooper Hospital Blood Centre Vile Parle (W) Mumbai,",18083,Smt Kashibai Navale General Hospital Blood Centre,121.10403194628417,124,3,3,0.02456921325349646
A+,18082,Rakesh Jain Memorial Blood Centre,284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",121.11025702169847,12,3,3,0.024567960736229657
A+,27120,Sasoon Blood Centre Pune,18001,"Jaslok Hospital And Research Centre, Blood Centre",121.11858504583736,4,3,3,0.024566285294527007
A+,18190,Kai Wamanrao Oka Rakta Kendra,18083,Smt Kashibai Navale General Hospital Blood Centre,121.14226783966124,13,3,3,0.024561522010858386
A+,18068,"Sadhu Vaswani Mission Medical Complex, Inlaks And Budharani Hospital Blood  Centre, Pune",284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",121.14557059146591,5,3,3,0.024560857880257875
A+,280757,Nh Srcc ChildrenS Hospital Blood Centre,18083,Smt Kashibai Navale General Hospital Blood Centre,121.17143733649426,18,3,3,0.024555657733134152
A+,18189,Jupiter Hospital Blood Centre,18083,Smt Kashibai Navale General Hospital Blood Centre,121.18063734917212,10,3,3,0.024553808730154964
A+,18015,"P.D. Hinduja Hospital And Medical Research, Blood Centre",282733,Rotary Blood Centre,121.19109521910757,7,3,3,0.024551707263287356
A+,18185,Navjeevan Blood Centre Mangaed By Spvf,18083,Smt Kashibai Navale General Hospital Blood Centre,121.24168227615411,14,3,3,0.024541547074121175
A+,18184,"Vitthal  Sayanna General  Hospital (Civil Hospital) Blood Centre, Thane",18083,Smt Kashibai Navale General Hospital Blood Centre,121.27495507716695,35,3,3,0.02453486896075095
A+,18023,Shushrusha Citizens Co-Op Hospital Blood Centre,18083,Smt Kashibai Navale General Hospital Blood Centre,121.33694761592716,19,3,3,0.02452243625873683
A+,283286,Raigad Hospital Blood Centre Of Saraswati Education Society,18143,Dr. JondhaleS Nityaseva Blood Centre,121.3749202261815,8,3,3,0.024514827012391098
A+,18025,"S. L. Raheja Hospital. Blood Centre, Mahim",282733,Rotary Blood Centre,121.4009141414975,6,3,3,0.024509620872046348
A+,18047,Fortis  Hospital Blood Centre,18083,Smt Kashibai Navale General Hospital Blood Centre,121.41927611375515,19,3,3,0.02450594461294088
A+,284350,Manipal Hospitals Pvt Ltd Blood Centre,18005,Breach Candy Hospital Trust Blood Centre,121.42091852849214,3,5,3,0.02450561583804636
A+,284454,"Bhavar Blood Centre,  Badlapur (E), Taluka Ambernath, Dist. Thane",18083,Smt Kashibai Navale General Hospital Blood Centre,121.55898640436055,23,3,3,0.024478009226529165
A+,282577,"Welfare And Educational Trust Of Nmrcw, Chemist Blood Centre",18083,Smt Kashibai Navale General Hospital Blood Centre,121.55898640436055,41,3,3,0.024478009226529165
A+,282570,Sankalp Blood Centre,18083,Smt Kashibai Navale General Hospital Blood Centre,121.55898640436055,25,3,3,0.024478009226529165
A+,18061,"Acharya Anandrishiji Blood Centre, Pune",280662,Mimer Medical College And Garware Blood Centre,80.762176407237,54,2,2,0.0244611883866508
A+,284765,"Shree Sainath Blood Centre, Sinnar, Tal. Sinnar, Dist. Nashik",18295,"Arpan Blood Centre,Blood Component Lab. And Aphersis Centre",39.90702927063759,2,1,1,0.024445676399136224
A+,18015,"P.D. Hinduja Hospital And Medical Research, Blood Centre",18083,Smt Kashibai Navale General Hospital Blood Centre,121.87777988008474,7,3,3,0.024414503606165993
A+,18195,Kalyan Dombivali Muncipal Corporation Sponsered Nandakishore Educaation Society  Arpan Blood Bank,280662,Mimer Medical College And Garware Blood Centre,81.0145724121064,28,2,2,0.024385910225202544
A+,18214,"Kakasaheb Chitle  Memorial Centre Sanchalit,  Jankalyan Blood Centre",18085,"Indian Red Cross Society, (Late Manikbai Chandulal Saraf ) Blood Centre, Pune",122.0583644629191,36,3,3,0.024378676029811717
A+,18184,"Vitthal  Sayanna General  Hospital (Civil Hospital) Blood Centre, Thane",18169,Civil Hospital Blood Centre Nashik,122.09170500035829,35,3,3,0.0243720728378185
A+,18069,Jankalyan Raktapedhi Pune,18001,"Jaslok Hospital And Research Centre, Blood Centre",122.11425057395965,88,3,3,0.02436760964725022
A+,282562,Kokilaben Dhirubhai Ambani Hospital Navi Mumbai Blood Centre,18169,Civil Hospital Blood Centre Nashik,122.17047310105765,15,3,3,0.024356486781849013
A+,280123,M/S Vidyashree Charitable Trusts Om Blood Centre,18001,"Jaslok Hospital And Research Centre, Blood Centre",122.18207286176654,102,3,3,0.024354193189836677
A+,18025,"S. L. Raheja Hospital. Blood Centre, Mahim",18083,Smt Kashibai Navale General Hospital Blood Centre,122.18282365200682,6,3,3,0.02435404475282237
A+,18199,"Navi Mumbai Muncipal Corporation, Blood Centre",280662,Mimer Medical College And Garware Blood Centre,81.15390563695438,8,2,2,0.024344551661830697
A+,18043,Poona Serological Institute Blood Centre,18001,"Jaslok Hospital And Research Centre, Blood Centre",122.2310786421558,66,3,3,0.02434450816349292
A+,18179,"Nashik Blood Bank And Transfusion Research Institute Blood Bank(Jijau Mahila  Sewabhavi Sanstha, Nash",284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",122.2835007822754,11,3,3,0.024334156484557855
A+,18050,Sevenhills Healthcare Private Limited Hospital Blood Centre,282733,Rotary Blood Centre,122.30020777056575,15,3,3,0.024330859243824898
A+,18209,Vijayee Blood Centre Vasai (W),18173,DevaS Health And Devlopment Foundation Samta Blood Centre,122.3706776318394,3,5,3,0.024316961352458054
A+,18082,Rakesh Jain Memorial Blood Centre,18001,"Jaslok Hospital And Research Centre, Blood Centre",122.48023259756279,12,3,3,0.024295386693814935
A+,18073,"Grant Medical Foundation,  A.H. Wadia Trust Blood Centre",18001,"Jaslok Hospital And Research Centre, Blood Centre",122.50440499088259,23,3,3,0.024290631578861237
A+,18209,Vijayee Blood Centre Vasai (W),18169,Civil Hospital Blood Centre Nashik,122.70840506935821,3,3,3,0.024250575361617698
A+,284350,Manipal Hospitals Pvt Ltd Blood Centre,18038,"K.B.Bhabha Muncipal General Hospital, Blood Centre",122.88542384020566,3,5,3,0.02421592393201615
A+,284433,"Ayush Blood Centre, Vaduj, Tal. Khatav, Dist. Satara",18265,"Nandkishor Education Society Trust, Arpan Voluntary Blood Centre",40.309654219787525,55,1,1,0.024207416374862685
A+,18186,Lokamanya Tssia  Blood Centre,18083,Smt Kashibai Navale General Hospital Blood Centre,122.9370891152776,8,3,3,0.024205829113911254
A+,18039,Lilavati Hospital And Research Centre Blood Centre,282733,Rotary Blood Centre,122.96159425253663,13,3,3,0.0242010440256871
A+,284454,"Bhavar Blood Centre,  Badlapur (E), Taluka Ambernath, Dist. Thane",18169,Civil Hospital Blood Centre Nashik,122.99602357970578,23,3,3,0.024194324248402795
A+,282577,"Welfare And Educational Trust Of Nmrcw, Chemist Blood Centre",18169,Civil Hospital Blood Centre Nashik,122.99602357970578,41,3,3,0.024194324248402795
A+,282570,Sankalp Blood Centre,18169,Civil Hospital Blood Centre Nashik,122.99602357970578,25,3,3,0.024194324248402795
A+,284350,Manipal Hospitals Pvt Ltd Blood Centre,18051,V.N. Desai Municipal General Hospital Blood Centre,123.01293524542452,3,5,3,0.0241910248641638
A+,18190,Kai Wamanrao Oka Rakta Kendra,18169,Civil Hospital Blood Centre Nashik,123.2440222687699,13,3,3,0.024146030893222967
A+,18189,Jupiter Hospital Blood Centre,18169,Civil Hospital Blood Centre Nashik,123.25394142554555,10,3,3,0.024144103322449824
A+,18044,Bandra Holly Family Hospital Society Blood Centre,282733,Rotary Blood Centre,123.35399605755724,31,3,3,0.024124677092093205
A+,18068,"Sadhu Vaswani Mission Medical Complex, Inlaks And Budharani Hospital Blood  Centre, Pune",18001,"Jaslok Hospital And Research Centre, Blood Centre",123.36015880206655,5,3,3,0.02412348157881371
A+,18171,"Jankalyan Blood Centre, Nashik",284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",123.39211447471018,46,3,3,0.02411728438469403
A+,18129,Chattrapati Shahu Maharaj Aadhar Blood Centre,284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",123.60832710813513,60,3,3,0.02407543757004778
A+,18204,Bhiwandi Blood Centre,18083,Smt Kashibai Navale General Hospital Blood Centre,123.6175679753178,8,3,3,0.024073652284677796
A+,18193,Chidanand Charitable Trust Blood Centre,280662,Mimer Medical College And Garware Blood Centre,82.08721794942986,21,2,2,0.024071091190190994
A+,18050,Sevenhills Healthcare Private Limited Hospital Blood Centre,18083,Smt Kashibai Navale General Hospital Blood Centre,123.64725340520667,15,3,3,0.024067919011801397
A+,18040,Sant Nirankari Blood Centre,282733,Rotary Blood Centre,123.68278440719881,51,3,3,0.02406106034817417
A+,18185,Navjeevan Blood Centre Mangaed By Spvf,18169,Civil Hospital Blood Centre Nashik,123.6924749830672,14,3,3,0.024059190423539108
A+,18039,Lilavati Hospital And Research Centre Blood Centre,18083,Smt Kashibai Navale General Hospital Blood Centre,123.72619345913624,13,3,3,0.024052686262592333
A+,18209,Vijayee Blood Centre Vasai (W),18178,"Medical Superintendent, Regional Referal Hospital Blood Bank,(Superspeciality  Hospital) Nashik",123.73182685857292,3,5,3,0.02405159994490859
A+,18129,Chattrapati Shahu Maharaj Aadhar Blood Centre,18001,"Jaslok Hospital And Research Centre, Blood Centre",123.84286455563164,60,3,3,0.0240302079792727
A+,18052,Holy Spirit Hospital Blood Centre,282733,Rotary Blood Centre,123.95309325033786,10,3,3,0.024009009476777306
A+,18064,M/S Bharati Vidyapeeth Medical Foundations Bharati Hospital Blood Centre,284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",124.06731850894549,18,3,3,0.023987081803352357
A+,18044,Bandra Holly Family Hospital Society Blood Centre,18083,Smt Kashibai Navale General Hospital Blood Centre,124.1387912067821,31,3,3,0.023973381643448463
A+,18064,M/S Bharati Vidyapeeth Medical Foundations Bharati Hospital Blood Centre,18001,"Jaslok Hospital And Research Centre, Blood Centre",124.1476786039139,18,3,3,0.023971679167097047
A+,18186,Lokamanya Tssia  Blood Centre,18169,Civil Hospital Blood Centre Nashik,124.22017820079643,8,3,3,0.023957800117400882
A+,18149,Laksh Foundation New Arpan Voluntary Blood Centre Ahmednagar,284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi,  Dist. Thane",124.28640880413245,22,3,3,0.023945135219655588
A+,282562,Kokilaben Dhirubhai Ambani Hospital Navi Mumbai Blood Centre,280662,Mimer Medical College And Garware Blood Centre,82.5385793945071,15,2,2,0.023941034363956466
A+,284140,Arpan Blood Centre Nanded,27122,Indira Gandhi Medical College & Hospital Nagpur,82.54240926833788,29,2,2,0.023939936823895135
