district,blood_group,observations,blood_banks,average_stock,median_stock,stockout_percentage,low_stock_percentage,stock_volatility,recovery_rate,stockout_percentage_score,low_stock_percentage_score,stock_volatility_score,recovery_weakness_score,hotspot_score,hotspot_class
Osmanabad,O+,96,4,40.916666666666664,33.5,2.083333333333333,3.125,0.7920748058097784,50.0,11.071428571428571,7.857142857142857,12.857142857142856,28.035714285714285,14.955357142857142,Lower
Osmanabad,O-,96,4,2.7916666666666665,2.0,11.458333333333332,76.04166666666666,0.939113206969515,51.11111111111111,29.28571428571429,98.21428571428571,25.0,24.642857142857146,44.285714285714285,Lower
Palghar,A+,258,11,10.949612403100776,7.0,21.705426356589147,22.868217054263564,1.1935347279572568,18.055555555555557,46.964285714285715,42.5,58.92857142857143,75.71428571428571,56.02678571428572,Moderate
Palghar,A-,258,11,1.2790697674418605,0.0,52.71317829457365,47.286821705426355,1.259804523732364,10.925925925925927,84.28571428571429,69.28571428571428,63.92857142857142,85.35714285714285,75.71428571428571,High
Palghar,AB+,258,11,3.2364341085271318,3.0,31.007751937984494,48.06201550387597,1.0377983187963893,26.360544217687075,60.71428571428571,70.35714285714286,40.0,62.5,58.39285714285714,Moderate
Palghar,AB-,258,11,0.2441860465116279,0.0,79.06976744186046,20.930232558139537,2.065261756400137,12.02020202020202,95.71428571428572,40.714285714285715,92.14285714285714,84.64285714285714,78.30357142857143,Critical
Palghar,B+,258,11,16.0968992248062,6.5,19.379844961240313,27.906976744186046,1.3044647948918768,16.666666666666668,44.642857142857146,50.0,67.5,77.14285714285715,59.82142857142857,Moderate
Palghar,B-,258,11,0.7790697674418605,0.0,60.07751937984496,39.53488372093023,2.2238138158192395,4.604559527160147,90.35714285714286,61.07142857142858,93.21428571428572,92.14285714285714,84.19642857142858,Critical
Palghar,O+,258,11,24.550387596899224,20.0,21.705426356589147,14.34108527131783,1.0691625521016892,12.5,46.964285714285715,29.28571428571429,43.92857142857143,83.92857142857143,51.026785714285715,Lower
Palghar,O-,258,11,1.802325581395349,1.0,46.51162790697674,45.348837209302324,1.7398434271176515,16.401515151515152,80.0,67.14285714285714,86.42857142857143,78.92857142857143,78.125,Critical
Parbhani,A+,168,7,49.767857142857146,43.5,2.380952380952381,20.833333333333336,0.846829128019775,25.0,12.321428571428573,40.17857142857143,16.428571428571427,65.35714285714286,33.57142857142857,Lower
Parbhani,A-,168,7,3.2142857142857144,2.0,31.547619047619047,41.07142857142857,1.141149517908246,40.0,61.78571428571429,62.5,52.142857142857146,40.17857142857143,54.15178571428572,Moderate
Parbhani,AB+,168,7,20.142857142857142,10.0,3.571428571428571,26.190476190476193,0.9805269126891526,62.5,15.892857142857142,47.14285714285714,31.428571428571427,18.035714285714285,28.125,Lower
Parbhani,AB-,168,7,1.5119047619047619,1.5,33.92857142857143,66.07142857142857,0.9464226283387264,50.0,65.71428571428571,91.78571428571428,25.71428571428571,28.035714285714285,52.8125,Lower
Parbhani,B+,168,7,54.75595238095238,23.0,0.0,16.666666666666664,1.0486318336090266,,3.214285714285714,33.39285714285714,41.42857142857143,5.892857142857142,20.982142857142854,Lower
Parbhani,B-,168,7,3.1607142857142856,2.0,8.928571428571429,72.02380952380952,0.7760019489400418,65.0,26.785714285714285,96.42857142857143,10.714285714285714,16.607142857142858,37.63392857142858,Lower
Parbhani,O+,168,7,68.11309523809524,50.5,0.0,19.047619047619047,0.8934313686791563,,3.214285714285714,37.857142857142854,20.0,5.892857142857142,16.741071428571427,Lower
