hospital_code,blood_bank_name,district,degree,degree_centrality,betweenness_centrality,closeness_centrality
284360,"Criticare Asia Hospital Blood Centre, Pvt. Ltd., Kurla (W), Mumbai",Mumbai,73,0.22188449848024316,9.266809993327898e-06,0.014144392564238994
27146,"Govt. Medical College Blood Centre, Nagpur",Nagpur,18,0.0547112462006079,0.0,0.002308005139156857
284359,"Maha Victory Charitable Trust, Lifeline Blood Centre, Bapgaon, Tal. Bhiwandi, Dist. Thane",Thane,70,0.2127659574468085,0.0,0.011774238518003789
284358,"Poona Medical Relief And Research Foundation, Kai Madhukar Sakharam Bidkar Blood Centre, Pune",Pune,30,0.0911854103343465,0.0,0.01588380147723642
27145,"Civil Surgeon, District General Hospital Blood Centre & Blood Component Unit Hingoli",Hingoli,4,0.0121580547112462,0.0,0.0003116518183431019
284112,Mahalaxmi Blood Centre,Kolhapur,3,0.00911854103343465,0.0,0.00035189581156768417
284350,Manipal Hospitals Pvt Ltd Blood Centre,Pune,30,0.0911854103343465,0.0,0.01588380147723642
18201,"Dr. D.Y. Patil Hospital And Research Centre, Blood Centre",Thane,74,0.22492401215805471,1.8533619986655795e-05,0.010722048784349354
283260,Samarpit Bahuddeshiya Sevabhavi Sanshta Tarpan Blood Centre,Pune,30,0.0911854103343465,0.0,0.01588380147723642
18203,"Jai Matadi Bahuuddeshiya Sevabhavi Sasthas Guru Gobindsinghji Blood Centre, Blood Comp And Aphs Nand",Nanded,6,0.0182370820668693,0.0,0.010740476246793034
18204,Bhiwandi Blood Centre,Thane,74,0.22492401215805471,0.0011120171991993476,0.007459483337256001
27154,"Sir, J.J. Group Hospital Blood Centre, Byculla Mumbai",Mumbai,74,0.22492401215805471,0.0,0.010678145931058435
27152,Bai Gangabai Ladies Hospital Blood Centre Gondiya,Gondiya,1,0.00303951367781155,0.0,0.012105191639135858
284589,M/S. Jai Mata Di Bahuddeshiya SansthaS Melghat Blood Centre,Amravati,0,0.0,0.0,0.0
18209,Vijayee Blood Centre Vasai (W),Palghar,75,0.22796352583586627,0.003706723997331159,0.006718760809555208
284467,"Mahalaxmi Blood Centre, Kagal,Kolhapur",Kolhapur,3,0.00911854103343465,0.0,0.00035189581156768417
18205,Mira Bhayandar Muncipal Corporation Rajeev Gandhi Blood Centre,Thane,76,0.23100303951367782,0.0005560085995996738,0.00942245675449783
27150,"Sub -Dist Cottage Hospital, Blood Centre , Sawantwadi, Sindhudurg",Sindhudurg,2,0.0060790273556231,0.0,0.00021148944969841615
18208,M/S. Shri Hazur Saheb Blood Centre,Nanded,6,0.0182370820668693,0.0,0.010520919079682842
18098,"Akshay Blood Centre, Miraj",Sangli,25,0.07598784194528875,1.8533619986655795e-05,0.0022065715434889115
18094,Vasantdada Patil Blood Centre And Haematology Research Centre,Sangli,24,0.0729483282674772,0.0,0.002171713687557719
18095,"Hindratna Prakashbapu Patil Blood Centre, Sangli",Sangli,25,0.07598784194528875,1.8533619986655795e-05,0.002352590855706574
18096,Bharati Vidyapeeth University Medical College And Hospital Blood Centre,Sangli,25,0.07598784194528875,0.0,0.0022715324992322265
18097,"Miraj Serological Institute Blood Centre, Miraj",Sangli,24,0.0729483282674772,0.0,0.002171713687557719
18090,"Islampur Medical Foundations, Rajaram Bapu Blood Centre , Islampur",Sangli,28,0.0851063829787234,0.0036696567573578473,0.002165113735371241
18091,Smt. Anila Kantilal Kothari Blood Centre And Dept. Of Hemato Oncology,Sangli,25,0.07598784194528875,0.0,0.0022316360038434424
18076,"Abhinav Sikshan MandalS, Sanjeevan Blood Centre",Kolhapur,24,0.0729483282674772,0.0,0.001962387964729972
18078,Noble Charitable TrustS Noble Blood Centre,Pune,38,0.11550151975683891,0.0,0.009108709161361509
18199,"Navi Mumbai Muncipal Corporation, Blood Centre",Thane,73,0.22188449848024316,0.0,0.012069258428087783
18079,Pimpari Serological Institute Blood Centre,Pune,38,0.11550151975683891,0.0,0.009708824018398721
18193,Chidanand Charitable Trust Blood Centre,Thane,73,0.22188449848024316,0.0,0.008589845928175119
18072,"Metro Blood Centre,Civil Hospital Aundh Pune",Pune,38,0.11550151975683891,0.0,0.01284767314221989
18073,"Grant Medical Foundation, A.H. Wadia Trust Blood Centre",Pune,38,0.11550151975683891,0.0,0.013976374911336431
18195,Kalyan Dombivali Muncipal Corporation Sponsered Nandakishore Educaation Society Arpan Blood Bank,Thane,74,0.22492401215805471,1.8533619986655795e-05,0.0073672240344397335
18196,Ishwar Seva Trusts Dombivali Blood Center,Thane,73,0.22188449848024316,0.0,0.008412582627333088
18190,Kai Wamanrao Oka Rakta Kendra,Thane,73,0.22188449848024316,0.0,0.01189325610984503
18070,Jehangir Hospital Blood Centre,Pune,38,0.11550151975683891,0.0,0.006225205040753594
18071,Kem Hospital Blood Centre,Pune,38,0.11550151975683891,0.0,0.015063765087814257
285061,Pachpande Multispeciality Hospital Blood Storage Center,Jalgaon,10,0.030395136778115502,0.0024093705982652534,0.0010918205480824365
284150,"Shri Dhaneshwari Manav Vikas Mandals, Shantai Blood Centre, Pedgaon, Dist. Parbhani",Parbhani,1,0.00303951367781155,0.0,0.0024346715712381564
18088,Cristanand Education Society Blood Centre,Chandrapur,3,0.00911854103343465,0.0007784120394395433,0.000770297519329729
18089,"Civil Surgeon, General Hospital Blood Centre, Gadchiroli",Gadchiroli,2,0.0060790273556231,0.0,0.0005203909358489414
18083,Smt Kashibai Navale General Hospital Blood Centre,Pune,38,0.11550151975683891,0.0,0.00929931025154302
18084,Chakan Blood Centre,Pune,30,0.0911854103343465,0.0,0.01588380147723642
18085,"Indian Red Cross Society, (Late Manikbai Chandulal Saraf ) Blood Centre, Pune",Pune,2,0.0060790273556231,0.0,0.0007380054056711885
18086,Central India Institute Of Haematology And OncologyS Blood And Blood Component Bank And Apheresis U,Nagpur,18,0.0547112462006079,0.0,0.002314838627123744
18080,Konkan Mitra Mandal Medical TrustS Sahyadri Speaciality Hospital Blood Centre,Pune,38,0.11550151975683891,0.0,0.014411003321192122
18081,Aditya Birla Memorial Hospital Blood Centre,Pune,38,0.11550151975683891,0.0,0.008616356302446653
18082,Rakesh Jain Memorial Blood Centre,Pune,38,0.11550151975683891,0.0,0.01450333141646662
18179,"Nashik Blood Bank And Transfusion Research Institute Blood Bank(Jijau Mahila Sewabhavi Sanstha, Nash",Nashik,11,0.03343465045592705,0.0,0.000989135996697548
18058,Sion Blood Centre,Mumbai,74,0.22492401215805471,1.8533619986655795e-05,0.013499154988506389
18059,Bharatratna Dr Babasaheb Ambedkar Mun. Gen. Hospital Blood Centre,Mumbai,73,0.22188449848024316,0.0,0.010945962121911106
18175,Ndmvps Medical College And Hospital Blood Centre,Nashik,11,0.03343465045592705,0.0,0.0009771764708568639
18055,"Meenatai Thackeray Blood Centre, Goregaon, Mumbai, Managed By Prabodhan Goregaon",Mumbai,73,0.22188449848024316,0.0,0.012135236451715105
18176,"Late. Dr. G.M. Bhavsar Charitable TrustS,Malegaon Blood Centre",Nashik,7,0.02127659574468085,0.0,0.0005875178345291372
18177,"Shri Sai Seva Medical Foundation Sanchalit, Sanjeevani Blood Centre",Nashik,11,0.03343465045592705,0.0,0.0010115775581962842
18057,Suburban Hi-Tech Blood Centre,Mumbai,73,0.22188449848024316,0.0,0.011655054142607665
18178,"Medical Superintendent, Regional Referal Hospital Blood Bank,(Superspeciality Hospital) Nashik",Nashik,11,0.03343465045592705,0.0,0.0009934827328852932
18050,Sevenhills Healthcare Private Limited Hospital Blood Centre,Mumbai,73,0.22188449848024316,0.0,0.013911955099831971
18292,"Kasturba Health SocietyS, Blood Centre, Sevagram(Mgims)",Wardha,2,0.0060790273556231,0.0,0.000796785262705668
18171,"Jankalyan Blood Centre, Nashik",Nashik,11,0.03343465045592705,0.0,0.0009739782789582116
18051,V.N. Desai Municipal General Hospital Blood Centre,Mumbai,74,0.22492401215805471,3.706723997331159e-05,0.013545192522897294
18293,Jawaharlal Nehru Medical College Blood Centre,Wardha,2,0.0060790273556231,0.0,0.0009331181281973313
18173,DevaS Health And Devlopment Foundation Samta Blood Centre,Nashik,11,0.03343465045592705,0.0,0.0010061774265357252
18052,Holy Spirit Hospital Blood Centre,Mumbai,73,0.22188449848024316,0.0,0.013530355757992323
18295,"Arpan Blood Centre,Blood Component Lab. And Aphersis Centre",Ahmadnagar,6,0.0182370820668693,0.0031136481577581734,0.001161783643499929
280738,Superitendent Gokuldas Tejpal Hospital,Mumbai,74,0.22492401215805471,0.0,0.010022593262169558
18290,Dean Government Medical College And Super Speciality Hospital Blood Centre,Nagpur,18,0.0547112462006079,0.0,0.002294276352042109
18291,"District - Civil Surgeon, General Hospital Blood Centre Wardha",Wardha,2,0.0060790273556231,0.0,0.0012429521115160215
18069,Jankalyan Raktapedhi Pune,Pune,38,0.11550151975683891,0.0,0.013824261532069275
18065,"Deenanath Mangeshkar Hospital, Blood Centre",Pune,38,0.11550151975683891,0.0,0.01345950849579881
18186,Lokamanya Tssia Blood Centre,Thane,73,0.22188449848024316,7.413447994662318e-05,0.011954728782062348
18187,Chhatrapati Shivaji Maharaj Hospital Blood Centre Csm,Thane,73,0.22188449848024316,0.0,0.01145870704001677
18188,M/S Balasaheb Thackerey Blood Centre,Mumbai,73,0.22188449848024316,0.0,0.012964792836670997
18189,Jupiter Hospital Blood Centre,Thane,73,0.22188449848024316,0.00011120171991993476,0.01189529395139871
18068,"Sadhu Vaswani Mission Medical Complex, Inlaks And Budharani Hospital Blood Centre, Pune",Pune,38,0.11550151975683891,0.0,0.012938819259671283
18183,"Mahatma Gandhi Blood Centre, Operated By Task",Thane,73,0.22188449848024316,0.0,0.012022963306406589
18062,Akshay Blood Centre,Pune,38,0.11550151975683891,0.0,0.0067937731253382315
18184,"Vitthal Sayanna General Hospital (Civil Hospital) Blood Centre, Thane",Thane,73,0.22188449848024316,0.0,0.011488048672142372
18064,M/S Bharati Vidyapeeth Medical Foundations Bharati Hospital Blood Centre,Pune,38,0.11550151975683891,0.0,0.009780638752895778
18185,Navjeevan Blood Centre Mangaed By Spvf,Thane,73,0.22188449848024316,0.0,0.012016821781974442
18181,"Shree Swami Samartha Vaidyakiya Shaikshanik And Sanshodhan Sanstha, Late Shri Mukeshbai Patel Blo",Dhule,1,0.00303951367781155,0.0,0.0006460094353992523
280723,Mahalakshmi Blood Centre,Satara,8,0.0243161094224924,0.0003892060197197717,0.0017510567373373257
18157,Civil Hospital Blood Centre,Jalgaon,9,0.02735562310030395,0.0,0.0010941353086127332
18278,Dr. Murlidhar Kharche Memorial Jeevan Jyoti Blood Centre,Buldana,5,0.015197568389057751,0.0011120171991993476,0.0006568973728518787
18037,Deepak Foundations Anviksha Blood Centre,Mumbai,74,0.22492401215805471,0.0,0.014198709091167478
18158,Indian Red Cross Society Sanchalit Askaran Tarachand Jain Blood Centre,Jalgaon,9,0.02735562310030395,0.0,0.0010974469886832843
284084,"Washim Blood Centre (Trust), Washim Managed By Ocean Bahuuddeshiya Sanstha, Pusad, Dist. Yavtmal",Washim,4,0.0121580547112462,0.00022240343983986953,0.00035168693478350866
18038,"K.B.Bhabha Muncipal General Hospital, Blood Centre",Mumbai,74,0.22492401215805471,0.0,0.013114032689300063
18159,Jeevanshri Raktapedi,Jalgaon,7,0.02127659574468085,0.0024835050782118766,0.0009762332885134712
18039,Lilavati Hospital And Research Centre Blood Centre,Mumbai,74,0.22492401215805471,0.0,0.01289330876585376
18153,Jeevan Jyoti Blood Centre,Dhule,8,0.0243161094224924,0.0,0.0008370048605540971
18154,Shree Navjeevan Blood Centre Dhule,Dhule,8,0.0243161094224924,0.0,0.000827855759875886
18275,Shri Gajanan Blood Centre And Components,Yavatmal,4,0.0121580547112462,0.0,0.00038632897141012814
18033,Bhabha Atomic Research Centre Hospital Blood Centre,Mumbai,74,0.22492401215805471,0.00025947067981318115,0.013399293256699623
18034,"Seth V.C.Gandhi And M.A.Vora Municipal General Hospital, Rajawadi ,Ghatkopar",Mumbai,74,0.22492401215805471,1.8533619986655795e-05,0.014203349055225118
18155,Dhanwantri Blood Centre,Jalgaon,10,0.030395136778115502,0.0013344206390392172,0.0009407082360548779
18035,"Sushilaben R. Mehta And Sir. Kikabai Cardiac Institute, Blood Centre",Mumbai,74,0.22492401215805471,3.706723997331159e-05,0.013304261098465506
18156,Keshavsmruti Pratishthan Sanchalit Madhavrao Golwalkar Swayamsevi Raktpedhi,Jalgaon,9,0.02735562310030395,0.0,0.0010961887238959255
18277,"Civil Surgeon, District General Hospital Blood Centre",Buldana,3,0.00911854103343465,0.0,0.0005065254028981037
18150,Shri Bhausaheb Hire Govt. Medical College And Hospital Blood Centre Dhule,Dhule,8,0.0243161094224924,0.0008896137593594781,0.0008178743603738814
18030,K.J.Somaiya Medical College And Hospital Blood Centre,Mumbai,74,0.22492401215805471,0.0,0.01377987632703065
280719,Swami Vivekanand Blood Centre,Nanded,6,0.0182370820668693,0.0,0.008170447308890104
18031,"L.T.M.G., Municipal Hospital Blood Centre",Mumbai,74,0.22492401215805471,0.0,0.01362626717578495
18152,Jawahar Medical Foundation Blood Centre,Dhule,8,0.0243161094224924,0.0,0.0008175312684228986
